span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
13,7,1,0.0098282579471304,0.990171742052864,0.0
8,8,1,0.019170731299728,0.9808292687002717,0.0
11,8,1,0.0230188624164484,0.9769811375835474,0.0
6,6,1,0.0515203743609999,0.9484796256389998,0.0
9,5,1,0.0527405988786818,0.9472594011213162,0.0
11,4,1,0.0667007437498618,0.9332992562501208,0.0
12,7,2,0.1720780503657393,0.8279219496342589,0.0
8,3,1,0.1839546692596688,0.8160453307403205,0.0
3,3,1,0.226981,0.773019,0.0
5,5,2,0.226981,0.773019,0.0
15,10,3,0.2491559087949994,0.7508440912049995,0.0
6,2,1,0.3366392781122094,0.6633607218877865,0.0
4,2,1,0.3544535295999995,0.6455464704,0.0
8,5,2,0.3544535295999995,0.6455464704,0.0
3,3,2,0.3721,0.6279,0.0
11,11,6,0.3721,0.6279,0.0
5,2,1,0.4418505548681483,0.5581494451318483,0.0
14,6,3,0.4418505548681483,0.5581494451318483,0.0
15,7,3,0.4418505548681483,0.5581494451318483,0.0
3,2,1,0.49254877,0.50745123,0.0
6,3,2,0.49254877,0.50745123,0.0
13,11,5,0.49254877,0.50745123,0.0
11,3,2,0.507782954968535,0.4922170450314587,0.0
13,3,2,0.5603454567230235,0.4396545432769377,0.0
12,4,3,0.5650487712099989,0.4349512287899994,0.0
1,1,1,0.61,0.39,0.0
2,2,2,0.61,0.39,0.0
3,3,3,0.61,0.39,0.0
2,1,1,0.662338,0.337662,0.0
3,2,2,0.662338,0.337662,0.0
4,3,3,0.662338,0.337662,0.0
9,7,7,0.662338,0.337662,0.0
10,7,6,0.662338,0.337662,0.0
11,9,9,0.662338,0.337662,0.0
12,7,7,0.662338,0.337662,0.0
12,9,9,0.662338,0.337662,0.0
12,10,9,0.662338,0.337662,0.0
13,10,10,0.662338,0.337662,0.0
15,10,8,0.662338,0.337662,0.0
15,13,12,0.662338,0.337662,0.0
3,1,1,0.6996916305999994,0.3003083694,0.0
9,4,3,0.6996916305999994,0.3003083694,0.0
11,5,4,0.6996916305999994,0.3003083694,0.0
15,6,5,0.6996916305999994,0.3003083694,0.0
4,1,1,0.7293130596657983,0.2706869403342,0.0
10,3,3,0.7293130596657983,0.2706869403342,0.0
6,1,1,0.7751008210342609,0.2248991789656949,0.0
