span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
5,5,2,0.1972062886499991,0.8027874613499996,6.250000000000002e-06
12,12,5,0.1972062886499991,0.8027874613499996,6.250000000000002e-06
4,3,1,0.2972465924834671,0.6927414354541767,0.0100119720623451
7,5,2,0.3072585489208122,0.6927414354541767,1.5625000000000013e-08
10,7,3,0.3072585489208122,0.6927414354541767,1.5625000000000013e-08
2,2,1,0.3380935999999997,0.6617813999999999,0.000125
4,4,3,0.3380935999999997,0.6617813999999999,0.000125
5,5,4,0.3380935999999997,0.6617813999999999,0.000125
8,8,7,0.3380935999999997,0.6617813999999999,0.000125
9,9,8,0.3380935999999997,0.6617813999999999,0.000125
10,10,5,0.3380935999999997,0.6617813999999999,0.000125
6,5,2,0.4355697104113976,0.5644299770885981,3.125000000000001e-07
9,8,3,0.4355697104113976,0.5644299770885981,3.125000000000001e-07
12,11,4,0.4355697104113976,0.5644299770885981,3.125000000000001e-07
13,11,5,0.4355697104113976,0.5644299770885981,3.125000000000001e-07
9,8,4,0.4355697104113976,0.5553447171635995,0.0090855724249986
13,12,6,0.4355697104113976,0.5553447171635995,0.0090855724249986
7,4,3,0.4446549703363962,0.5553447171635995,3.125000000000001e-07
14,9,5,0.4446549703363962,0.5553447171635995,3.125000000000001e-07
15,11,7,0.4446549703363962,0.5553447171635995,3.125000000000001e-07
7,3,2,0.4945957249016805,0.4914225771523,0.0139816979460092
15,6,4,0.4945957249016805,0.4914225771523,0.0139816979460092
1,1,1,0.5785499999999998,0.41895,0.0025
2,2,2,0.5785499999999998,0.41895,0.0025
3,3,3,0.5785499999999998,0.41895,0.0025
8,5,4,0.615128245199999,0.3848655048,6.250000000000002e-06
10,7,6,0.615128245199999,0.3848655048,6.250000000000002e-06
12,11,10,0.615128245199999,0.3848655048,6.250000000000002e-06
13,10,9,0.615128245199999,0.3848655048,6.250000000000002e-06
15,12,8,0.615128245199999,0.3848655048,6.250000000000002e-06
2,1,1,0.615128245199999,0.3782700348,0.00660172
3,2,2,0.615128245199999,0.3782700348,0.00660172
4,3,3,0.615128245199999,0.3782700348,0.00660172
6,4,4,0.615128245199999,0.3782700348,0.00660172
7,5,5,0.615128245199999,0.3782700348,0.00660172
10,8,8,0.615128245199999,0.3782700348,0.00660172
11,6,6,0.615128245199999,0.3782700348,0.00660172
14,7,7,0.615128245199999,0.3782700348,0.00660172
