span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
10,10,2,0.03125,0.96875,0.0
9,3,1,0.03271484375,0.96728515625,0.0
6,3,1,0.0625,0.9375,0.0
4,2,1,0.1875,0.8125,0.0
7,4,2,0.1875,0.8125,0.0
15,9,4,0.1875,0.8125,0.0
2,2,1,0.25,0.75,0.0
3,3,2,0.25,0.75,0.0
15,15,8,0.25,0.75,0.0
7,6,3,0.3125,0.6875,0.0
8,5,3,0.3125,0.6875,0.0
8,6,3,0.3125,0.6875,0.0
11,6,4,0.3125,0.6875,0.0
14,9,6,0.3125,0.6875,0.0
15,14,6,0.3125,0.6875,0.0
7,3,2,0.34375,0.65625,0.0
15,4,3,0.36328125,0.63671875,0.0
1,1,1,0.5,0.5,0.0
2,2,2,0.5,0.5,0.0
3,1,1,0.5,0.5,0.0
3,2,2,0.5,0.5,0.0
4,1,1,0.5,0.5,0.0
6,1,1,0.5,0.5,0.0
6,2,2,0.5,0.5,0.0
8,6,6,0.5,0.5,0.0
8,7,5,0.5,0.5,0.0
9,7,7,0.5,0.5,0.0
10,8,7,0.5,0.5,0.0
11,4,4,0.5,0.5,0.0
11,7,6,0.5,0.5,0.0
11,9,7,0.5,0.5,0.0
12,7,7,0.5,0.5,0.0
14,14,14,0.5,0.5,0.0
