span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
9,9,1,0.1713659151220138,0.8286340848778834,9.765625000000005e-14
6,6,1,0.3072940373413771,0.6927059618773704,7.812500000000004e-10
6,4,1,0.6345601043790879,0.3632358834261344,0.0022040121947592
2,2,1,0.6733675999999996,0.3265074,0.000125
5,4,1,0.6899231419255134,0.2935467661255046,0.016530091948973
13,9,3,0.7064532330932364,0.2921321241770471,0.0014146427297075
13,8,3,0.7078678750416939,0.2921321241770471,7.812500000000004e-10
14,13,4,0.7672126533207274,0.232787331054269,1.5625000000000013e-08
15,12,4,0.7672126533207274,0.220661828638919,0.01212551804035
7,5,2,0.7793381557360773,0.220661828638919,1.5625000000000013e-08
15,10,4,0.7793381557360773,0.220661828638919,1.5625000000000013e-08
1,1,1,0.81795,0.17955,0.0025
2,2,2,0.81795,0.17955,0.0025
5,5,5,0.81795,0.17955,0.0025
9,6,3,0.8425243999033988,0.1496925517716,0.007783048325
5,3,2,0.8503071357283988,0.1496925517716,3.125000000000001e-07
10,7,4,0.8503071357283988,0.1496925517716,3.125000000000001e-07
9,4,2,0.8747169274806869,0.113971042206435,0.0113120303128645
10,4,2,0.8747169274806869,0.113971042206435,0.0113120303128645
4,3,2,0.9111364727999997,0.0888572772,6.250000000000002e-06
7,6,5,0.9111364727999997,0.0888572772,6.250000000000002e-06
8,5,4,0.9111364727999997,0.0888572772,6.250000000000002e-06
9,8,5,0.9111364727999997,0.0888572772,6.250000000000002e-06
10,9,8,0.9111364727999997,0.0888572772,6.250000000000002e-06
14,12,7,0.9111364727999997,0.0888572772,6.250000000000002e-06
15,13,11,0.9111364727999997,0.0888572772,6.250000000000002e-06
2,1,1,0.9111364727999997,0.0848610072,0.00400252
5,3,3,0.9111364727999997,0.0848610072,0.00400252
5,4,4,0.9111364727999997,0.0848610072,0.00400252
10,7,7,0.9111364727999997,0.0848610072,0.00400252
3,1,1,0.9529048387373148,0.043077625471956,0.004017535790725
5,2,2,0.9529048387373148,0.043077625471956,0.004017535790725
6,2,2,0.9529048387373148,0.043077625471956,0.004017535790725
