span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
5,5,1,0.6240321451000002,0.3759678548999995,0.0
13,11,1,0.6367923449956451,0.3632076550043477,0.0
8,7,1,0.808834347498061,0.1911656525019355,0.0
4,4,2,0.8281000000000001,0.1718999999999998,0.0
5,5,4,0.8281000000000001,0.1718999999999998,0.0
7,7,6,0.8281000000000001,0.1718999999999998,0.0
8,8,4,0.8281000000000001,0.1718999999999998,0.0
8,8,5,0.8281000000000001,0.1718999999999998,0.0
9,6,2,0.9048466103949996,0.0951533896049985,0.0
1,1,1,0.91,0.0899999999999999,0.0
2,2,2,0.91,0.0899999999999999,0.0
4,4,4,0.91,0.0899999999999999,0.0
5,5,5,0.91,0.0899999999999999,0.0
4,2,1,0.9326194695999998,0.067380530399999,0.0
7,5,2,0.9326194695999998,0.067380530399999,0.0
14,12,4,0.9326194695999998,0.067380530399999,0.0
3,2,1,0.9570351699999998,0.0429648299999994,0.0
5,4,2,0.9570351699999998,0.0429648299999994,0.0
8,6,3,0.9570351699999998,0.0429648299999994,0.0
11,6,5,0.9570351699999998,0.0429648299999994,0.0
15,8,6,0.9570351699999998,0.0429648299999994,0.0
7,3,1,0.9595218607426526,0.0404781392573387,0.0
12,4,2,0.9711132079153116,0.0288867920846803,0.0
2,1,1,0.977158,0.0228419999999997,0.0
3,2,2,0.977158,0.0228419999999997,0.0
6,3,3,0.977158,0.0228419999999997,0.0
11,7,6,0.977158,0.0228419999999997,0.0
12,11,7,0.977158,0.0228419999999997,0.0
15,8,8,0.977158,0.0228419999999997,0.0
13,5,3,0.9806665160246482,0.0193334839753465,0.0
3,1,1,0.9936587205999992,0.0063412793999989,0.0
3,1,1,0.9936587205999992,0.006341279399998999,0.0
8,3,3,0.9936587205999992,0.0063412793999989,0.0
12,3,2,0.9942959022606284,0.0057040977393641,0.0
4,1,1,0.9981634173237968,0.0018365826761999,0.0
7,2,2,0.9981634173237968,0.0018365826761999,0.0
5,1,1,0.999454688639672,0.0005453113603227,0.0
10,2,2,0.999454688639672,0.0005453113603227,0.0
