span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
9,9,2,0.473144587323107,0.5268553970518892,1.5625000000000013e-08
4,4,1,0.5491432334701986,0.4508564540297992,3.125000000000001e-07
8,8,2,0.5491432334701986,0.4508564540297992,3.125000000000001e-07
11,10,2,0.7253609862229291,0.2543055570947999,0.0203334566822545
12,10,2,0.7253609862229291,0.2543055570947999,0.0203334566822545
2,2,1,0.7403653999999996,0.2595096,0.000125
6,6,5,0.7403653999999996,0.2595096,0.000125
12,12,6,0.7403653999999996,0.2595096,0.000125
12,9,2,0.7456944428661211,0.2543055570947999,3.906250000000002e-11
14,12,3,0.785417058033758,0.1990279712926979,0.0155549706735335
1,1,1,0.85785,0.13965,0.0025
2,2,2,0.85785,0.13965,0.0025
9,8,3,0.8972873401693976,0.1027123473305988,3.125000000000001e-07
14,13,5,0.8972873401693976,0.1027123473305988,3.125000000000001e-07
3,2,1,0.8972873401693976,0.0960541445555994,0.0066585152749993
8,6,3,0.8972873401693976,0.0960541445555994,0.0066585152749993
15,5,3,0.938718878129606,0.0612811218313203,3.906250000000002e-11
5,4,3,0.9438374525999992,0.0561562974,6.250000000000002e-06
6,5,4,0.9438374525999992,0.0561562974,6.250000000000002e-06
15,12,11,0.9438374525999992,0.0561562974,6.250000000000002e-06
2,1,1,0.9438374525999992,0.0528964674,0.00326608
4,2,2,0.9438374525999992,0.0528964674,0.00326608
5,3,3,0.9438374525999992,0.0528964674,0.00326608
6,3,3,0.9438374525999992,0.0528964674,0.00326608
12,7,7,0.9438374525999992,0.0528964674,0.00326608
12,7,7,0.9438374525999993,0.0528964674,0.00326608
13,6,4,0.9559826651251216,0.038952925291478,0.0050644095833899
11,4,3,0.9610470739272616,0.038952925291478,7.812500000000004e-10
5,2,2,0.9756274988974962,0.0216954886327725,0.002677012469725
