span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
13,13,5,0.423931933593749,0.5760618164062493,6.250000000000002e-06
12,9,2,0.4483545722497302,0.551645427711189,3.906250000000002e-11
5,3,1,0.5371562908687546,0.4613403716190295,0.001503337512207
2,2,1,0.5637656249999995,0.4361093749999999,0.000125
4,4,2,0.5637656249999995,0.4361093749999999,0.000125
6,6,5,0.5637656249999995,0.4361093749999999,0.000125
8,8,5,0.5637656249999995,0.4361093749999999,0.000125
9,9,5,0.5637656249999995,0.4361093749999999,0.000125
10,10,9,0.5637656249999995,0.4361093749999999,0.000125
8,7,2,0.6226903108520491,0.3773096735229458,1.5625000000000013e-08
4,3,1,0.6226903108520491,0.3644239301147438,0.012885759033202
8,5,2,0.635576054260251,0.3644239301147438,1.5625000000000013e-08
13,7,4,0.6364803169555635,0.3635196674194313,1.5625000000000013e-08
3,2,1,0.7313010937499979,0.2596559667968733,0.009042939453122
7,4,3,0.7403437207031198,0.2596559667968733,3.125000000000001e-07
14,9,6,0.7403437207031198,0.2596559667968733,3.125000000000001e-07
15,6,3,0.7442800068126939,0.2404500975628503,0.0152698956244277
1,1,1,0.7481249999999999,0.249375,0.0025
2,2,2,0.7481249999999999,0.249375,0.0025
6,6,6,0.7481249999999999,0.249375,0.0025
15,5,3,0.7595499023980592,0.2404500975628503,3.906250000000002e-11
8,3,2,0.8222049715919431,0.1670837534187244,0.0107112749893188
11,9,7,0.8398927734374986,0.160100976562499,6.250000000000002e-06
14,9,7,0.8398927734374986,0.160100976562499,6.250000000000002e-06
15,13,11,0.8398927734374986,0.160100976562499,6.250000000000002e-06
2,1,1,0.8398927734374986,0.1550244140624992,0.0050828124999998
4,3,3,0.8398927734374986,0.1550244140624992,0.0050828124999998
7,4,4,0.8398927734374986,0.1550244140624992,0.0050828124999998
8,5,5,0.8398927734374986,0.1550244140624992,0.0050828124999998
9,4,3,0.8915106552429163,0.1084893291320781,1.5625000000000013e-08
3,1,1,0.8915106552429163,0.1020147289123515,0.0064746158447265
5,2,2,0.8915106552429163,0.1020147289123515,0.0064746158447265
12,5,5,0.8915106552429163,0.1020147289123515,0.0064746158447265
