span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
12,12,1,0.123410307017276,0.8765896929827234,0.0
9,5,1,0.5080464264154678,0.4919535735845301,0.0
9,8,1,0.5080464264154678,0.4919535735845301,0.0
15,10,2,0.5651570317268086,0.4348429682731902,0.0
3,3,1,0.5927039999999999,0.407296,0.0
12,4,1,0.6067837975425368,0.3932162024574337,0.0
10,10,8,0.7055999999999999,0.2944,0.0
12,12,8,0.7055999999999999,0.2944,0.0
9,8,2,0.7527814963199996,0.24721850368,0.0
8,4,2,0.8165090303999998,0.1834909696,0.0
13,8,4,0.8165090303999998,0.1834909696,0.0
14,5,2,0.8371122951141432,0.1628877048858532,0.0
1,1,1,0.84,0.16,0.0
2,2,2,0.84,0.16,0.0
7,7,7,0.84,0.16,0.0
5,4,2,0.8772019199999999,0.12279808,0.0
9,5,3,0.8772019199999999,0.12279808,0.0
9,7,4,0.8772019199999999,0.12279808,0.0
11,7,4,0.8772019199999999,0.12279808,0.0
12,6,4,0.8772019199999999,0.12279808,0.0
12,10,5,0.8772019199999999,0.12279808,0.0
6,2,1,0.8774019637641213,0.1225980362358784,0.0
8,2,1,0.9154354109696842,0.0845645890302824,0.0
2,1,1,0.931392,0.068608,0.0
4,2,2,0.931392,0.068608,0.0
4,3,2,0.931392,0.068608,0.0
4,3,3,0.931392,0.068608,0.0
6,3,3,0.931392,0.068608,0.0
9,6,5,0.931392,0.068608,0.0
10,6,5,0.931392,0.068608,0.0
15,11,10,0.931392,0.068608,0.0
7,2,1,0.938642260112076,0.0613577398879064,0.0
7,3,2,0.9439640985599996,0.0560359014399999,0.0
12,3,2,0.9579813010640708,0.0420186989359232,0.0
3,1,1,0.9682412544,0.0317587456,0.0
7,3,3,0.9682412544,0.0317587456,0.0
9,4,4,0.9682412544,0.0317587456,0.0
12,3,3,0.9847497203711998,0.0152502796288,0.0
6,1,1,0.996272602149,0.0037273978509897,0.0
