span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
14,8,1,0.0247688211017123,0.9752311788982804,0.0
12,4,1,0.1253830467332781,0.8746169532666956,0.0
13,13,3,0.1453933568,0.8546066431999999,0.0
4,4,1,0.21381376,0.7861862399999999,0.0
7,6,1,0.2178248377171968,0.7821751622828029,0.0
13,11,2,0.2178248377171968,0.7821751622828029,0.0
14,8,2,0.2178248377171968,0.7821751622828029,0.0
8,3,1,0.3312787699824196,0.6687212300175697,0.0
2,2,1,0.4624000000000001,0.5375999999999999,0.0
13,13,11,0.4624000000000001,0.5375999999999999,0.0
4,2,1,0.4874953728,0.5125046271999997,0.0
6,2,1,0.5012976838967296,0.4987023161032669,0.0
8,2,1,0.5110426704259516,0.4889573295740202,0.0
15,4,2,0.5110426704259516,0.4889573295740202,0.0
12,10,5,0.6162867200000001,0.3837132799999997,0.0
1,1,1,0.68,0.3199999999999999,0.0
2,2,2,0.68,0.3199999999999999,0.0
4,4,4,0.68,0.3199999999999999,0.0
2,1,1,0.7583360000000001,0.2416639999999997,0.0
3,2,2,0.7583360000000001,0.2416639999999997,0.0
5,4,4,0.7583360000000001,0.2416639999999997,0.0
7,6,6,0.7583360000000001,0.2416639999999997,0.0
13,11,9,0.7583360000000001,0.2416639999999997,0.0
15,13,8,0.7583360000000001,0.2416639999999997,0.0
15,4,3,0.768095656771584,0.231904343228409,0.0
7,3,3,0.8094737408000001,0.190526259199999,0.0
4,1,1,0.8465656487936,0.1534343512063965,0.0
12,3,3,0.8465656487936,0.1534343512063965,0.0
5,1,1,0.874814845921521,0.1251851540784664,0.0
6,1,1,0.8969441369836467,0.1030558630163196,0.0
11,2,2,0.8969441369836467,0.1030558630163196,0.0
