span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
11,8,1,0.247585951284609,0.7524140487153881,0.0
10,5,1,0.2935165585614315,0.7064834414385657,0.0
8,4,1,0.4065851610549577,0.5934148389450407,0.0
9,9,4,0.4930390000000001,0.5069609999999999,0.0
6,4,1,0.54937764947746,0.4506223505225391,0.0
2,2,1,0.6241000000000001,0.3758999999999999,0.0
10,10,8,0.6241000000000001,0.3758999999999999,0.0
12,12,6,0.6241000000000001,0.3758999999999999,0.0
5,4,1,0.6307965617950001,0.3692034382049991,0.0
1,1,1,0.79,0.2099999999999999,0.0
2,2,2,0.79,0.2099999999999999,0.0
3,3,3,0.79,0.2099999999999999,0.0
3,2,1,0.8036535700000002,0.1963464299999994,0.0
6,5,2,0.8036535700000002,0.1963464299999994,0.0
9,5,3,0.8036535700000002,0.1963464299999994,0.0
13,10,5,0.8036535700000002,0.1963464299999994,0.0
8,2,1,0.8160406919782501,0.1839593080217217,0.0
13,5,3,0.83434384258885,0.1656561574111476,0.0
2,1,1,0.8862220000000001,0.1137779999999997,0.0
5,3,3,0.8862220000000001,0.1137779999999997,0.0
9,5,5,0.8862220000000001,0.1137779999999997,0.0
12,11,11,0.8862220000000001,0.1137779999999997,0.0
13,10,9,0.8862220000000001,0.1137779999999997,0.0
13,11,10,0.8862220000000001,0.1137779999999997,0.0
14,13,11,0.8862220000000001,0.1137779999999997,0.0
15,11,8,0.8862220000000001,0.1137779999999997,0.0
15,12,11,0.8862220000000001,0.1137779999999997,0.0
15,14,13,0.8862220000000001,0.1137779999999997,0.0
10,4,3,0.8884513476099999,0.111548652389998,0.0
11,5,3,0.8884513476099999,0.111548652389998,0.0
15,5,4,0.8884513476099999,0.111548652389998,0.0
10,3,2,0.9340820101778357,0.0659179898221565,0.0
5,2,2,0.9341116894,0.065888310599999,0.0
9,3,3,0.9341116894,0.065888310599999,0.0
14,3,2,0.9392889409549756,0.0607110590449987,0.0
4,1,1,0.960594687638198,0.0394053123617965,0.0
8,2,2,0.960594687638198,0.0394053123617965,0.0
10,2,2,0.9759720405652088,0.0240279594347779,0.0
13,3,3,0.9759720405652088,0.0240279594347779,0.0
