span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
13,13,2,0.3242313682832843,0.6757686316776482,3.906250000000002e-11
11,9,2,0.7181174211145365,0.2818825788463838,3.906250000000002e-11
6,4,1,0.7181174211145365,0.279762006797478,0.0021205720879682
2,2,1,0.723318125,0.276556875,0.000125
6,6,3,0.723318125,0.276556875,0.000125
4,2,1,0.8364147992885685,0.1628882999692367,0.0006969007421875
4,2,1,0.8364147992885685,0.1628882999692367,0.0006969007421875001
1,1,1,0.847875,0.149625,0.0025
2,2,2,0.847875,0.149625,0.0025
12,10,4,0.8843667425937491,0.1156329449062497,3.125000000000001e-07
9,6,4,0.8913355937656242,0.1086640937343747,3.125000000000001e-07
10,5,4,0.8913355937656242,0.1086640937343747,3.125000000000001e-07
14,9,6,0.8913355937656242,0.1086640937343747,3.125000000000001e-07
14,6,3,0.9180186736458082,0.0729110026102176,0.0090703237439549
10,6,5,0.9362674828125,0.0637262671875,6.250000000000002e-06
15,11,9,0.9362674828125,0.0637262671875,6.250000000000002e-06
15,14,8,0.9362674828125,0.0637262671875,6.250000000000002e-06
7,5,5,0.9362674828125,0.0602742046875,0.0034583125
10,8,8,0.9362674828125,0.0602742046875,0.0034583125
3,1,1,0.970761183286372,0.0262380418220202,0.0030007748916015
8,3,3,0.970761183286372,0.0262380418220202,0.0030007748916015
12,4,4,0.970761183286372,0.0262380418220202,0.0030007748916015
15,7,7,0.970761183286372,0.0262380418220202,0.0030007748916015
