span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
10,10,1,0.0642888893233994,0.9357111106766004,0.0
14,14,2,0.14645194571776,0.85354805428224,0.0
11,11,2,0.192699928576,0.807300071424,0.0
8,5,1,0.3250061579368528,0.6749938420631456,0.0
13,12,2,0.3924912145235968,0.6075087854764024,0.0
14,13,2,0.3924912145235968,0.6075087854764024,0.0
3,3,1,0.438976,0.561024,0.0
9,3,1,0.4865653834055169,0.5134346165944766,0.0
9,4,1,0.4865653834055169,0.5134346165944766,0.0
15,13,3,0.55781558272,0.4421844172799997,0.0
2,2,1,0.5776,0.4224,0.0
3,3,2,0.5776,0.4224,0.0
4,4,2,0.5776,0.4224,0.0
5,5,3,0.5776,0.4224,0.0
5,5,4,0.5776,0.4224,0.0
10,10,5,0.5776,0.4224,0.0
13,6,2,0.628688912577198,0.3713110874227974,0.0
3,2,1,0.7550387199999999,0.2449612799999997,0.0
6,3,2,0.7550387199999999,0.2449612799999997,0.0
8,4,3,0.7550387199999999,0.2449612799999997,0.0
12,7,4,0.7550387199999999,0.2449612799999997,0.0
13,12,6,0.7550387199999999,0.2449612799999997,0.0
15,8,6,0.7550387199999999,0.2449612799999997,0.0
15,12,7,0.7550387199999999,0.2449612799999997,0.0
1,1,1,0.76,0.24,0.0
13,5,3,0.7768849752063993,0.2231150247935994,0.0
2,1,1,0.854848,0.145152,0.0
4,3,2,0.854848,0.145152,0.0
4,3,3,0.854848,0.145152,0.0
6,5,3,0.854848,0.145152,0.0
7,6,5,0.854848,0.145152,0.0
7,6,6,0.854848,0.145152,0.0
9,8,8,0.854848,0.145152,0.0
10,9,5,0.854848,0.145152,0.0
12,10,7,0.854848,0.145152,0.0
3,1,1,0.9067488255999996,0.0932511743999997,0.0
6,2,2,0.9067488255999996,0.0932511743999997,0.0
7,3,3,0.9067488255999996,0.0932511743999997,0.0
12,3,3,0.9383045275647997,0.0616954724351977,0.0
10,2,2,0.9584496876991204,0.0415503123008667,0.0
13,3,3,0.9584496876991204,0.0415503123008667,0.0
