span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
8,8,2,0.203931540853699,0.796068146646298,3.125000000000001e-07
6,4,1,0.2733528057536005,0.724846254301286,0.0018009399451034
7,7,3,0.3029419124437491,0.6970518375562489,6.250000000000002e-06
8,8,3,0.3029419124437491,0.6970518375562489,6.250000000000002e-06
9,9,3,0.3029419124437491,0.6970518375562489,6.250000000000002e-06
5,4,1,0.3481664383921484,0.6383265115312882,0.013507050076556
9,6,2,0.3616734876874544,0.6369117904739112,0.001414721838627
7,7,5,0.4504192249999998,0.5494557749999995,0.000125
8,7,2,0.4590228422009978,0.5409771421739956,1.5625000000000013e-08
7,5,2,0.4711490226927998,0.5288509616821937,1.5625000000000013e-08
5,2,1,0.5663804639286667,0.4166750282455172,0.0169445078257974
13,10,5,0.591969316591398,0.3985046988804719,0.0095259845281239
1,1,1,0.668325,0.3291749999999998,0.0025
2,2,2,0.668325,0.3291749999999998,0.0025
4,4,4,0.668325,0.3291749999999998,0.0025
5,4,3,0.7411228257374987,0.2588709242624985,6.250000000000002e-06
6,4,3,0.7411228257374987,0.2588709242624985,6.250000000000002e-06
9,7,5,0.7411228257374987,0.2588709242624985,6.250000000000002e-06
9,8,5,0.7411228257374987,0.2588709242624985,6.250000000000002e-06
2,1,1,0.7411228257374987,0.2528846417624987,0.0059925324999997
12,7,7,0.7411228257374987,0.2528846417624987,0.005992532499999799
3,1,1,0.7888980552439682,0.202105620322947,0.0089963244330765
5,2,2,0.7888980552439682,0.202105620322947,0.0089963244330765
6,2,2,0.7888980552439682,0.202105620322947,0.0089963244330765
13,6,6,0.7888980552439682,0.202105620322947,0.0089963244330765
