span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
7,7,1,0.0260659933982356,0.9739340065627,3.906250000000002e-11
5,5,1,0.07332119465197,0.9266787897230284,1.5625000000000013e-08
6,3,1,0.1505893904388819,0.8492905843432772,0.0001200252178302
11,6,2,0.1505893904388819,0.8492905843432772,0.0001200252178302
3,3,1,0.20749249689375,0.79250125310625,6.250000000000002e-06
15,15,5,0.20749249689375,0.79250125310625,6.250000000000002e-06
14,7,3,0.2230427303863604,0.7769572688323833,7.812500000000004e-10
4,2,1,0.3238737553295491,0.6752084884151345,0.0009177562553125
11,6,3,0.3238737553295491,0.6752084884151345,0.0009177562553125
3,3,2,0.349780025,0.650094975,0.000125
5,5,3,0.349780025,0.650094975,0.000125
6,6,5,0.349780025,0.650094975,0.000125
13,13,11,0.349780025,0.650094975,0.000125
11,10,4,0.4524603005623991,0.5475393869375997,3.125000000000001e-07
5,4,2,0.4524603005623991,0.5383619806344747,0.009177718803125
9,6,3,0.4524603005623991,0.5383619806344747,0.009177718803125
12,6,5,0.4616377068655241,0.5383619806344747,3.125000000000001e-07
7,3,2,0.5151022923939867,0.4708727646857406,0.0140249429202561
1,1,1,0.588525,0.408975,0.0025
3,3,3,0.588525,0.408975,0.0025
4,4,4,0.588525,0.408975,0.0025
6,6,6,0.588525,0.408975,0.0025
8,8,8,0.588525,0.408975,0.0025
6,4,3,0.6296531868374999,0.3703405631625,6.250000000000002e-06
12,7,6,0.6296531868374999,0.3703405631625,6.250000000000002e-06
12,11,8,0.6296531868374999,0.3703405631625,6.250000000000002e-06
15,10,9,0.6296531868374999,0.3703405631625,6.250000000000002e-06
2,1,1,0.6296531868374999,0.3637911206625,0.0065556925
3,2,2,0.6296531868374999,0.3637911206625,0.0065556925
8,7,7,0.6296531868374999,0.3637911206625,0.0065556925
9,8,8,0.6296531868374999,0.3637911206625,0.0065556925
13,11,11,0.6296531868374999,0.3637911206625,0.0065556925
12,5,4,0.6587186897457206,0.3412812946292719,1.5625000000000013e-08
14,6,5,0.6587186897457206,0.3412812946292719,1.5625000000000013e-08
