span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
14,7,1,0.0013337842141403,0.9986662157858563,0.0
13,8,2,0.0565026438613247,0.9434973561386748,0.0
13,9,2,0.0565026438613247,0.9434973561386748,0.0
13,11,2,0.0565026438613247,0.9434973561386748,0.0
7,3,1,0.1358312847024556,0.8641687152975396,0.0
14,6,2,0.1358312847024556,0.8641687152975396,0.0
14,8,3,0.15152445792,0.8484755420799996,0.0
6,2,1,0.2034075343078656,0.7965924656921324,0.0
8,6,2,0.2414867904,0.7585132095999997,0.0
7,2,1,0.2453048090632156,0.7546951909367701,0.0
2,2,1,0.2916,0.7083999999999999,0.0
5,5,3,0.2916,0.7083999999999999,0.0
5,5,4,0.2916,0.7083999999999999,0.0
15,15,10,0.2916,0.7083999999999999,0.0
14,6,3,0.2972634365376,0.702736563462398,0.0
6,4,2,0.37476432,0.6252356799999996,0.0
9,6,3,0.37476432,0.6252356799999996,0.0
12,6,4,0.37476432,0.6252356799999996,0.0
12,7,5,0.37476432,0.6252356799999996,0.0
14,11,5,0.37476432,0.6252356799999996,0.0
13,6,4,0.42141145536,0.578588544639998,0.0
10,3,2,0.453689940253824,0.5463100597461701,0.0
1,1,1,0.54,0.4599999999999999,0.0
2,2,2,0.54,0.4599999999999999,0.0
3,3,3,0.54,0.4599999999999999,0.0
2,1,1,0.559872,0.4401279999999997,0.0
6,3,3,0.559872,0.4401279999999997,0.0
7,4,4,0.559872,0.4401279999999997,0.0
9,6,6,0.559872,0.4401279999999997,0.0
9,7,7,0.559872,0.4401279999999997,0.0
10,6,5,0.559872,0.4401279999999997,0.0
12,10,6,0.559872,0.4401279999999997,0.0
14,11,9,0.559872,0.4401279999999997,0.0
14,12,10,0.559872,0.4401279999999997,0.0
3,1,1,0.5746806144,0.425319385599999,0.0
8,3,3,0.5746806144,0.425319385599999,0.0
4,1,1,0.5869421471232,0.4130578528767973,0.0
5,1,1,0.597602323672747,0.4023976763272407,0.0
9,2,2,0.597602323672747,0.4023976763272407,0.0
6,1,1,0.6071350799504084,0.3928649200495454,0.0
