span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
11,6,1,0.0195910410239988,0.980408958975997,0.0
9,5,1,0.0463574015999995,0.9536425983999984,0.0
5,5,1,0.07776,0.92224,0.0
7,5,1,0.1063756799999995,0.8936243199999989,0.0
4,4,1,0.1296,0.8704000000000001,0.0
5,3,1,0.2332799999999996,0.7667199999999997,0.0
8,2,1,0.2962842623999896,0.7037157375999956,0.0
6,2,1,0.3153945599999988,0.6846054399999995,0.0
4,3,1,0.3369599999999997,0.66304,0.0
8,7,2,0.3369599999999997,0.66304,0.0
9,2,1,0.3530418462719717,0.6469581537279802,0.0
2,2,1,0.36,0.64,0.0
6,6,4,0.36,0.64,0.0
7,7,5,0.36,0.64,0.0
10,10,8,0.36,0.64,0.0
11,11,7,0.36,0.64,0.0
8,4,3,0.4751999999999997,0.5248,0.0
10,6,4,0.4751999999999997,0.5248,0.0
12,7,5,0.4751999999999997,0.5248,0.0
8,3,2,0.5443199999999997,0.45568,0.0
14,6,4,0.5443199999999997,0.45568,0.0
15,7,4,0.5443199999999997,0.45568,0.0
1,1,1,0.6,0.4,0.0
2,2,2,0.6,0.4,0.0
2,1,1,0.6479999999999999,0.352,0.0
4,3,3,0.6479999999999999,0.352,0.0
7,5,5,0.6479999999999999,0.352,0.0
8,7,5,0.6479999999999999,0.352,0.0
11,8,6,0.6479999999999999,0.352,0.0
12,6,6,0.6479999999999999,0.352,0.0
13,9,7,0.6479999999999999,0.352,0.0
14,11,10,0.6479999999999999,0.352,0.0
14,12,9,0.6479999999999999,0.352,0.0
3,1,1,0.6825599999999997,0.31744,0.0
6,2,2,0.6825599999999997,0.31744,0.0
8,3,3,0.6825599999999997,0.31744,0.0
13,6,6,0.6825599999999997,0.31744,0.0
6,1,1,0.7534981324799848,0.2465018675199997,0.0
12,2,2,0.7534981324799848,0.2465018675199997,0.0
