span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
13,6,1,0.0617340953652759,0.9382659046346904,0.0
11,11,2,0.075418890625,0.924581109375,0.0
12,5,1,0.0839265737261209,0.9160734262738556,0.0
9,6,1,0.0859544382772459,0.914045561722752,0.0
11,4,1,0.1131913803557977,0.8868086196441789,0.0
11,7,2,0.2337985609374998,0.7662014390624989,0.0
5,5,2,0.274625,0.7253749999999999,0.0
8,8,3,0.274625,0.7253749999999999,0.0
5,3,1,0.319079921875,0.6809200781249991,0.0
13,9,3,0.319079921875,0.6809200781249991,0.0
2,2,1,0.4225,0.5774999999999999,0.0
4,4,2,0.4225,0.5774999999999999,0.0
7,7,6,0.4225,0.5774999999999999,0.0
13,13,11,0.4225,0.5774999999999999,0.0
8,2,1,0.4255501476154205,0.5744498523845607,0.0
12,4,2,0.4278136570703123,0.5721863429296847,0.0
12,5,2,0.4278136570703123,0.5721863429296847,0.0
8,7,2,0.4284149999999998,0.5715849999999993,0.0
5,2,1,0.5322833242187494,0.467716675781248,0.0
3,2,1,0.5629812499999998,0.4370187499999995,0.0
5,3,2,0.5629812499999998,0.4370187499999995,0.0
5,4,2,0.5629812499999998,0.4370187499999995,0.0
7,4,3,0.5629812499999998,0.4370187499999995,0.0
11,9,4,0.5629812499999998,0.4370187499999995,0.0
12,6,4,0.5629812499999998,0.4370187499999995,0.0
12,9,4,0.5629812499999998,0.4370187499999995,0.0
15,13,6,0.5629812499999998,0.4370187499999995,0.0
8,3,2,0.6470851562499994,0.3529148437499986,0.0
1,1,1,0.65,0.35,0.0
12,12,12,0.65,0.35,0.0
10,3,2,0.7063994361328106,0.2936005638671815,0.0
4,2,2,0.7182499999999998,0.2817499999999997,0.0
4,3,3,0.7182499999999998,0.2817499999999997,0.0
5,4,4,0.7182499999999998,0.2817499999999997,0.0
6,5,3,0.7182499999999998,0.2817499999999997,0.0
7,6,4,0.7182499999999998,0.2817499999999997,0.0
13,7,7,0.7182499999999998,0.2817499999999997,0.0
3,1,1,0.7648306249999997,0.235169374999999,0.0
6,2,2,0.7648306249999997,0.235169374999999,0.0
10,2,2,0.8282807144726526,0.1717192855273329,0.0
