span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
13,13,3,0.2916309723419135,0.7083690120330842,1.5625000000000013e-08
3,3,1,0.47650608915,0.5234876608499992,6.250000000000002e-06
7,7,3,0.47650608915,0.5234876608499992,6.250000000000002e-06
5,3,1,0.6090793110217364,0.3894325647526941,0.0014881242255575
2,2,1,0.6095466,0.3903283999999996,0.000125
3,3,2,0.6095466,0.3903283999999996,0.000125
4,4,3,0.6095466,0.3903283999999996,0.000125
6,6,5,0.6095466,0.3903283999999996,0.000125
9,9,6,0.6095466,0.3903283999999996,0.000125
14,14,13,0.6095466,0.3903283999999996,0.000125
8,7,2,0.6854522124247187,0.3145477719502713,1.5625000000000013e-08
12,9,3,0.6854522124247187,0.3017924281419258,0.0127553594333456
4,2,1,0.6982075562330643,0.3009317436744257,0.0008607000925
1,1,1,0.77805,0.2194499999999999,0.0025
3,3,3,0.77805,0.2194499999999999,0.0025
4,4,4,0.77805,0.2194499999999999,0.0025
11,9,4,0.7808401683653987,0.2191595191345946,3.125000000000001e-07
3,2,1,0.7808401683653987,0.2105526744595971,0.0086071571749975
6,4,2,0.7808401683653987,0.2105526744595971,0.0086071571749975
7,5,3,0.7894470130403962,0.2105526744595971,3.125000000000001e-07
9,5,3,0.7894470130403962,0.2105526744595971,3.125000000000001e-07
5,4,3,0.8724209441999993,0.1275728057999984,6.250000000000002e-06
8,6,5,0.8724209441999993,0.1275728057999984,6.250000000000002e-06
8,7,5,0.8724209441999993,0.1275728057999984,6.250000000000002e-06
11,8,7,0.8724209441999993,0.1275728057999984,6.250000000000002e-06
12,10,9,0.8724209441999993,0.1275728057999984,6.250000000000002e-06
2,1,1,0.8724209441999993,0.1229267357999986,0.0046523199999998
7,4,4,0.8724209441999993,0.1229267357999986,0.0046523199999998
3,1,1,0.9212238120293266,0.0733506427969385,0.0054255451737249
6,2,2,0.9212238120293266,0.0733506427969385,0.0054255451737249
11,5,5,0.9212238120293266,0.0733506427969385,0.0054255451737249
