span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
2,2,1,0.8105399999999999,0.1893349999999994,0.000125
4,4,2,0.8105399999999999,0.1893349999999994,0.000125
7,7,5,0.8105399999999999,0.1893349999999994,0.000125
10,10,5,0.8105399999999999,0.1893349999999994,0.000125
5,4,1,0.8728929751899339,0.1137804851100965,0.013326539699957
1,1,1,0.8977499999999999,0.0997499999999998,0.0025
11,10,3,0.9101085387187484,0.08989144565624,1.5625000000000013e-08
12,11,3,0.9101085387187484,0.08989144565624,1.5625000000000013e-08
15,14,5,0.9428552471249982,0.0571444403749949,3.125000000000001e-07
3,2,1,0.9428552471249982,0.0519358872499974,0.0052088656249975
9,6,4,0.9480638002499956,0.0519358872499974,3.125000000000001e-07
10,5,4,0.9480638002499956,0.0519358872499974,3.125000000000001e-07
14,7,6,0.9480638002499956,0.0519358872499974,3.125000000000001e-07
10,7,6,0.9697666499999992,0.0302270999999977,6.250000000000002e-06
10,8,7,0.9697666499999992,0.0302270999999977,6.250000000000002e-06
2,1,1,0.9697666499999992,0.0277903499999989,0.0024429999999988
4,2,2,0.9697666499999992,0.0277903499999989,0.0024429999999988
5,3,3,0.9697666499999992,0.0277903499999989,0.0024429999999988
8,6,6,0.9697666499999992,0.0277903499999989,0.0024429999999988
10,6,6,0.9697666499999992,0.0277903499999989,0.0024429999999988
13,11,11,0.9697666499999992,0.0277903499999989,0.0024429999999988
12,4,3,0.9843129373305878,0.015687061888155,7.812500000000004e-10
13,5,4,0.9843129373305878,0.015687061888155,7.812500000000004e-10
12,5,4,0.9900468078046808,0.0099531765703114,1.5625000000000013e-08
3,1,1,0.9900468078046808,0.0084535092421864,0.0014996829531249
