span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
10,10,3,0.2162646585272,0.7837350289727991,3.125000000000001e-07
9,9,3,0.3166067963999999,0.6833869535999991,6.250000000000002e-06
11,11,5,0.3166067963999999,0.6833869535999991,6.250000000000002e-06
5,3,1,0.381873341039061,0.6166924599361544,0.00143419902477
10,6,2,0.381873341039061,0.6166924599361544,0.00143419902477
13,7,3,0.383307539282581,0.6166924599361544,7.812500000000004e-10
6,6,5,0.4638926,0.5359823999999995,0.000125
12,12,9,0.4638926,0.5359823999999995,0.000125
14,12,4,0.4787633073497197,0.5089435492236741,0.0122931434265988
15,7,3,0.5892397486572372,0.410760251303676,3.906250000000002e-11
6,5,2,0.6096447481783998,0.3903549393215954,3.125000000000001e-07
3,2,1,0.6096447481783998,0.3808401345215963,0.0095151172999991
6,4,2,0.6096447481783998,0.3808401345215963,0.0095151172999991
11,8,4,0.6096447481783998,0.3808401345215963,0.0095151172999991
1,1,1,0.6783,0.3191999999999998,0.0025
2,2,2,0.6783,0.3191999999999998,0.0025
6,6,6,0.6783,0.3191999999999998,0.0025
7,3,2,0.6972333631492077,0.2896867480886256,0.0130798887621524
14,6,4,0.6972333631492077,0.2896867480886256,0.0130798887621524
7,5,4,0.7542878171999999,0.2457059327999978,6.250000000000002e-06
10,9,6,0.7542878171999999,0.2457059327999978,6.250000000000002e-06
12,11,10,0.7542878171999999,0.2457059327999978,6.250000000000002e-06
2,1,1,0.7542878171999999,0.2398144127999986,0.0058977699999992
3,2,2,0.7542878171999999,0.2398144127999986,0.0058977699999992
6,5,5,0.7542878171999999,0.2398144127999986,0.0058977699999992
7,5,5,0.7542878171999999,0.2398144127999986,0.0058977699999992
9,5,5,0.7542878171999999,0.2398144127999986,0.0058977699999992
3,1,1,0.8034338199385154,0.1878518404588745,0.0087143396025999
9,4,4,0.8034338199385154,0.1878518404588745,0.0087143396025999
10,4,4,0.8034338199385154,0.1878518404588745,0.0087143396025999
14,6,6,0.8034338199385154,0.1878518404588745,0.0087143396025999
