span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
8,8,1,0.1712422962566899,0.8287577037413505,1.953125000000001e-12
4,4,1,0.412066262,0.5879334254999987,3.125000000000001e-07
3,3,1,0.5138664000000001,0.486127349999999,6.250000000000002e-06
5,5,2,0.5138664000000001,0.486127349999999,6.250000000000002e-06
6,4,1,0.5793541027911678,0.4184273124657402,0.0022185847430625
3,3,2,0.6410600000000001,0.3588149999999994,0.000125
5,5,4,0.6410600000000001,0.3588149999999994,0.000125
7,7,4,0.6410600000000001,0.3588149999999994,0.000125
14,14,7,0.6410600000000001,0.3588149999999994,0.000125
5,4,1,0.6411457709209968,0.3422148430177415,0.0166393860612443
7,5,2,0.7392911589999943,0.260708825374995,1.5625000000000013e-08
8,4,2,0.7392911589999943,0.259885745374995,0.0008230956249999
2,2,2,0.798,0.1994999999999998,0.0025
12,10,4,0.8124123739999984,0.1875873134999958,3.125000000000001e-07
14,13,6,0.8124123739999984,0.1875873134999958,3.125000000000001e-07
7,6,3,0.8124123739999984,0.1793565134999974,0.0082311124999984
10,5,4,0.8206431739999969,0.1793565134999974,3.125000000000001e-07
15,8,5,0.8206431739999969,0.1793565134999974,3.125000000000001e-07
15,10,7,0.8206431739999969,0.1793565134999974,3.125000000000001e-07
6,4,3,0.8924831999999993,0.1075105499999986,6.250000000000002e-06
6,5,3,0.8924831999999993,0.1075105499999986,6.250000000000002e-06
8,7,5,0.8924831999999993,0.1075105499999986,6.250000000000002e-06
9,8,6,0.8924831999999993,0.1075105499999986,6.250000000000002e-06
9,8,7,0.8924831999999993,0.1075105499999986,6.250000000000002e-06
13,8,7,0.8924831999999993,0.1075105499999986,6.250000000000002e-06
2,1,1,0.8924831999999993,0.1031785499999989,0.0043382499999997
4,2,2,0.8924831999999993,0.1031785499999989,0.0043382499999997
8,7,7,0.8924831999999993,0.1031785499999989,0.0043382499999997
10,6,6,0.8924831999999993,0.1031785499999989,0.0043382499999997
15,7,5,0.9382021589999932,0.0617978253749944,1.5625000000000013e-08
3,1,1,0.9382021589999932,0.0570791943749944,0.0047186466249999
9,3,3,0.9382021589999932,0.0570791943749944,0.0047186466249999
