span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
3,3,1,0.4585251117562492,0.5414686382437488,6.250000000000002e-06
12,8,2,0.4991933156637082,0.4986170236790177,0.0021896606572494
6,3,1,0.5013829762818952,0.4984673544638306,0.0001496692542495
11,6,2,0.5013829762818952,0.4984673544638306,0.0001496692542495
6,3,1,0.5013829762818952,0.4984673544638306,0.0001496692542495781
13,12,3,0.5684687411712601,0.4151088034110785,0.016422455417642
2,2,1,0.5940877249999995,0.4057872749999995,0.000125
10,10,8,0.5940877249999995,0.4057872749999995,0.000125
12,12,9,0.5940877249999995,0.4057872749999995,0.000125
4,3,1,0.6645852982664432,0.3225858962353734,0.012828805498174
8,7,3,0.7645869593631478,0.2354127281368451,3.125000000000001e-07
3,2,1,0.7645869593631478,0.2266439038899731,0.008769136746872
6,4,2,0.7645869593631478,0.2266439038899731,0.008769136746872
1,1,1,0.7680749999999998,0.2294249999999998,0.0025
2,2,2,0.7680749999999998,0.2294249999999998,0.0025
10,5,4,0.7733557836100198,0.2266439038899731,3.125000000000001e-07
6,4,3,0.8618910271124988,0.1381027228874976,6.250000000000002e-06
2,1,1,0.8618910271124988,0.1333077403874987,0.0048012324999989
3,2,2,0.8618910271124988,0.1333077403874987,0.0048012324999989
4,2,2,0.8618910271124988,0.1333077403874987,0.0048012324999989
4,3,3,0.8618910271124988,0.1333077403874987,0.0048012324999989
13,11,11,0.8618910271124988,0.1333077403874987,0.0048012324999989
5,2,2,0.911881852838422,0.0823401986021166,0.0057779485594515
