span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
4,4,1,0.0692754391796998,0.9307242483202984,3.125000000000001e-07
5,4,1,0.1154200920702723,0.8778466667787861,0.0067332411509355
9,8,2,0.1154200920702723,0.8778466667787861,0.0067332411509355
14,10,3,0.1221533324399578,0.8778466667787861,7.812500000000004e-10
10,7,3,0.2040019111096978,0.7959980732652974,1.5625000000000013e-08
4,2,1,0.2040019111096978,0.7951785363674849,0.0008195525228125
5,2,1,0.2366957935022913,0.7507611761319859,0.0125430303657017
9,3,2,0.2492388238289306,0.7490360583379226,0.0017251178331257
2,2,1,0.2618480249999999,0.7380269749999998,0.000125
5,5,3,0.2618480249999999,0.7380269749999998,0.000125
7,7,4,0.2618480249999999,0.7380269749999998,0.000125
8,8,5,0.2618480249999999,0.7380269749999998,0.000125
3,2,1,0.3233974404533987,0.6684068780684739,0.0081956814781241
7,4,3,0.3315928094315228,0.6684068780684739,3.125000000000001e-07
9,7,4,0.3315928094315228,0.6684068780684739,3.125000000000001e-07
14,8,6,0.3315928094315228,0.6684068780684739,3.125000000000001e-07
1,1,1,0.508725,0.4887749999999999,0.0025
6,5,4,0.5115417255374999,0.4884520244624995,6.250000000000002e-06
11,8,6,0.5115417255374999,0.4884520244624995,6.250000000000002e-06
11,9,8,0.5115417255374999,0.4884520244624995,6.250000000000002e-06
13,10,9,0.5115417255374999,0.4884520244624995,6.250000000000002e-06
2,1,1,0.5115417255374999,0.4816859819624995,0.0067722925
4,2,2,0.5115417255374999,0.4816859819624995,0.0067722925
6,3,3,0.5115417255374999,0.4816859819624995,0.0067722925
15,10,10,0.5115417255374999,0.4816859819624995,0.0067722925
3,1,1,0.512878196947372,0.4756346668840413,0.011487136168576
11,5,5,0.512878196947372,0.4756346668840413,0.011487136168576
12,5,5,0.512878196947372,0.4756346668840413,0.011487136168576
15,5,5,0.512878196947372,0.4756346668840413,0.011487136168576
