span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
9,9,2,0.3486784401000001,0.6513215598999997,0.0
4,4,1,0.4304672100000001,0.5695327899999997,0.0
7,5,1,0.5330292642005914,0.4669707357994062,0.0
6,4,1,0.6043992080693401,0.3956007919306579,0.0
3,3,2,0.6561000000000001,0.3438999999999998,0.0
5,5,4,0.6561000000000001,0.3438999999999998,0.0
11,11,6,0.6561000000000001,0.3438999999999998,0.0
14,11,3,0.6799229581950001,0.3200770418049985,0.0
7,6,2,0.7576222895999999,0.242377710399999,0.0
1,1,1,0.81,0.1899999999999999,0.0
2,2,2,0.81,0.1899999999999999,0.0
5,5,5,0.81,0.1899999999999999,0.0
3,2,1,0.8343623699999999,0.1656376299999994,0.0
6,5,2,0.8343623699999999,0.1656376299999994,0.0
7,4,3,0.8343623699999999,0.1656376299999994,0.0
7,6,3,0.8343623699999999,0.1656376299999994,0.0
9,7,4,0.8343623699999999,0.1656376299999994,0.0
14,10,5,0.8343623699999999,0.1656376299999994,0.0
2,1,1,0.905418,0.0945819999999997,0.0
3,2,2,0.905418,0.0945819999999997,0.0
4,3,2,0.905418,0.0945819999999997,0.0
4,3,3,0.905418,0.0945819999999997,0.0
6,5,4,0.905418,0.0945819999999997,0.0
7,4,4,0.905418,0.0945819999999997,0.0
8,7,5,0.905418,0.0945819999999997,0.0
13,9,9,0.905418,0.0945819999999997,0.0
13,12,11,0.905418,0.0945819999999997,0.0
10,4,3,0.9130209524099988,0.086979047589998,0.0
3,1,1,0.9494724905999994,0.050527509399999,0.0
5,2,2,0.9494724905999994,0.050527509399999,0.0
11,4,4,0.9494724905999994,0.050527509399999,0.0
13,3,2,0.9586817505320974,0.0413182494678642,0.0
4,1,1,0.9720724442777968,0.0279275557221965,0.0
9,2,2,0.9842459093263408,0.0157540906736419,0.0
