span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
14,10,1,0.1086882517977166,0.8913117482022768,0.0
6,6,1,0.208422380089,0.7915776199109996,0.0
10,6,1,0.241780455595344,0.7582195444046518,0.0
7,6,1,0.4188664572648633,0.5811335427351344,0.0
14,11,2,0.4188664572648633,0.5811335427351344,0.0
11,11,5,0.456533,0.5434669999999998,0.0
9,4,1,0.5186243105952055,0.4813756894047822,0.0
10,7,2,0.5819585937549995,0.418041406244999,0.0
14,8,3,0.5819585937549995,0.418041406244999,0.0
2,2,1,0.5929,0.4070999999999998,0.0
3,3,2,0.5929,0.4070999999999998,0.0
12,12,8,0.5929,0.4070999999999998,0.0
4,2,1,0.6749383872,0.325061612799999,0.0
11,4,2,0.7275816866526895,0.2724183133473058,0.0
12,4,2,0.7275816866526895,0.2724183133473058,0.0
1,1,1,0.77,0.2299999999999999,0.0
2,2,2,0.77,0.2299999999999999,0.0
3,2,1,0.7715407699999997,0.2284592299999994,0.0
7,5,3,0.7715407699999997,0.2284592299999994,0.0
11,7,4,0.7715407699999997,0.2284592299999994,0.0
13,12,5,0.7715407699999997,0.2284592299999994,0.0
13,12,6,0.7715407699999997,0.2284592299999994,0.0
14,4,2,0.8205975852672409,0.1794024147327472,0.0
15,5,4,0.86089797409,0.139102025909998,0.0
2,1,1,0.865634,0.1343659999999997,0.0
4,2,2,0.865634,0.1343659999999997,0.0
6,5,4,0.865634,0.1343659999999997,0.0
7,6,5,0.865634,0.1343659999999997,0.0
9,6,5,0.865634,0.1343659999999997,0.0
12,10,10,0.865634,0.1343659999999997,0.0
13,9,8,0.865634,0.1343659999999997,0.0
13,11,7,0.865634,0.1343659999999997,0.0
11,3,2,0.8695906921710863,0.130409307828904,0.0
13,3,2,0.91490931605714,0.0850906839428265,0.0
3,1,1,0.9164443441999992,0.083555655799999,0.0
9,4,4,0.9164443441999992,0.083555655799999,0.0
13,6,5,0.9164443441999992,0.083555655799999,0.0
5,1,1,0.9650318095162423,0.0349681904837409,0.0
10,2,2,0.9650318095162423,0.0349681904837409,0.0
