span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
3,3,1,0.778688,0.2213119999999997,0.0
15,10,2,0.8416789519456009,0.1583210480543956,0.0
2,2,1,0.8464,0.1535999999999998,0.0
4,4,3,0.8464,0.1535999999999998,0.0
5,5,4,0.8464,0.1535999999999998,0.0
9,9,8,0.8464,0.1535999999999998,0.0
14,8,2,0.8702406979289082,0.1297593020710884,0.0
6,3,1,0.8974054019891196,0.1025945980108779,0.0
1,1,1,0.92,0.0799999999999999,0.0
2,2,2,0.92,0.0799999999999999,0.0
7,7,7,0.92,0.0799999999999999,0.0
14,14,14,0.92,0.0799999999999999,0.0
5,3,1,0.9227141324799996,0.0772858675199985,0.0
9,8,2,0.9227141324799996,0.0772858675199985,0.0
13,8,4,0.9456387071999997,0.054361292799999,0.0
9,3,1,0.9481000174794028,0.0518999825205836,0.0
3,2,1,0.9655731199999996,0.0344268799999994,0.0
8,5,3,0.9655731199999996,0.0344268799999994,0.0
9,5,3,0.9655731199999996,0.0344268799999994,0.0
11,9,4,0.9655731199999996,0.0344268799999994,0.0
12,8,5,0.9655731199999996,0.0344268799999994,0.0
14,8,6,0.9655731199999996,0.0344268799999994,0.0
14,9,5,0.9655731199999996,0.0344268799999994,0.0
13,6,2,0.9702068088704834,0.0297931911295076,0.0
2,1,1,0.9818239999999998,0.0181759999999997,0.0
3,2,2,0.9818239999999998,0.0181759999999997,0.0
5,3,3,0.9818239999999998,0.0181759999999997,0.0
7,4,4,0.9818239999999998,0.0181759999999997,0.0
8,7,7,0.9818239999999998,0.0181759999999997,0.0
9,6,5,0.9818239999999998,0.0181759999999997,0.0
12,10,9,0.9818239999999998,0.0181759999999997,0.0
5,2,1,0.9859859587071982,0.0140140412927965,0.0
9,3,2,0.9859859587071982,0.0140140412927965,0.0
14,5,3,0.9859859587071982,0.0140140412927965,0.0
3,1,1,0.9954747391999992,0.004525260799999,0.0
11,4,4,0.9954747391999992,0.004525260799999,0.0
13,4,3,0.9977966996029386,0.0022033003970559,0.0
4,1,1,0.9988237205503968,0.0011762794495999,0.0
15,4,4,0.9988237205503968,0.0011762794495999,0.0
5,1,1,0.9996864181462576,0.0003135818537369,0.0
6,1,1,0.9999149985012588,8.500149873708869e-05,0.0
11,2,2,0.9999149985012588,8.500149873708869e-05,0.0
12,2,2,0.9999149985012588,8.500149873708869e-05,0.0
