span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
11,6,2,0.3351325228336453,0.6647208049143153,0.0001466722520312
5,3,1,0.4239084431065815,0.574624833982473,0.0014667229109375
2,2,1,0.4914349999999997,0.50844,0.000125
4,3,1,0.5190197236874972,0.4684083567187489,0.0125719195937459
4,2,1,0.531591627656243,0.4674631007812489,0.0009452715625
3,2,1,0.6449020208749979,0.34564510725,0.0094528718749998
5,4,2,0.6449020208749979,0.34564510725,0.0094528718749998
7,4,3,0.6543545802499978,0.34564510725,3.125000000000001e-07
11,6,5,0.6543545802499978,0.34564510725,3.125000000000001e-07
12,6,4,0.6543545802499978,0.34564510725,3.125000000000001e-07
1,1,1,0.6982499999999998,0.29925,0.0025
2,2,2,0.6982499999999998,0.29925,0.0025
3,3,3,0.6982499999999998,0.29925,0.0025
5,5,5,0.6982499999999998,0.29925,0.0025
7,7,7,0.6982499999999998,0.29925,0.0025
4,3,2,0.7799751749999995,0.220018575,6.250000000000002e-06
7,6,4,0.7799751749999995,0.220018575,6.250000000000002e-06
8,6,5,0.7799751749999995,0.220018575,6.250000000000002e-06
9,8,5,0.7799751749999995,0.220018575,6.250000000000002e-06
12,8,7,0.7799751749999995,0.220018575,6.250000000000002e-06
8,7,7,0.7799751749999995,0.214332825,0.005692
11,5,4,0.8311196028515564,0.168880381523436,1.5625000000000013e-08
12,5,4,0.8311196028515564,0.168880381523436,1.5625000000000013e-08
3,1,1,0.8311196028515564,0.160762907320311,0.008117489828125
5,2,2,0.8311196028515564,0.160762907320311,0.008117489828125
6,2,2,0.8311196028515564,0.160762907320311,0.008117489828125
