span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
10,10,1,0.0282475248999999,0.9717524750999992,0.0
8,8,1,0.0576480099999999,0.9423519899999996,0.0
11,6,1,0.0850250499489988,0.9149749500509956,0.0
9,9,2,0.1680699999999999,0.8319299999999997,0.0
4,4,1,0.2400999999999999,0.7598999999999999,0.0
3,3,1,0.3429999999999999,0.657,0.0
13,13,5,0.3429999999999999,0.657,0.0
15,15,7,0.3429999999999999,0.657,0.0
10,6,2,0.4201749999999994,0.579825,0.0
13,12,3,0.4201749999999994,0.579825,0.0
2,2,1,0.4899999999999999,0.51,0.0
3,3,2,0.4899999999999999,0.51,0.0
4,4,2,0.4899999999999999,0.51,0.0
4,2,1,0.5282199999999995,0.47178,0.0
7,6,2,0.5282199999999995,0.47178,0.0
8,6,2,0.5282199999999995,0.47178,0.0
13,5,3,0.6470694999999979,0.3529305,0.0
14,5,3,0.6470694999999979,0.3529305,0.0
7,2,1,0.649610718399988,0.3503892816,0.0
3,2,1,0.6516999999999996,0.3483,0.0
5,3,2,0.6516999999999996,0.3483,0.0
14,7,5,0.6516999999999996,0.3483,0.0
15,8,5,0.6516999999999996,0.3483,0.0
15,10,6,0.6516999999999996,0.3483,0.0
1,1,1,0.7,0.3,0.0
9,9,9,0.7,0.3,0.0
8,3,2,0.7443099999999995,0.25569,0.0
11,4,3,0.7443099999999995,0.25569,0.0
12,4,3,0.7443099999999995,0.25569,0.0
2,1,1,0.7839999999999998,0.216,0.0
4,2,2,0.7839999999999998,0.216,0.0
6,5,3,0.7839999999999998,0.216,0.0
7,6,5,0.7839999999999998,0.216,0.0
8,5,4,0.7839999999999998,0.216,0.0
11,7,6,0.7839999999999998,0.216,0.0
3,1,1,0.8369199999999997,0.16308,0.0
5,2,2,0.8369199999999997,0.16308,0.0
11,5,4,0.8369199999999997,0.16308,0.0
15,7,6,0.8369199999999997,0.16308,0.0
15,7,7,0.8369199999999997,0.16308,0.0
7,2,2,0.8739639999999995,0.126036,0.0
13,4,4,0.8739639999999995,0.126036,0.0
9,2,2,0.901191339999998,0.09880866,0.0
