span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
5,5,1,0.05667601858464,0.9433239657903596,1.5625000000000013e-08
6,5,1,0.1077578898574829,0.8847606953174169,0.0074814148250849
5,4,1,0.1710353668232205,0.8201753763029171,0.0087892568738516
13,12,3,0.1710353668232205,0.8201753763029171,0.0087892568738516
15,9,3,0.1798246229158221,0.8190739657649971,0.00110141131917
9,5,2,0.1809260334537421,0.8190739657649971,7.812500000000004e-10
13,9,4,0.275384682543039,0.7246153018319533,1.5625000000000013e-08
2,2,1,0.3153164,0.6845585999999997,0.000125
4,4,2,0.3153164,0.6845585999999997,0.000125
6,6,5,0.3153164,0.6845585999999997,0.000125
10,10,8,0.3153164,0.6845585999999997,0.000125
5,2,1,0.327609464697264,0.6576886881151376,0.0147018471875723
15,6,3,0.327609464697264,0.6576886881151376,0.0147018471875723
15,12,5,0.4023589018063994,0.5976407856935955,3.125000000000001e-07
6,4,2,0.4023589018063994,0.5887679832935959,0.0088731148999996
7,3,2,0.4539226282301526,0.5322656828430657,0.0138116889267668
11,4,3,0.4677343163756694,0.5322656828430657,7.812500000000004e-10
1,1,1,0.5586,0.4388999999999999,0.0025
2,2,2,0.5586,0.4388999999999999,0.0025
3,3,3,0.5586,0.4388999999999999,0.0025
6,5,3,0.5858143535999994,0.4141793963999982,6.250000000000002e-06
12,9,6,0.5858143535999994,0.4141793963999982,6.250000000000002e-06
15,12,9,0.5858143535999994,0.4141793963999982,6.250000000000002e-06
2,1,1,0.5858143535999994,0.4075081163999986,0.0066775299999996
3,2,2,0.5858143535999994,0.4075081163999986,0.0066775299999996
12,7,7,0.5858143535999994,0.4075081163999986,0.0066775299999996
3,1,1,0.6051216805334375,0.3837101141319539,0.0111682053345978
7,3,3,0.6051216805334375,0.3837101141319539,0.0111682053345978
8,3,3,0.6051216805334375,0.3837101141319539,0.0111682053345978
13,6,6,0.6051216805334375,0.3837101141319539,0.0111682053345978
15,5,5,0.6051216805334375,0.3837101141319539,0.0111682053345978
