span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
4,4,1,0.3361677540871993,0.6638319334127987,3.125000000000001e-07
2,2,1,0.5788273999999999,0.4210475999999998,0.000125
4,4,2,0.5788273999999999,0.4210475999999998,0.000125
7,7,5,0.5788273999999999,0.4210475999999998,0.000125
8,8,5,0.5788273999999999,0.4210475999999998,0.000125
10,10,5,0.5788273999999999,0.4210475999999998,0.000125
13,13,8,0.5788273999999999,0.4210475999999998,0.000125
15,15,10,0.5788273999999999,0.4210475999999998,0.000125
10,9,3,0.6436491672164373,0.3434790641169563,0.0128717686665965
9,7,3,0.7480638514183988,0.2519358360815967,3.125000000000001e-07
3,2,1,0.7480638514183988,0.2430218796815976,0.0089142688999991
5,4,2,0.7480638514183988,0.2430218796815976,0.0089142688999991
11,8,4,0.7480638514183988,0.2430218796815976,0.0089142688999991
7,5,3,0.7569778078183979,0.2430218796815976,3.125000000000001e-07
1,1,1,0.7581,0.2393999999999999,0.0025
2,2,2,0.7581,0.2393999999999999,0.0025
3,3,3,0.7581,0.2393999999999999,0.0025
6,6,6,0.7581,0.2393999999999999,0.0025
10,10,10,0.7581,0.2393999999999999,0.0025
11,11,11,0.7581,0.2393999999999999,0.0025
5,2,1,0.7649333608523765,0.2202281238481711,0.0148385152994146
9,3,2,0.7797718761127287,0.2188585693245448,0.0013695545626887
6,5,3,0.8510443595999997,0.1489493903999991,6.250000000000002e-06
7,6,4,0.8510443595999997,0.1489493903999991,6.250000000000002e-06
7,6,5,0.8510443595999997,0.1489493903999991,6.250000000000002e-06
2,1,1,0.8510443595999997,0.1440109103999991,0.00494473
5,4,4,0.8510443595999997,0.1440109103999991,0.00494473
11,10,10,0.8510443595999997,0.1440109103999991,0.00494473
14,12,12,0.8510443595999997,0.1440109103999991,0.00494473
13,6,5,0.901975623688436,0.0980243606865545,1.5625000000000013e-08
5,2,2,0.901975623688436,0.0918963490089544,0.0061280273026
9,4,4,0.901975623688436,0.0918963490089544,0.0061280273026
13,6,6,0.901975623688436,0.0918963490089544,0.0061280273026
