span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
12,6,1,0.3982769199812816,0.601723080018716,0.0
11,11,3,0.5220062499999999,0.47799375,0.0
14,14,5,0.6141249999999999,0.385875,0.0
6,3,1,0.7165840796874998,0.2834159203125,0.0
2,2,1,0.7224999999999999,0.2775,0.0
4,4,3,0.7224999999999999,0.2775,0.0
7,7,5,0.7224999999999999,0.2775,0.0
5,4,1,0.7764842968749999,0.223515703125,0.0
10,5,2,0.7764842968749999,0.223515703125,0.0
4,2,1,0.8352099999999999,0.16479,0.0
4,3,1,0.8352099999999999,0.16479,0.0
8,7,2,0.8352099999999999,0.16479,0.0
1,1,1,0.85,0.15,0.0
3,3,3,0.85,0.15,0.0
3,2,1,0.8904812499999999,0.10951875,0.0
5,3,2,0.8904812499999999,0.10951875,0.0
10,8,4,0.8904812499999999,0.10951875,0.0
11,4,2,0.8947872258203122,0.1052127741796875,0.0
2,1,1,0.93925,0.06075,0.0
4,2,2,0.93925,0.06075,0.0
7,6,6,0.93925,0.06075,0.0
8,7,5,0.93925,0.06075,0.0
9,5,5,0.93925,0.06075,0.0
9,6,5,0.93925,0.06075,0.0
9,6,6,0.93925,0.06075,0.0
11,8,6,0.93925,0.06075,0.0
11,4,3,0.95266140625,0.04733859375,0.0
3,1,1,0.973388125,0.026611875,0.0
5,2,2,0.973388125,0.026611875,0.0
6,2,2,0.973388125,0.026611875,0.0
11,5,4,0.973388125,0.026611875,0.0
4,1,1,0.987896828125,0.012103171875,0.0
7,2,2,0.987896828125,0.012103171875,0.0
11,3,3,0.987896828125,0.012103171875,0.0
6,1,1,0.9973431364197344,0.0026568635802539,0.0
