span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
5,5,1,0.5608484861148075,0.4391514982601881,1.5625000000000013e-08
4,4,1,0.6292779487989487,0.3707217387010479,3.125000000000001e-07
3,3,1,0.7062320195812493,0.2937617304187489,6.250000000000002e-06
5,5,2,0.7062320195812493,0.2937617304187489,6.250000000000002e-06
2,2,1,0.7926985249999998,0.2071764749999996,0.000125
12,12,11,0.7926985249999998,0.2071764749999996,0.000125
9,8,2,0.8521737612380401,0.1338077864003472,0.0140184523616
1,1,1,0.8877749999999999,0.1097249999999999,0.0025
2,2,2,0.8877749999999999,0.1097249999999999,0.0025
4,4,4,0.8877749999999999,0.1097249999999999,0.0025
10,8,3,0.9040954701230696,0.0959045142519229,1.5625000000000013e-08
10,6,3,0.9040954701230696,0.0953442346934854,0.0005602951834374
10,9,4,0.9324564234606476,0.0675432640393453,3.125000000000001e-07
13,11,5,0.9324564234606476,0.0675432640393453,3.125000000000001e-07
15,12,6,0.9324564234606476,0.0619404684549733,0.005603108084372
12,9,5,0.9380592190450197,0.0619404684549733,3.125000000000001e-07
15,9,5,0.9380592190450197,0.0619404684549733,3.125000000000001e-07
15,12,7,0.9380592190450197,0.0619404684549733,3.125000000000001e-07
5,2,1,0.9613069607356504,0.0328294045077814,0.0058636347565593
3,2,2,0.9639606164624991,0.0333824910374989,0.0026568924999988
7,5,4,0.9639606164624992,0.0360331335374977,6.250000000000002e-06
7,6,4,0.9639606164624992,0.0360331335374977,6.250000000000002e-06
13,11,7,0.9639606164624992,0.0360331335374977,6.250000000000002e-06
15,14,10,0.9639606164624992,0.0360331335374977,6.250000000000002e-06
2,1,1,0.9639606164624992,0.0333824910374989,0.0026568924999988
3,2,2,0.9639606164624992,0.0333824910374989,0.0026568924999988
4,3,3,0.9639606164624992,0.0333824910374989,0.0026568924999988
9,6,6,0.9639606164624992,0.0333824910374989,0.0026568924999988
9,8,8,0.9639606164624992,0.0333824910374989,0.0026568924999988
13,9,9,0.9639606164624992,0.0333824910374989,0.0026568924999988
14,5,3,0.9671705954531472,0.0328294045077814,3.906250000000002e-11
15,6,4,0.9761698124509696,0.0203649515456612,0.0034652360033598
3,1,1,0.9871613502079334,0.011065591235734,0.0017730585563265
5,2,2,0.9871613502079334,0.011065591235734,0.0017730585563265
