span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
12,12,2,0.4675013806090882,0.5324986186096582,7.812500000000004e-10
4,4,1,0.6016534139791997,0.3983462735207993,3.125000000000001e-07
8,8,2,0.6016534139791997,0.3983462735207993,3.125000000000001e-07
2,2,1,0.7750556,0.2248193999999998,0.000125
8,8,4,0.7750556,0.2248193999999998,0.000125
5,4,1,0.8306052201150808,0.1547777447105935,0.0146170351743125
1,1,1,0.8777999999999999,0.1196999999999999,0.0025
2,2,2,0.8777999999999999,0.1196999999999999,0.0025
10,10,10,0.8777999999999999,0.1196999999999999,0.0025
7,4,2,0.8882967550723172,0.1111056732226756,0.000597571705
6,5,2,0.9213698190223985,0.0786298684775977,3.125000000000001e-07
11,6,5,0.9273453798223984,0.0726543076775978,3.125000000000001e-07
13,10,6,0.9273453798223984,0.0726543076775978,3.125000000000001e-07
5,4,3,0.9576958511999998,0.0422978987999991,6.250000000000002e-06
6,5,3,0.9576958511999998,0.0422978987999991,6.250000000000002e-06
8,5,4,0.9576958511999998,0.0422978987999991,6.250000000000002e-06
8,7,5,0.9576958511999998,0.0422978987999991,6.250000000000002e-06
10,6,5,0.9576958511999998,0.0422978987999991,6.250000000000002e-06
11,8,7,0.9576958511999998,0.0422978987999991,6.250000000000002e-06
14,11,8,0.9576958511999998,0.0422978987999991,6.250000000000002e-06
4,2,2,0.9576958511999998,0.0394387787999991,0.00286537
5,3,3,0.9576958511999998,0.0394387787999991,0.00286537
8,4,4,0.9576958511999998,0.0394387787999991,0.00286537
14,8,8,0.9576958511999998,0.0394387787999991,0.00286537
8,3,2,0.9702255732234504,0.0257879620699067,0.0039864647066324
15,7,6,0.9838101188995152,0.016189865475479,1.5625000000000013e-08
6,2,2,0.9838101188995152,0.014128354181879,0.0020615269186
7,3,3,0.9838101188995152,0.014128354181879,0.0020615269186
8,3,3,0.9838101188995152,0.014128354181879,0.0020615269186
