span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
15,10,1,0.3652673091329608,0.6347326908670343,0.0
4,4,1,0.5728976100000001,0.42710239,0.0
13,13,4,0.5728976100000001,0.42710239,0.0
3,3,1,0.6585030000000001,0.341497,0.0
14,7,2,0.7205566582166549,0.2794433417833447,0.0
3,3,2,0.7569,0.2431,0.0
4,4,2,0.7569,0.2431,0.0
8,8,7,0.7569,0.2431,0.0
10,10,9,0.7569,0.2431,0.0
13,13,10,0.7569,0.2431,0.0
1,1,1,0.87,0.13,0.0
2,2,2,0.87,0.13,0.0
5,5,5,0.87,0.13,0.0
4,2,1,0.8708043672000001,0.1291956328,0.0
3,2,1,0.91531917,0.08468083,0.0
9,5,3,0.91531917,0.08468083,0.0
15,10,7,0.91531917,0.08468083,0.0
12,5,2,0.925748576534114,0.0742514234658859,0.0
15,6,3,0.94874422255245,0.05125577744755,0.0
15,7,3,0.94874422255245,0.05125577744755,0.0
4,3,2,0.953694,0.046306,0.0
5,4,3,0.953694,0.046306,0.0
6,5,3,0.953694,0.046306,0.0
6,5,4,0.953694,0.046306,0.0
8,7,4,0.953694,0.046306,0.0
11,8,7,0.953694,0.046306,0.0
12,9,9,0.953694,0.046306,0.0
15,10,10,0.953694,0.046306,0.0
8,3,2,0.96762406329,0.03237593671,0.0
10,4,3,0.96762406329,0.03237593671,0.0
13,5,4,0.96762406329,0.03237593671,0.0
12,3,2,0.9790984752966492,0.0209015247033451,0.0
9,2,1,0.9806676892602656,0.0193323107397234,0.0
5,2,2,0.9820913742,0.0179086258,0.0
12,5,4,0.9820913742,0.0179086258,0.0
13,3,2,0.9913222708505994,0.0086777291493797,0.0
4,1,1,0.9927971842734,0.0072028157266,0.0
14,4,4,0.9927971842734,0.0072028157266,0.0
5,1,1,0.9970350791909536,0.0029649208090446,0.0
10,2,2,0.9970350791909536,0.0029649208090446,0.0
6,1,1,0.998760580485573,0.0012394195144127,0.0
