span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
6,3,1,0.256780831219467,0.7430798392045924,0.0001393295759282
5,3,1,0.3420474945827156,0.6565592092673626,0.0013932961499075
2,2,1,0.4371444,0.5627305999999997,0.000125
3,3,2,0.4371444,0.5627305999999997,0.000125
7,7,6,0.4371444,0.5627305999999997,0.000125
9,9,6,0.4371444,0.5627305999999997,0.000125
11,11,10,0.4371444,0.5627305999999997,0.000125
4,3,1,0.4395774273966889,0.5484800252469527,0.01194254735635
12,9,3,0.4395774273966889,0.5484800252469527,0.01194254735635
6,5,2,0.5742948102474,0.4257048772525971,3.125000000000001e-07
8,7,3,0.5742948102474,0.4257048772525971,3.125000000000001e-07
9,8,3,0.5742948102474,0.4257048772525971,3.125000000000001e-07
6,4,2,0.5742948102474,0.4161813272275971,0.009523862525
5,3,2,0.5838183602724,0.4161813272275971,3.125000000000001e-07
8,5,3,0.5838183602724,0.4161813272275971,3.125000000000001e-07
15,11,7,0.5838183602724,0.4161813272275971,3.125000000000001e-07
7,3,2,0.6579438719535075,0.3285550951429394,0.0135010329035411
8,3,2,0.6579438719535075,0.3285550951429394,0.0135010329035411
1,1,1,0.65835,0.3391499999999998,0.0025
2,2,2,0.65835,0.3391499999999998,0.0025
5,5,5,0.65835,0.3391499999999998,0.0025
12,4,3,0.6714449040757986,0.3285550951429394,7.812500000000004e-10
6,5,3,0.7277594016,0.2722343483999986,6.250000000000002e-06
8,5,4,0.7277594016,0.2722343483999986,6.250000000000002e-06
12,8,7,0.7277594016,0.2722343483999986,6.250000000000002e-06
2,1,1,0.7277594016,0.2661587183999986,0.00608188
4,3,3,0.7277594016,0.2661587183999986,0.00608188
5,4,4,0.7277594016,0.2661587183999986,0.00608188
15,11,11,0.7277594016,0.2661587183999986,0.00608188
14,6,5,0.7739254598993754,0.2260745244756131,1.5625000000000013e-08
3,1,1,0.7739254598993754,0.2168082318138935,0.0092663082867196
5,2,2,0.7739254598993754,0.2168082318138935,0.0092663082867196
12,5,5,0.7739254598993754,0.2168082318138935,0.0092663082867196
14,5,5,0.7739254598993754,0.2168082318138935,0.0092663082867196
