span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
6,6,1,0.1541276273102583,0.8458723719084886,7.812500000000004e-10
4,4,1,0.2865277233489499,0.7134719641510497,3.125000000000001e-07
5,5,2,0.39112435168125,0.60886939831875,6.250000000000002e-06
6,3,1,0.4021732054379678,0.5976770796954228,0.0001497148665995
11,6,2,0.4021732054379678,0.5976770796954228,0.0001497148665995
2,2,1,0.5342377250000001,0.465637275,0.000125
8,6,2,0.5808786327207919,0.4062886521510264,0.012832715128174
8,4,2,0.5937113322239659,0.405363439497589,0.0009252282784375
13,10,5,0.6971741074506491,0.2935734535149747,0.009252439034375
12,6,4,0.7064262339850241,0.2935734535149747,3.125000000000001e-07
13,9,5,0.7064262339850241,0.2935734535149747,3.125000000000001e-07
1,1,1,0.728175,0.269325,0.0025
2,2,2,0.728175,0.269325,0.0025
4,4,4,0.728175,0.269325,0.0025
7,7,7,0.728175,0.269325,0.0025
13,6,4,0.7889658240855918,0.1995136191541673,0.0115205567602281
14,5,4,0.80048638006457,0.1995136191541673,7.812500000000004e-10
6,5,4,0.8167221722625,0.1832715777375,6.250000000000002e-06
11,8,7,0.8167221722625,0.1832715777375,6.250000000000002e-06
13,9,7,0.8167221722625,0.1832715777375,6.250000000000002e-06
15,9,8,0.8167221722625,0.1832715777375,6.250000000000002e-06
2,1,1,0.8167221722625,0.1779350952375,0.0053427325
4,2,2,0.8167221722625,0.1779350952375,0.0053427325
7,6,6,0.8167221722625,0.1779350952375,0.0053427325
10,7,7,0.8167221722625,0.1779350952375,0.0053427325
14,6,5,0.8689354967578379,0.1310644876171536,1.5625000000000013e-08
3,1,1,0.8689354967578379,0.123911623233327,0.0071528800088265
