span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
4,4,1,0.0806458632144495,0.9193538242855488,3.125000000000001e-07
7,7,2,0.0806458632144495,0.9193538242855488,3.125000000000001e-07
5,4,1,0.1358876480307643,0.8565796858926107,0.0075326660766179
13,7,3,0.144417687082553,0.8555823121361898,7.812500000000004e-10
4,2,1,0.231100940854762,0.7680500943730401,0.0008489647721874
10,5,3,0.2319498900019495,0.7680500943730401,1.5625000000000013e-08
5,2,1,0.2712823974123041,0.7152583196870591,0.0134592829006199
2,2,1,0.2826397249999997,0.7172352749999997,0.000125
3,3,2,0.2826397249999997,0.7172352749999997,0.000125
7,7,6,0.2826397249999997,0.7172352749999997,0.000125
3,2,1,0.3542112364041483,0.6372989596239723,0.0084898039718734
7,6,3,0.3542112364041483,0.6372989596239723,0.0084898039718734
14,5,4,0.4076995384971142,0.5923004607216231,7.812500000000004e-10
1,1,1,0.5286749999999999,0.4688249999999998,0.0025
2,2,2,0.5286749999999999,0.4688249999999998,0.0025
8,6,5,0.5413609720124989,0.4586327779874979,6.250000000000002e-06
11,10,9,0.5413609720124989,0.4586327779874979,6.250000000000002e-06
13,8,7,0.5413609720124989,0.4586327779874979,6.250000000000002e-06
2,1,1,0.5413609720124989,0.4518883954874986,0.0067506324999993
6,3,3,0.5413609720124989,0.4518883954874986,0.0067506324999993
6,5,5,0.5413609720124989,0.4518883954874986,0.0067506324999993
7,4,4,0.5413609720124989,0.4518883954874986,0.0067506324999993
14,12,12,0.5413609720124989,0.4518883954874986,0.0067506324999993
12,5,4,0.5500408773175803,0.4499591070574117,1.5625000000000013e-08
3,1,1,0.5500408773175803,0.4385452808402107,0.011413841842201
5,2,2,0.5500408773175803,0.4385452808402107,0.011413841842201
9,3,3,0.5500408773175803,0.4385452808402107,0.011413841842201
12,4,4,0.5500408773175803,0.4385452808402107,0.011413841842201
