span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
13,7,1,0.0648396160002644,0.9351603839997294,0.0
9,7,1,0.1830354163060858,0.8169645836939116,0.0
12,7,2,0.3733617062707195,0.6266382937292796,0.0
14,9,3,0.4643802316799995,0.53561976832,0.0
2,2,1,0.5184,0.4816,0.0
4,4,3,0.5184,0.4816,0.0
5,5,4,0.5184,0.4816,0.0
9,9,8,0.5184,0.4816,0.0
4,2,1,0.5697257471999995,0.4302742528,0.0
10,5,3,0.5697257471999995,0.4302742528,0.0
6,4,2,0.6867763199999999,0.31322368,0.0
15,10,7,0.6867763199999999,0.31322368,0.0
5,2,1,0.6919265452031984,0.3080734547968,0.0
1,1,1,0.72,0.28,0.0
4,4,4,0.72,0.28,0.0
2,1,1,0.808704,0.191296,0.0
4,3,2,0.808704,0.191296,0.0
4,3,3,0.808704,0.191296,0.0
5,4,4,0.808704,0.191296,0.0
6,3,3,0.808704,0.191296,0.0
7,5,5,0.808704,0.191296,0.0
8,7,5,0.808704,0.191296,0.0
10,5,5,0.808704,0.191296,0.0
13,8,8,0.808704,0.191296,0.0
13,11,8,0.808704,0.191296,0.0
14,9,8,0.808704,0.191296,0.0
5,2,2,0.8623521792,0.1376478208,0.0
6,2,2,0.8623521792,0.1376478208,0.0
7,3,3,0.8623521792,0.1376478208,0.0
12,5,4,0.8623521792,0.1376478208,0.0
4,1,1,0.8984037556223995,0.1015962443776,0.0
8,2,2,0.8984037556223995,0.1015962443776,0.0
14,4,4,0.8984037556223995,0.1015962443776,0.0
6,1,1,0.9423036252548406,0.0576963747451377,0.0
