span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
13,13,4,0.6873703512766988,0.3126293362232977,3.125000000000001e-07
5,5,4,0.8285800249999998,0.1712949749999994,0.000125
6,6,4,0.8285800249999998,0.1712949749999994,0.000125
6,5,1,0.857313712430488,0.1253466348889219,0.0173396526805681
5,4,1,0.8926293731510441,0.0948347291319534,0.0125358977169905
1,1,1,0.907725,0.0897749999999998,0.0025
2,2,2,0.907725,0.0897749999999998,0.0025
8,7,2,0.9246864030715508,0.0753135813034417,1.5625000000000013e-08
13,7,4,0.9334517897376654,0.0665481946373273,1.5625000000000013e-08
14,7,4,0.9334517897376654,0.0665481946373273,1.5625000000000013e-08
12,11,5,0.952526892262398,0.0474727952375953,3.125000000000001e-07
14,11,5,0.952526892262398,0.0474727952375953,3.125000000000001e-07
3,2,1,0.952526892262398,0.0426803476344733,0.004792760103122
14,9,5,0.95731933986552,0.0426803476344733,3.125000000000001e-07
5,4,3,0.9751021200374989,0.0248916299624977,6.250000000000002e-06
9,7,6,0.9751021200374989,0.0248916299624977,6.250000000000002e-06
12,11,8,0.9751021200374989,0.0248916299624977,6.250000000000002e-06
15,14,11,0.9751021200374989,0.0248916299624977,6.250000000000002e-06
2,1,1,0.9751021200374989,0.0226741874624989,0.0022236924999988
5,3,3,0.9751021200374989,0.0226741874624989,0.0022236924999988
5,4,4,0.9751021200374989,0.0226741874624989,0.0022236924999988
10,7,7,0.9751021200374989,0.0226741874624989,0.0022236924999988
10,8,8,0.9751021200374989,0.0226741874624989,0.0022236924999988
11,9,9,0.9751021200374989,0.0226741874624989,0.0022236924999988
12,7,7,0.9751021200374989,0.0226741874624989,0.0022236924999988
12,4,3,0.9882744024904544,0.0117255967282872,7.812500000000004e-10
3,1,1,0.9924905508165104,0.0062663117326563,0.0012431374508265
6,2,2,0.9924905508165104,0.0062663117326563,0.0012431374508265
3,1,1,0.9924905508165105,0.006266311732656301,0.001243137450826561
