span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
6,6,1,0.0585746517029901,0.9414253475157552,7.812500000000004e-10
12,7,2,0.1913839716663041,0.8086160282946182,3.906250000000002e-11
3,3,1,0.2404852543499996,0.7595084956499994,6.250000000000002e-06
5,3,1,0.2695878688336916,0.7291212347421392,0.0012908964241575
2,2,1,0.3860306,0.6138443999999998,0.000125
4,4,3,0.3860306,0.6138443999999998,0.000125
11,11,6,0.3860306,0.6138443999999998,0.000125
6,3,2,0.5134526050723969,0.4865470824275981,3.125000000000001e-07
7,4,3,0.5134526050723969,0.4865470824275981,3.125000000000001e-07
1,1,1,0.6184499999999999,0.37905,0.0025
4,4,4,0.6184499999999999,0.37905,0.0025
4,3,2,0.6725580137999996,0.3274357361999996,6.250000000000002e-06
8,5,4,0.6725580137999996,0.3274357361999996,6.250000000000002e-06
11,7,6,0.6725580137999996,0.3274357361999996,6.250000000000002e-06
14,10,8,0.6725580137999996,0.3274357361999996,6.250000000000002e-06
2,1,1,0.6725580137999996,0.3210568661999996,0.0063851199999999
3,2,2,0.6725580137999996,0.3210568661999996,0.0063851199999999
10,8,8,0.6725580137999996,0.3210568661999996,0.0063851199999999
9,5,5,0.6725580137999996,0.3210568661999996,0.006385119999999999
3,1,1,0.7100884061321872,0.279699214686079,0.0102123791817202
6,2,2,0.7100884061321872,0.279699214686079,0.0102123791817202
11,5,5,0.7100884061321872,0.279699214686079,0.0102123791817202
