span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
14,14,1,0.0006193386212891,0.9993806613787102,0.0
7,4,1,0.0963108124624945,0.9036891875375034,0.0
9,3,1,0.1061606822597024,0.8938393177402881,0.0
11,8,2,0.1459446463978594,0.8540553536021392,0.0
12,7,2,0.1459446463978594,0.8540553536021392,0.0
6,6,2,0.2053789999999999,0.794621,0.0
9,8,2,0.2180519111949995,0.7819480888049993,0.0
4,2,1,0.3198983303999995,0.6801016695999997,0.0
11,8,3,0.3198983303999995,0.6801016695999997,0.0
2,2,1,0.3480999999999999,0.6518999999999999,0.0
3,3,2,0.3480999999999999,0.6518999999999999,0.0
5,5,4,0.3480999999999999,0.6518999999999999,0.0
7,2,1,0.3575237536975305,0.6424762463024601,0.0
6,3,2,0.4579951699999996,0.5420048299999997,0.0
13,5,4,0.5235911688099986,0.47640883119,0.0
1,1,1,0.59,0.41,0.0
2,2,2,0.59,0.41,0.0
5,4,3,0.6335419999999998,0.366458,0.0
6,3,3,0.6335419999999998,0.366458,0.0
7,5,5,0.6335419999999998,0.366458,0.0
7,6,5,0.6335419999999998,0.366458,0.0
11,10,7,0.6335419999999998,0.366458,0.0
12,10,10,0.6335419999999998,0.366458,0.0
13,10,10,0.6335419999999998,0.366458,0.0
14,10,10,0.6335419999999998,0.366458,0.0
15,9,8,0.6335419999999998,0.366458,0.0
3,1,1,0.6651404293999996,0.3348595706,0.0
6,2,2,0.6651404293999996,0.3348595706,0.0
4,1,1,0.6906192963061986,0.3093807036938,0.0
7,2,2,0.6906192963061986,0.3093807036938,0.0
10,3,3,0.6906192963061986,0.3093807036938,0.0
5,1,1,0.7121909789723265,0.2878090210276615,0.0
6,1,1,0.7309764631052731,0.2690235368946557,0.0
12,2,2,0.7309764631052731,0.2690235368946557,0.0
