span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
7,7,1,0.0083627963479612,0.9916372036129744,3.906250000000002e-11
12,12,2,0.0164487313964838,0.983551267822264,7.812500000000004e-10
3,3,1,0.1268695312499999,0.8731242187499999,6.250000000000002e-06
4,2,1,0.1911898749999981,0.8080063203124969,0.0008038046875
10,5,3,0.1919936640624981,0.8080063203124969,1.5625000000000013e-08
5,5,3,0.25175,0.7481249999999999,0.000125
8,8,7,0.25175,0.7481249999999999,0.000125
10,8,4,0.3084160156249984,0.6835457812499983,0.008038203125
13,10,6,0.3164539062499984,0.6835457812499983,3.125000000000001e-07
3,1,1,0.4942518427734338,0.4942518427734338,0.011496314453125
11,5,5,0.4942518427734338,0.4942518427734338,0.011496314453125
6,5,3,0.4966124999999998,0.5033812499999998,6.250000000000002e-06
6,5,4,0.4966124999999998,0.5033812499999998,6.250000000000002e-06
7,5,4,0.4966124999999998,0.5033812499999998,6.250000000000002e-06
7,6,4,0.4966124999999998,0.5033812499999998,6.250000000000002e-06
10,8,5,0.4966124999999998,0.5033812499999998,6.250000000000002e-06
11,9,7,0.4966124999999998,0.5033812499999998,6.250000000000002e-06
3,2,2,0.4966124999999998,0.4966124999999998,0.006775
4,2,2,0.4966124999999998,0.4966124999999998,0.006775
4,3,3,0.4966124999999998,0.4966124999999998,0.006775
6,4,4,0.4966124999999998,0.4966124999999998,0.006775
7,4,4,0.4966124999999998,0.4966124999999998,0.006775
1,1,1,0.49875,0.49875,0.0025
2,2,2,0.49875,0.49875,0.0025
5,5,5,0.49875,0.49875,0.0025
