span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
6,6,1,0.0207262746308457,0.9792737245879028,7.812500000000004e-10
6,6,1,0.02072627463084576,0.9792737245879028,7.812500000000004e-10
12,9,2,0.0792046814594602,0.920795318501462,3.906250000000002e-11
6,3,1,0.0801551564254244,0.9197486416158656,9.620195869450002e-05
5,4,1,0.1253654214552197,0.8675060155187907,0.0071285630259812
5,3,1,0.1324939836999509,0.8665439963224707,0.00096201997757
9,6,2,0.1324939836999509,0.8665439963224707,0.00096201997757
6,6,2,0.1425443916,0.8574493583999997,6.250000000000002e-06
15,15,7,0.1425443916,0.8574493583999997,6.250000000000002e-06
12,11,3,0.2090604494674785,0.7909395349075126,1.5625000000000013e-08
2,2,1,0.2721446,0.7277303999999999,0.000125
10,8,4,0.3386667326743989,0.652986923625598,0.0083463436999994
5,3,2,0.3470127638743983,0.652986923625598,3.125000000000001e-07
11,6,4,0.3470127638743983,0.652986923625598,3.125000000000001e-07
12,8,5,0.3470127638743983,0.652986923625598,3.125000000000001e-07
1,1,1,0.5186999999999999,0.4787999999999999,0.0025
2,2,2,0.5186999999999999,0.4787999999999999,0.0025
15,11,10,0.5264618268,0.4735319231999991,6.250000000000002e-06
2,1,1,0.5264618268,0.4667740031999995,0.0067641699999996
5,3,3,0.5264618268,0.4667740031999995,0.0067641699999996
12,11,11,0.5264618268,0.4667740031999995,0.0067641699999996
14,12,12,0.5264618268,0.4667740031999995,0.0067641699999996
3,1,1,0.5314843267858774,0.4570560499075143,0.0114596233065939
6,2,2,0.5314843267858774,0.4570560499075143,0.0114596233065939
7,3,3,0.5314843267858774,0.4570560499075143,0.0114596233065939
10,4,4,0.5314843267858774,0.4570560499075143,0.0114596233065939
