span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
13,13,3,0.5584059449000001,0.4415940550999997,0.0
13,13,6,0.7049690000000001,0.2950309999999997,0.0
2,2,1,0.7921,0.2078999999999998,0.0
13,13,10,0.7921,0.2078999999999998,0.0
5,3,1,0.8655292145950001,0.1344707854049986,0.0
1,1,1,0.89,0.1099999999999999,0.0
2,2,2,0.89,0.1099999999999999,0.0
7,4,2,0.9034882704,0.096511729599999,0.0
7,5,2,0.9034882704,0.096511729599999,0.0
10,5,3,0.9034882704,0.096511729599999,0.0
15,10,4,0.9034882704,0.096511729599999,0.0
7,3,1,0.9327503902769152,0.0672496097230766,0.0
3,2,1,0.9376087699999998,0.0623912299999994,0.0
11,6,5,0.9376087699999998,0.0623912299999994,0.0
11,7,5,0.9376087699999998,0.0623912299999994,0.0
11,10,5,0.9376087699999998,0.0623912299999994,0.0
15,8,7,0.9376087699999998,0.0623912299999994,0.0
6,2,1,0.9512718890284484,0.0487281109715446,0.0
2,1,1,0.9663619999999998,0.0336379999999997,0.0
6,3,3,0.9663619999999998,0.0336379999999997,0.0
6,4,3,0.9663619999999998,0.0336379999999997,0.0
6,5,4,0.9663619999999998,0.0336379999999997,0.0
7,5,4,0.9663619999999998,0.0336379999999997,0.0
8,5,5,0.9663619999999998,0.0336379999999997,0.0
10,7,7,0.9663619999999998,0.0336379999999997,0.0
10,8,5,0.9663619999999998,0.0336379999999997,0.0
12,9,9,0.9663619999999998,0.0336379999999997,0.0
12,10,8,0.9663619999999998,0.0336379999999997,0.0
12,11,11,0.9663619999999998,0.0336379999999997,0.0
9,3,2,0.9668798935943488,0.0331201064056466,0.0
8,3,2,0.9794063820099992,0.0205936179899981,0.0
3,1,1,0.9887895193999992,0.0112104805999991,0.0
5,2,2,0.9887895193999992,0.0112104805999991,0.0
6,2,2,0.9887895193999992,0.0112104805999991,0.0
12,5,5,0.9887895193999992,0.0112104805999991,0.0
5,1,1,0.9986161695450088,0.0013838304549868,0.0
6,1,1,0.999500019627564,0.000499980372429,0.0
