span,t_step,h_step,a_victory_rate,b_victory_rate,no_victory_rate
7,7,1,0.0409497842944396,0.9590502156664912,3.906250000000002e-11
5,5,2,0.2522139373687491,0.7477798126312493,6.250000000000002e-06
13,7,3,0.2880915419328828,0.7119084572858511,7.812500000000004e-10
14,8,3,0.2880915419328828,0.7119084572858511,7.812500000000004e-10
8,7,2,0.3832518145718464,0.6167481698031464,1.5625000000000013e-08
8,6,2,0.3832518145718464,0.6054447709448444,0.011303414483302
7,5,2,0.3945552134301484,0.6054447709448444,1.5625000000000013e-08
10,7,3,0.3945552134301484,0.6054447709448444,1.5625000000000013e-08
11,8,3,0.3945552134301484,0.6054447709448444,1.5625000000000013e-08
4,2,1,0.3945552134301484,0.604500460263282,0.0009443263065624
6,6,3,0.3985112249999997,0.6013637749999997,0.000125
11,9,4,0.5215054428548979,0.4784942446450957,3.125000000000001e-07
6,4,2,0.5215054428548979,0.4690511378294736,0.0094434193156221
9,6,3,0.5215054428548979,0.4690511378294736,0.0094434193156221
13,5,4,0.6112106988447975,0.3887893003739343,7.812500000000004e-10
1,1,1,0.6284249999999998,0.369075,0.0025
2,2,2,0.6284249999999998,0.369075,0.0025
4,3,2,0.6865968508874987,0.3133968991124991,6.250000000000002e-06
14,10,9,0.6865968508874987,0.3133968991124991,6.250000000000002e-06
2,1,1,0.6865968508874987,0.3070857166124991,0.0063174324999999
3,2,2,0.6865968508874987,0.3070857166124991,0.0063174324999999
6,3,3,0.6865968508874987,0.3070857166124991,0.0063174324999999
6,5,5,0.6865968508874987,0.3070857166124991,0.0063174324999999
8,4,4,0.6865968508874987,0.3070857166124991,0.0063174324999999
9,7,7,0.6865968508874987,0.3070857166124991,0.0063174324999999
13,12,12,0.6865968508874987,0.3070857166124991,0.0063174324999999
2,1,1,0.6865968508874987,0.3070857166124991,0.006317432499999999
3,1,1,0.7265949156695046,0.2634078676777851,0.009997216652701
6,2,2,0.7265949156695046,0.2634078676777851,0.009997216652701
