span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate
14,11,1,0.4476021914230691,0.5523978085769258,0.0
12,10,1,0.5262376202049014,0.473762379795095,0.0
8,8,2,0.59969536,0.40030464,0.0
8,7,1,0.7048836686188376,0.2951163313811611,0.0
15,11,2,0.7048836686188376,0.2951163313811611,0.0
13,9,2,0.7519630973206526,0.2480369026793467,0.0
2,2,1,0.7744,0.2256,0.0
5,5,3,0.7744,0.2256,0.0
10,10,9,0.7744,0.2256,0.0
5,3,1,0.84437106688,0.1556289331199997,0.0
5,4,1,0.84437106688,0.1556289331199997,0.0
13,11,3,0.84437106688,0.1556289331199997,0.0
1,1,1,0.88,0.12,0.0
2,2,2,0.88,0.12,0.0
6,6,6,0.88,0.12,0.0
15,12,4,0.8875491328,0.1124508671999997,0.0
14,5,2,0.916741097777003,0.0832589022229936,0.0
3,2,1,0.92680192,0.0731980799999997,0.0
7,4,3,0.92680192,0.0731980799999997,0.0
9,7,3,0.92680192,0.0731980799999997,0.0
6,2,1,0.9392108251119616,0.060789174888038,0.0
8,6,5,0.960256,0.039744,0.0
8,7,7,0.960256,0.039744,0.0
10,9,5,0.960256,0.039744,0.0
14,9,9,0.960256,0.039744,0.0
14,12,12,0.960256,0.039744,0.0
13,4,2,0.9760611779412878,0.0239388220587049,0.0
12,3,2,0.9841502797818726,0.0158497202181204,0.0
3,1,1,0.9856811007999999,0.0143188991999997,0.0
3,1,1,0.9856811008,0.0143188991999997,0.0
15,7,7,0.9856811008,0.0143188991999997,0.0
4,1,1,0.9946307362815996,0.0053692637183991,0.0
6,1,1,0.99919600920536,0.000803990794637,0.0
