p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_h_step,best_t_step,best_span,latest_p,latest_p_error,latest_h_step,latest_t_step,latest_span,candidates
0.5,0.55,frozen,2000,0.5005,0.0004999999999999449,2,2,34,0.5005,0.0004999999999999449,2,2,34, [-0.077500 1表 1裏 1目 1～3局 2000試] [-0.058500 1表 1裏 2目 2～7局 2000試] [-0.035000 1表 1裏 3目 3～12局 2000試] [-0.032000 1表 1裏 5目 5～21局 2000試] [-0.025000 1表 1裏 6目 6～25局 2000試] [-0.016500 4表 4裏 9目 2～12局 2000試] [-0.010000 2表 2裏 12目 6～25局 2000試] [-0.007000 1表 1裏 13目 13～56局 2000試] [-0.006500 1表 1裏 14目 14～61局 2000試] [-0.004000 1表 1裏 18目 18～78局 2000試] [-0.001500 1表 1裏 19目 19～83局 2000試] [-0.001000 3表 3裏 24目 8～34局 2000試] [0.000500 2表 2裏 34目 17～74局 2000試]
0.51,0.55,frozen,2000,0.5005,0.0004999999999999449,2,2,18,0.5005,0.0004999999999999449,2,2,18, [-0.065000 1表 1裏 1目 1～3局 2000試] [-0.035000 1表 1裏 2目 2～7局 2000試] [-0.028000 1表 1裏 3目 3～12局 2000試] [-0.021000 1表 1裏 4目 4～16局 2000試] [-0.006500 1表 1裏 5目 5～21局 2000試] [-0.001500 1表 1裏 7目 7～29局 2000試] [-0.001000 1表 1裏 8目 8～34局 2000試] [0.000500 2表 2裏 18目 9～38局 2000試]
0.52,0.55,frozen,2000,0.4995,-0.0005000000000000004,4,4,14,0.4995,-0.0005000000000000004,4,4,14, [-0.064500 1表 1裏 1目 1～3局 2000試] [-0.021000 1表 1裏 2目 2～7局 2000試] [0.020500 1表 1裏 4目 4～16局 2000試] [0.012000 1表 1裏 5目 5～21局 2000試] [-0.006500 2表 2裏 5目 3～12局 2000試] [-0.003000 2表 2裏 7目 4～16局 2000試] [0.001000 4表 5裏 12目 2～12局 2000試] [-0.000500 4表 4裏 14目 4～16局 2000試]
0.53,0.55,frozen,2000,0.4995,-0.0005000000000000004,7,9,10,0.4995,-0.0005000000000000004,7,9,10, [-0.057000 1表 1裏 1目 1～3局 2000試] [-0.007500 1表 1裏 2目 2～7局 2000試] [-0.005000 3表 3裏 5目 2～7局 2000試] [-0.001000 2表 2裏 6目 3～12局 2000試] [-0.000500 7表 9裏 10目 1～7局 2000試]
0.54,0.55,frozen,2000,0.5,0.0,3,3,4,0.5,0.0,3,3,4, [-0.033500 1表 1裏 1目 1～3局 2000試] [-0.015500 1表 1裏 2目 2～7局 2000試] [0.001000 2表 3裏 4目 1～7局 2000試] [0.000000 3表 3裏 4目 1～7局 2000試]
0.55,0.55,frozen,2000,0.5,0.0,2,2,4,0.5,0.0,2,2,4, [-0.059000 1表 1裏 1目 1～3局 2000試] [0.003000 1表 1裏 2目 2～7局 2000試] [0.000000 2表 2裏 4目 2～7局 2000試]
0.56,0.55,frozen,2000,0.5005,0.0004999999999999449,3,4,5,0.5005,0.0004999999999999449,3,4,5, [-0.032500 1表 1裏 1目 1～3局 2000試] [0.007000 1表 1裏 2目 2～7局 2000試] [0.000500 3表 4裏 5目 1～7局 2000試]
0.57,0.55,frozen,2000,0.4995,-0.0005000000000000004,5,7,22,0.4995,-0.0005000000000000004,5,7,22, [-0.009000 1表 1裏 1目 1～3局 2000試] [-0.003500 3表 4裏 12目 3～14局 2000試] [0.001000 4表 5裏 13目 3～14局 2000試] [-0.000500 5表 7裏 22目 3～18局 2000試]
0.58,0.55,frozen,2000,0.5005,0.0004999999999999449,7,9,25,0.5005,0.0004999999999999449,7,9,25, [-0.001500 1表 1裏 1目 1～3局 2000試] [-0.001000 2表 3裏 6目 2～9局 2000試] [0.000500 7表 9裏 25目 3～14局 2000試]
0.59,0.55,frozen,2000,0.5,0.0,5,8,18,0.5,0.0,5,8,18, [-0.019500 1表 1裏 1目 1～3局 2000試] [-0.017500 2表 2裏 2目 1～3局 2000試] [-0.008500 3表 3裏 3目 1～3局 2000試] [-0.005000 4表 4裏 4目 1～3局 2000試] [0.003000 7表 7裏 7目 1～3局 2000試] [-0.001000 4表 5裏 9目 2～9局 2000試] [0.000000 5表 8裏 18目 2～14局 2000試]
