p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_h_step,best_t_step,best_span,latest_p,latest_p_error,latest_h_step,latest_t_step,latest_span,candidates
0.5,0.35,alternating,2000,0.5,0.0,3,5,7,0.5,0.0,3,5,7, [-0.062000 1表 1裏 1目 1～2局 2000試] [-0.040000 1表 1裏 2目 2～5局 2000試] [-0.031000 1表 1裏 3目 3～8局 2000試] [-0.019000 1表 2裏 3目 2～8局 2000試] [-0.016000 1表 3裏 4目 2～11局 2000試] [-0.014000 1表 2裏 5目 3～14局 2000試] [-0.013500 1表 1裏 6目 6～17局 2000試] [-0.012000 2表 2裏 7目 4～11局 2000試] [-0.006500 2表 3裏 7目 3～11局 2000試] [0.000000 3表 5裏 7目 2～8局 2000試]
0.51,0.35,alternating,2000,0.5,0.0,6,7,16,0.5,0.0,6,7,16, [-0.062000 1表 1裏 1目 1～2局 2000試] [-0.052500 1表 1裏 2目 2～5局 2000試] [-0.049500 2表 2裏 2目 1～2局 2000試] [-0.022500 1表 2裏 3目 2～8局 2000試] [-0.015500 1表 3裏 4目 2～11局 2000試] [-0.006500 1表 4裏 5目 2～14局 2000試] [0.001500 1表 5裏 7目 3～20局 2000試] [0.000000 6表 7裏 16目 3～8局 2000試]
0.52,0.35,alternating,2000,0.5005,0.0004999999999999449,3,5,7,0.5005,0.0004999999999999449,3,5,7, [-0.067500 1表 1裏 1目 1～2局 2000試] [-0.054500 1表 1裏 2目 2～5局 2000試] [-0.051500 2表 2裏 2目 1～2局 2000試] [-0.042500 1表 1裏 3目 3～8局 2000試] [-0.011000 1表 2裏 3目 2～8局 2000試] [-0.007500 1表 3裏 7目 3～20局 2000試] [0.000500 3表 5裏 7目 2～8局 2000試]
0.53,0.35,alternating,2000,0.5,0.0,2,3,5,0.5,0.0,2,3,5, [-0.027500 1表 1裏 1目 1～2局 2000試] [-0.017500 1表 2裏 3目 2～8局 2000試] [-0.009000 1表 2裏 4目 3～11局 2000試] [0.007000 1表 3裏 5目 3～14局 2000試] [0.000000 2表 3裏 5目 2～8局 2000試]
0.54,0.35,alternating,2000,0.4995,-0.0005000000000000004,3,4,7,0.4995,-0.0005000000000000004,3,4,7, [-0.045500 1表 1裏 1目 1～2局 2000試] [-0.037000 1表 1裏 3目 3～8局 2000試] [-0.029500 1表 2裏 3目 2～8局 2000試] [0.009500 2表 2裏 3目 2～5局 2000試] [-0.009000 1表 2裏 4目 3～11局 2000試] [-0.008000 1表 2裏 5目 3～14局 2000試] [-0.005000 1表 1裏 6目 6～17局 2000試] [-0.001000 2表 3裏 7目 3～11局 2000試] [-0.000500 3表 4裏 7目 2～8局 2000試]
0.55,0.35,alternating,2000,0.4995,-0.0005000000000000004,1,6,8,0.4995,-0.0005000000000000004,1,6,8, [-0.061000 1表 1裏 1目 1～2局 2000試] [-0.044000 1表 1裏 2目 2～5局 2000試] [-0.021000 2表 2裏 2目 1～2局 2000試] [-0.020000 1表 1裏 4目 4～11局 2000試] [-0.015000 1表 3裏 4目 2～11局 2000試] [-0.011500 1表 3裏 5目 3～14局 2000試] [0.002000 1表 2裏 6目 4～17局 2000試] [-0.000500 1表 6裏 8目 3～24局 2000試]
0.56,0.35,alternating,2000,0.5,0.0,2,4,11,0.5,0.0,2,4,11, [-0.031500 1表 1裏 1目 1～2局 2000試] [-0.008500 1表 2裏 3目 2～8局 2000試] [0.003500 2表 4裏 6目 2～8局 2000試] [-0.002500 2表 4裏 7目 3～11局 2000試] [0.001000 3表 4裏 10目 3～11局 2000試] [0.000000 2表 4裏 11目 4～17局 2000試]
0.57,0.35,alternating,2000,0.5,0.0,1,1,8,0.5,0.0,1,1,8, [-0.031000 1表 1裏 1目 1～2局 2000試] [-0.024500 1表 2裏 3目 2～8局 2000試] [-0.017000 1表 2裏 4目 3～11局 2000試] [-0.013000 2表 3裏 4目 2～5局 2000試] [0.003000 1表 2裏 5目 3～14局 2000試] [0.000000 1表 1裏 8目 8～24局 2000試]
0.58,0.35,alternating,2000,0.5005,0.0004999999999999449,3,4,10,0.5005,0.0004999999999999449,3,4,10, [-0.037500 1表 1裏 1目 1～2局 2000試] [-0.013000 2表 2裏 2目 1～2局 2000試] [-0.009000 1表 3裏 4目 2～11局 2000試] [-0.007000 2表 3裏 5目 2～8局 2000試] [-0.001500 2表 3裏 8目 3～11局 2000試] [0.001500 2表 3裏 9目 4～14局 2000試] [0.000500 3表 4裏 10目 3～11局 2000試]
0.59,0.35,alternating,2000,0.5005,0.0004999999999999449,2,3,7,0.5005,0.0004999999999999449,2,3,7, [-0.020500 1表 1裏 1目 1～2局 2000試] [-0.016500 1表 1裏 4目 4～11局 2000試] [-0.013500 1表 2裏 4目 3～11局 2000試] [-0.009500 2表 2裏 4目 2～5局 2000試] [-0.007000 4表 4裏 4目 1～2局 2000試] [0.000500 2表 3裏 7目 3～11局 2000試]
0.6,0.35,alternating,2000,0.5,0.0,4,5,8,0.5,0.0,4,5,8, [-0.031000 1表 1裏 1目 1～2局 2000試] [-0.018500 1表 1裏 2目 2～5局 2000試] [-0.012500 2表 2裏 2目 1～2局 2000試] [-0.009000 1表 2裏 3目 2～8局 2000試] [-0.004000 1表 2裏 4目 3～11局 2000試] [-0.003500 1表 2裏 7目 5～20局 2000試] [-0.003000 1表 2裏 8目 5～24局 2000試] [0.002500 1表 3裏 8目 4～24局 2000試] [0.000000 4表 5裏 8目 2～5局 2000試]
0.61,0.35,alternating,2000,0.4995,-0.0005000000000000004,2,4,8,0.4995,-0.0005000000000000004,2,4,8, [-0.008500 1表 1裏 1目 1～2局 2000試] [-0.006000 2表 3裏 4目 2～5局 2000試] [-0.002500 3表 4裏 5目 2～5局 2000試] [0.002000 2表 3裏 7目 3～11局 2000試] [-0.000500 2表 4裏 8目 3～11局 2000試]
0.62,0.35,alternating,2000,0.4995,-0.0005000000000000004,2,2,7,0.4995,-0.0005000000000000004,2,2,7, [-0.010500 1表 1裏 1目 1～2局 2000試] [0.007000 2表 2裏 2目 1～2局 2000試] [-0.006500 1表 1裏 4目 4～11局 2000試] [-0.001500 1表 3裏 4目 2～11局 2000試] [-0.000500 2表 2裏 7目 4～11局 2000試]
0.63,0.35,alternating,2000,0.4995,-0.0005000000000000004,1,2,4,0.4995,-0.0005000000000000004,1,2,4, [-0.015500 1表 1裏 1目 1～2局 2000試] [0.002500 1表 1裏 2目 2～5局 2000試] [-0.000500 1表 2裏 4目 3～11局 2000試]
0.64,0.35,alternating,2000,0.4995,-0.0005000000000000004,3,3,3,0.4995,-0.0005000000000000004,3,3,3, [0.002000 1表 1裏 1目 1～2局 2000試] [-0.000500 3表 3裏 3目 1～2局 2000試]
0.65,0.35,alternating,2000,0.5005,0.0004999999999999449,1,3,7,0.5005,0.0004999999999999449,1,3,7, [0.008500 1表 1裏 1目 1～2局 2000試] [0.001000 3表 3裏 3目 1～2局 2000試] [0.000500 1表 3裏 7目 3～20局 2000試]
