p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_p_step,best_q_step,best_span,latest_p,latest_p_error,latest_p_step,latest_q_step,latest_span,candidates
0.8,0.1,alternating,2000,0.4995,-0.0005000000000000004,1,9,11,0.4995,-0.0005000000000000004,1,9,11, [0.223500 1表 1裏 1目 1～2局 2000試] [0.127000 1表 1裏 2目 2～4局 2000試] [0.096000 1表 2裏 2目 1～4局 2000試] [0.041500 1表 1裏 3目 3～6局 2000試] [0.031000 1表 3裏 3目 1～6局 2000試] [0.022500 1表 1裏 4目 4～8局 2000試] [0.009000 1表 3裏 4目 2～8局 2000試] [-0.001000 1表 3裏 7目 3～15局 2000試] [-0.000500 1表 9裏 11目 3～24局 2000試]
0.81,0.1,alternating,2000,0.4995,-0.0005000000000000004,2,8,8,0.4995,-0.0005000000000000004,2,8,8, [0.267000 1表 1裏 1目 1～2局 2000試] [0.148500 1表 1裏 2目 2～4局 2000試] [0.106000 1表 2裏 2目 1～4局 2000試] [0.056500 1表 1裏 3目 3～6局 2000試] [0.037000 1表 3裏 3目 1～6局 2000試] [0.021500 1表 1裏 4目 4～8局 2000試] [0.008500 1表 4裏 4目 1～8局 2000試] [-0.007000 1表 1裏 5目 5～10局 2000試] [0.005500 1表 2裏 7目 5～15局 2000試] [-0.000500 2表 8裏 8目 1～8局 2000試]
0.82,0.1,alternating,2000,0.5005,0.0004999999999999449,2,7,9,0.5005,0.0004999999999999449,2,7,9, [0.269500 1表 1裏 1目 1～2局 2000試] [0.130000 1表 1裏 2目 2～4局 2000試] [0.120000 1表 2裏 2目 1～4局 2000試] [0.071500 1表 1裏 3目 3～6局 2000試] [0.066000 1表 2裏 3目 2～6局 2000試] [0.051000 1表 3裏 3目 1～6局 2000試] [0.045000 1表 1裏 4目 4～8局 2000試] [0.033000 1表 2裏 4目 3～8局 2000試] [0.007500 1表 3裏 4目 2～8局 2000試] [-0.002500 1表 1裏 5目 5～10局 2000試] [0.002500 1表 2裏 8目 5～17局 2000試] [0.000500 2表 7裏 9目 2～10局 2000試]
0.83,0.1,alternating,2000,0.5005,0.0004999999999999449,2,2,9,0.5005,0.0004999999999999449,2,2,9, [0.270500 1表 1裏 1目 1～2局 2000試] [0.157500 1表 1裏 2目 2～4局 2000試] [0.137000 1表 2裏 2目 1～4局 2000試] [0.080500 1表 1裏 3目 3～6局 2000試] [0.067000 1表 2裏 3目 2～6局 2000試] [0.023000 1表 3裏 3目 1～6局 2000試] [0.013500 1表 3裏 4目 2～8局 2000試] [-0.005500 1表 4裏 4目 1～8局 2000試] [-0.001000 1表 4裏 5目 2～10局 2000試] [0.000500 2表 2裏 9目 5～10局 2000試]
0.84,0.1,alternating,2000,0.5,0.0,2,10,11,0.5,0.0,2,10,11, [0.277500 1表 1裏 1目 1～2局 2000試] [0.148000 1表 1裏 2目 2～4局 2000試] [0.141000 1表 2裏 2目 1～4局 2000試] [0.073500 1表 1裏 3目 3～6局 2000試] [0.066000 1表 2裏 3目 2～6局 2000試] [0.059500 1表 3裏 3目 1～6局 2000試] [0.029000 1表 1裏 4目 4～8局 2000試] [0.028500 1表 3裏 4目 2～8局 2000試] [0.015000 1表 4裏 4目 1～8局 2000試] [-0.013500 1表 5裏 5目 1～10局 2000試] [0.009500 1表 5裏 6目 2～13局 2000試] [0.002000 1表 6裏 6目 1～13局 2000試] [-0.001500 1表 8裏 9目 2～19局 2000試] [0.001500 1表 4裏 10目 4～22局 2000試] [0.000000 2表 10裏 11目 2～13局 2000試]
0.85,0.1,alternating,2000,0.5,0.0,1,4,11,0.5,0.0,1,4,11, [0.273000 1表 1裏 1目 1～2局 2000試] [0.158500 1表 1裏 2目 2～4局 2000試] [0.150000 1表 2裏 2目 1～4局 2000試] [0.096000 1表 1裏 3目 3～6局 2000試] [0.069500 1表 3裏 3目 1～6局 2000試] [0.048000 1表 1裏 4目 4～8局 2000試] [0.040500 1表 2裏 4目 3～8局 2000試] [0.020000 1表 3裏 4目 2～8局 2000試] [0.006500 1表 1裏 5目 5～10局 2000試] [-0.003000 1表 5裏 5目 1～10局 2000試] [-0.002500 1表 6裏 8目 3～17局 2000試] [0.001500 2表 5裏 9目 3～10局 2000試] [0.000000 1表 4裏 11目 5～24局 2000試]
0.86,0.1,alternating,2000,0.5005,0.0004999999999999449,1,12,14,0.5005,0.0004999999999999449,1,12,14, [0.295500 1表 1裏 1目 1～2局 2000試] [0.169000 1表 1裏 2目 2～4局 2000試] [0.141000 1表 2裏 2目 1～4局 2000試] [0.093500 1表 1裏 3目 3～6局 2000試] [0.073000 1表 3裏 3目 1～6局 2000試] [0.069000 1表 1裏 4目 4～8局 2000試] [0.054000 1表 2裏 4目 3～8局 2000試] [0.053500 1表 3裏 4目 2～8局 2000試] [0.023500 1表 4裏 4目 1～8局 2000試] [0.021500 1表 1裏 5目 5～10局 2000試] [0.016000 1表 4裏 5目 2～10局 2000試] [0.001000 1表 5裏 5目 1～10局 2000試] [0.000500 1表 12裏 14目 3～30局 2000試]
0.87,0.1,alternating,2000,0.4995,-0.0005000000000000004,1,6,6,0.4995,-0.0005000000000000004,1,6,6, [0.302000 1表 1裏 1目 1～2局 2000試] [0.160000 1表 1裏 2目 2～4局 2000試] [0.147000 1表 2裏 2目 1～4局 2000試] [0.094500 1表 1裏 3目 3～6局 2000試] [0.093500 1表 2裏 3目 2～6局 2000試] [0.063500 1表 1裏 4目 4～8局 2000試] [0.057500 1表 3裏 4目 2～8局 2000試] [0.025500 1表 4裏 4目 1～8局 2000試] [0.004000 1表 1裏 5目 5～10局 2000試] [0.001500 1表 5裏 5目 1～10局 2000試] [-0.000500 1表 6裏 6目 1～13局 2000試]
0.88,0.1,alternating,2000,0.5005,0.0004999999999999449,1,8,13,0.5005,0.0004999999999999449,1,8,13, [0.317000 1表 1裏 1目 1～2局 2000試] [0.181500 1表 1裏 2目 2～4局 2000試] [0.171500 1表 2裏 2目 1～4局 2000試] [0.104000 1表 1裏 3目 3～6局 2000試] [0.088000 1表 2裏 3目 2～6局 2000試] [0.074500 1表 3裏 3目 1～6局 2000試] [0.058500 1表 1裏 4目 4～8局 2000試] [0.036500 1表 4裏 4目 1～8局 2000試] [0.035500 1表 1裏 5目 5～10局 2000試] [0.032000 1表 3裏 5目 3～10局 2000試] [0.005500 1表 5裏 5目 1～10局 2000試] [0.003500 1表 7裏 7目 1～15局 2000試] [-0.003000 1表 8裏 9目 2～19局 2000試] [0.002000 2表 8裏 9目 2～10局 2000試] [0.001500 2表 9裏 9目 1～10局 2000試] [0.000500 1表 8裏 13目 3～28局 2000試]
0.89,0.1,alternating,2000,0.4995,-0.0005000000000000004,1,11,13,0.4995,-0.0005000000000000004,1,11,13, [0.312500 1表 1裏 1目 1～2局 2000試] [0.202000 1表 1裏 2目 2～4局 2000試] [0.192000 1表 2裏 2目 1～4局 2000試] [0.114500 1表 1裏 3目 3～6局 2000試] [0.104000 1表 2裏 3目 2～6局 2000試] [0.077000 1表 1裏 4目 4～8局 2000試] [0.052500 1表 2裏 4目 3～8局 2000試] [0.048500 1表 4裏 4目 1～8局 2000試] [0.033500 1表 1裏 5目 5～10局 2000試] [0.032000 1表 4裏 5目 2～10局 2000試] [0.017000 1表 5裏 5目 1～10局 2000試] [0.014500 1表 4裏 7目 3～15局 2000試] [0.011000 1表 6裏 7目 2～15局 2000試] [0.009500 1表 8裏 8目 1～17局 2000試] [0.008500 2表 8裏 10目 2～10局 2000試] [-0.003500 1表 11裏 11目 1～24局 2000試] [-0.002000 1表 4裏 13目 5～28局 2000試] [-0.000500 1表 11裏 13目 3～28局 2000試]
0.9,0.1,alternating,2000,0.4995,-0.0005000000000000004,1,7,8,0.4995,-0.0005000000000000004,1,7,8, [0.319500 1表 1裏 1目 1～2局 2000試] [0.196000 1表 1裏 2目 2～4局 2000試] [0.183000 1表 2裏 2目 1～4局 2000試] [0.106500 1表 1裏 3目 3～6局 2000試] [0.101500 1表 3裏 3目 1～6局 2000試] [0.051500 1表 1裏 4目 4～8局 2000試] [0.023000 1表 1裏 5目 5～10局 2000試] [0.012000 1表 7裏 7目 1～15局 2000試] [-0.000500 1表 7裏 8目 2～17局 2000試]
0.91,0.1,alternating,2000,0.5005,0.0004999999999999449,1,5,14,0.5005,0.0004999999999999449,1,5,14, [0.316500 1表 1裏 1目 1～2局 2000試] [0.207000 1表 1裏 2目 2～4局 2000試] [0.197500 1表 2裏 2目 1～4局 2000試] [0.126000 1表 1裏 3目 3～6局 2000試] [0.096000 1表 3裏 3目 1～6局 2000試] [0.089500 1表 1裏 4目 4～8局 2000試] [0.067500 1表 2裏 4目 3～8局 2000試] [0.056000 1表 4裏 4目 1～8局 2000試] [0.031000 1表 1裏 5目 5～10局 2000試] [0.023500 1表 7裏 7目 1～15局 2000試] [0.018500 1表 5裏 8目 3～17局 2000試] [0.017000 1表 8裏 8目 1～17局 2000試] [0.013000 1表 8裏 9目 2～19局 2000試] [-0.007500 1表 9裏 10目 2～22局 2000試] [-0.002000 1表 1裏 11目 11～24局 2000試] [0.001000 1表 9裏 12目 3～26局 2000試] [0.000500 1表 5裏 14目 5～30局 2000試]
0.92,0.1,alternating,2000,0.5005,0.0004999999999999449,1,14,15,0.5005,0.0004999999999999449,1,14,15, [0.333500 1表 1裏 1目 1～2局 2000試] [0.232500 1表 1裏 2目 2～4局 2000試] [0.210000 1表 2裏 2目 1～4局 2000試] [0.131500 1表 1裏 3目 3～6局 2000試] [0.122000 1表 2裏 3目 2～6局 2000試] [0.073500 1表 1裏 4目 4～8局 2000試] [0.053500 1表 1裏 5目 5～10局 2000試] [0.049500 1表 2裏 5目 3～10局 2000試] [0.027000 1表 5裏 5目 1～10局 2000試] [0.010000 1表 8裏 8目 1～17局 2000試] [-0.004000 1表 10裏 10目 1～22局 2000試] [-0.002000 1表 5裏 12目 4～26局 2000試] [0.001000 1表 9裏 12目 3～26局 2000試] [0.000500 1表 14裏 15目 2～33局 2000試]
0.93,0.1,alternating,2000,0.4995,-0.0005000000000000004,1,7,10,0.4995,-0.0005000000000000004,1,7,10, [0.358000 1表 1裏 1目 1～2局 2000試] [0.222500 1表 1裏 2目 2～4局 2000試] [0.141500 1表 1裏 3目 3～6局 2000試] [0.087000 1表 1裏 4目 4～8局 2000試] [0.028500 1表 1裏 5目 5～10局 2000試] [0.020000 1表 8裏 9目 2～19局 2000試] [-0.000500 1表 7裏 10目 3～22局 2000試]
0.94,0.1,alternating,2000,0.5005,0.0004999999999999449,1,13,13,0.5005,0.0004999999999999449,1,13,13, [0.356500 1表 1裏 1目 1～2局 2000試] [0.243000 1表 1裏 2目 2～4局 2000試] [0.169000 1表 1裏 3目 3～6局 2000試] [0.156500 1表 2裏 3目 2～6局 2000試] [0.097000 1表 1裏 4目 4～8局 2000試] [0.053000 1表 1裏 5目 5～10局 2000試] [0.045000 1表 5裏 5目 1～10局 2000試] [0.030000 1表 6裏 9目 3～19局 2000試] [0.017500 1表 8裏 9目 2～19局 2000試] [0.011500 1表 10裏 10目 1～22局 2000試] [0.006000 1表 7裏 11目 3～24局 2000試] [-0.004500 1表 10裏 11目 2～24局 2000試] [0.003500 1表 8裏 12目 3～26局 2000試] [-0.001500 1表 10裏 12目 3～26局 2000試] [0.000500 1表 13裏 13目 1～28局 2000試]
0.95,0.1,alternating,2000,0.5,0.0,1,12,14,0.5,0.0,1,12,14, [0.354000 1表 1裏 1目 1～2局 2000試] [0.237000 1表 1裏 2目 2～4局 2000試] [0.180000 1表 1裏 3目 3～6局 2000試] [0.169000 1表 2裏 3目 2～6局 2000試] [0.156000 1表 3裏 3目 1～6局 2000試] [0.114500 1表 1裏 4目 4～8局 2000試] [0.106000 1表 2裏 4目 3～8局 2000試] [0.104000 1表 3裏 4目 2～8局 2000試] [0.091500 1表 4裏 4目 1～8局 2000試] [0.077500 1表 1裏 5目 5～10局 2000試] [0.068500 1表 3裏 5目 3～10局 2000試] [0.063500 1表 4裏 5目 2～10局 2000試] [0.056500 1表 8裏 8目 1～17局 2000試] [0.056000 1表 2裏 9目 6～19局 2000試] [0.047000 1表 3裏 9目 5～19局 2000試] [0.030000 1表 8裏 9目 2～19局 2000試] [0.026500 1表 6裏 10目 3～22局 2000試] [0.025000 1表 10裏 10目 1～22局 2000試] [0.015500 1表 10裏 11目 2～24局 2000試] [0.015000 1表 1裏 12目 12～26局 2000試] [0.012000 1表 2裏 12目 8～26局 2000試] [0.010500 1表 4裏 12目 5～26局 2000試] [-0.002000 1表 6裏 12目 3～26局 2000試] [0.000000 1表 12裏 14目 3～30局 2000試]
