p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_h_step,best_t_step,best_span,latest_p,latest_p_error,latest_h_step,latest_t_step,latest_span,candidates
0.5,0.9,frozen,2000,0.5005,0.0004999999999999449,2,2,35,0.5005,0.0004999999999999449,2,2,35, [-0.138000 1表 1裏 1目 1～11局 2000試] [-0.085000 1表 1裏 2目 2～31局 2000試] [-0.050500 1表 1裏 3目 3～51局 2000試] [-0.045500 1表 1裏 4目 4～71局 2000試] [-0.034000 1表 1裏 5目 5～91局 2000試] [-0.031500 1表 1裏 7目 7～131局 2000試] [-0.029000 2表 2裏 8目 4～71局 2000試] [-0.027500 1表 1裏 11目 11～211局 2000試] [-0.015000 1表 1裏 12目 12～231局 2000試] [-0.013500 1表 1裏 13目 13～251局 2000試] [0.006000 1表 1裏 14目 14～271局 2000試] [-0.002000 2表 2裏 18目 9～171局 2000試] [0.000500 2表 2裏 35目 18～351局 2000試]
0.51,0.9,frozen,2000,0.5,0.0,1,1,5,0.5,0.0,1,1,5, [-0.163000 1表 1裏 1目 1～11局 2000試] [-0.039500 1表 1裏 2目 2～31局 2000試] [0.007000 1表 1裏 4目 4～71局 2000試] [0.000000 1表 1裏 5目 5～91局 2000試]
0.52,0.9,frozen,2000,0.4995,-0.0005,3,3,14,0.4995,-0.0005,3,3,14, [-0.119000 1表 1裏 1目 1～11局 2000試] [-0.057000 1表 1裏 2目 2～31局 2000試] [-0.019000 1表 1裏 3目 3～51局 2000試] [-0.004000 1表 1裏 4目 4～71局 2000試] [-0.001000 1表 1裏 6目 6～111局 2000試] [-0.000500 3表 3裏 14目 5～91局 2000試]
0.53,0.9,frozen,2000,0.5005,0.0004999999999999,5,5,14,0.5005,0.0004999999999999,5,5,14, [-0.117500 1表 1裏 1目 1～11局 2000試] [-0.028000 1表 1裏 2目 2～31局 2000試] [0.005500 1表 1裏 3目 3～51局 2000試] [-0.003000 2表 2裏 7目 4～71局 2000試] [-0.001000 4表 4裏 12目 3～51局 2000試] [0.000500 5表 5裏 14目 3～51局 2000試]
0.54,0.9,frozen,2000,0.4995,-0.0005,4,4,7,0.4995,-0.0005,4,4,7, [-0.125000 1表 1裏 1目 1～11局 2000試] [-0.014000 1表 1裏 2目 2～31局 2000試] [0.004500 1表 1裏 3目 3～51局 2000試] [-0.000500 4表 4裏 7目 2～31局 2000試]
0.55,0.9,frozen,2000,0.5005,0.0004999999999999,9,9,12,0.5005,0.0004999999999999,9,9,12, [-0.111000 1表 1裏 1目 1～11局 2000試] [-0.025000 1表 1裏 2目 2～31局 2000試] [-0.005000 2表 2裏 3目 2～31局 2000試] [0.002500 3表 5裏 6目 1～31局 2000試] [-0.001500 4表 5裏 7目 1～31局 2000試] [-0.001000 6表 6裏 7目 1～31局 2000試] [0.000500 9表 9裏 12目 1～31局 2000試]
0.56,0.9,frozen,2000,0.5,0.0,3,3,5,0.5,0.0,3,3,5, [-0.122000 1表 1裏 1目 1～11局 2000試] [-0.012000 1表 1裏 2目 2～31局 2000試] [-0.008500 2表 2裏 3目 2～31局 2000試] [0.000000 3表 3裏 5目 2～31局 2000試]
0.57,0.9,frozen,2000,0.5005,0.0004999999999999,3,3,5,0.5005,0.0004999999999999,3,3,5, [-0.110000 1表 1裏 1目 1～11局 2000試] [0.016500 1表 1裏 2目 2～31局 2000試] [0.010500 2表 2裏 3目 2～31局 2000試] [0.009500 2表 2裏 4目 2～31局 2000試] [0.005500 2表 3裏 4目 1～31局 2000試] [0.000500 3表 3裏 5目 2～31局 2000試]
0.58,0.9,frozen,2000,0.5005,0.0004999999999999449,7,12,18,0.5005,0.0004999999999999449,7,12,18, [-0.087000 1表 1裏 1目 1～11局 2000試] [0.029000 1表 1裏 2目 2～31局 2000試] [0.028500 2表 2裏 4目 2～31局 2000試] [0.019000 2表 3裏 4目 1～31局 2000試] [0.017500 3表 3裏 6目 2～31局 2000試] [0.017000 4表 4裏 6目 2～31局 2000試] [-0.009000 3表 4裏 7目 2～41局 2000試] [-0.003000 7表 7裏 9目 1～31局 2000試] [-0.002500 11表 11裏 12目 1～31局 2000試] [0.001500 7表 11裏 14目 1～31局 2000試] [0.000500 7表 12裏 18目 2～41局 2000試]
0.59,0.9,frozen,2000,0.4995,-0.0005,7,11,15,0.4995,-0.0005,7,11,15, [-0.099000 1表 1裏 1目 1～11局 2000試] [0.040000 1表 1裏 2目 2～31局 2000試] [-0.025500 2表 3裏 5目 2～41局 2000試] [-0.005500 2表 3裏 7目 2～61局 2000試] [-0.003500 4表 6裏 13目 2～61局 2000試] [0.001500 4表 6裏 15目 3～61局 2000試] [-0.000500 7表 11裏 15目 1～41局 2000試]
