p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_h_step,best_t_step,best_span,latest_p,latest_p_error,latest_h_step,latest_t_step,latest_span,candidates
0.5,0.15,alternating,2000,0.5005,0.0004999999999999449,2,2,8,0.5005,0.0004999999999999449,2,2,8, [-0.025500 1表 1裏 1目 1～2局 2000試] [-0.011000 2表 2裏 2目 1～2局 2000試] [-0.003500 4表 4裏 4目 1～2局 2000試] [-0.001000 2表 3裏 7目 3～9局 2000試] [0.000500 2表 2裏 8目 4～9局 2000試]
0.51,0.15,alternating,2000,0.5005,0.0004999999999999449,7,7,7,0.5005,0.0004999999999999449,7,7,7, [0.008500 1表 1裏 1目 1～2局 2000試] [0.006500 3表 3裏 3目 1～2局 2000試] [-0.005000 2表 4裏 5目 2～6局 2000試] [-0.003000 3表 4裏 6目 2～4局 2000試] [0.001000 6表 6裏 6目 1～2局 2000試] [0.000500 7表 7裏 7目 1～2局 2000試]
0.52,0.15,alternating,2000,0.5,0.0,2,3,9,0.5,0.0,2,3,9, [0.011000 1表 1裏 1目 1～2局 2000試] [-0.006500 2表 2裏 3目 2～4局 2000試] [-0.001500 1表 1裏 4目 4～9局 2000試] [0.000000 2表 3裏 9目 4～11局 2000試]
0.53,0.15,alternating,2000,0.4995,-0.0005000000000000004,5,5,5,0.4995,-0.0005000000000000004,5,5,5, [-0.006500 1表 1裏 1目 1～2局 2000試] [0.006000 2表 2裏 2目 1～2局 2000試] [-0.003000 1表 1裏 4目 4～9局 2000試] [0.001000 3表 4裏 5目 2～4局 2000試] [-0.000500 5表 5裏 5目 1～2局 2000試]
0.54,0.15,alternating,2000,0.5005,0.0004999999999999449,1,1,5,0.5005,0.0004999999999999449,1,1,5, [0.009000 1表 1裏 1目 1～2局 2000試] [-0.003500 1表 1裏 2目 2～4局 2000試] [0.000500 1表 1裏 5目 5～11局 2000試]
0.55,0.15,alternating,2000,0.4995,-0.0005000000000000004,1,2,9,0.4995,-0.0005000000000000004,1,2,9, [0.022500 1表 1裏 1目 1～2局 2000試] [0.020500 2表 2裏 2目 1～2局 2000試] [-0.011000 1表 1裏 3目 3～6局 2000試] [0.004000 1表 2裏 3目 2～6局 2000試] [0.001000 4表 4裏 5目 2～4局 2000試] [-0.000500 1表 2裏 9目 6～20局 2000試]
0.56,0.15,alternating,2000,0.5005,0.0004999999999999449,3,4,5,0.5005,0.0004999999999999449,3,4,5, [0.010000 1表 1裏 1目 1～2局 2000試] [-0.009500 1表 1裏 2目 2～4局 2000試] [-0.001500 2表 3裏 4目 2～4局 2000試] [0.000500 3表 4裏 5目 2～4局 2000試]
0.57,0.15,alternating,2000,0.5005,0.0004999999999999449,3,3,5,0.5005,0.0004999999999999449,3,3,5, [0.042500 1表 1裏 1目 1～2局 2000試] [-0.001000 1表 1裏 2目 2～4局 2000試] [0.000500 3表 3裏 5目 2～4局 2000試]
0.58,0.15,alternating,2000,0.4995,-0.0005000000000000004,2,3,7,0.4995,-0.0005000000000000004,2,3,7, [0.026000 1表 1裏 1目 1～2局 2000試] [-0.008000 1表 1裏 2目 2～4局 2000試] [-0.003500 1表 1裏 3目 3～6局 2000試] [0.001000 3表 3裏 6目 2～4局 2000試] [-0.000500 2表 3裏 7目 3～9局 2000試]
0.59,0.15,alternating,2000,0.5,0.0,4,4,7,0.5,0.0,4,4,7, [0.069000 1表 1裏 1目 1～2局 2000試] [0.005000 1表 1裏 2目 2～4局 2000試] [0.002000 2表 2裏 3目 2～4局 2000試] [0.000000 4表 4裏 7目 2～4局 2000試]
