p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_h_step,best_t_step,best_span,latest_p,latest_p_error,latest_h_step,latest_t_step,latest_span,candidates
0.5,0.85,frozen,2000,0.5005,0.0004999999999999449,1,1,39,0.5005,0.0004999999999999449,1,1,39, [-0.181000 1表 1裏 1目 1～7局 2000試] [-0.050000 1表 1裏 2目 2～20局 2000試] [-0.047000 1表 1裏 5目 5～60局 2000試] [-0.031000 1表 1裏 6目 6～74局 2000試] [-0.024500 1表 1裏 7目 7～87局 2000試] [-0.024000 2表 2裏 9目 5～60局 2000試] [-0.013500 1表 1裏 11目 11～140局 2000試] [-0.007500 1表 1裏 13目 13～167局 2000試] [-0.005000 1表 1裏 23目 23～300局 2000試] [0.002000 1表 1裏 25目 25～327局 2000試] [0.000500 1表 1裏 39目 39～514局 2000試]
0.51,0.85,frozen,2000,0.4995,-0.0005000000000000004,1,1,9,0.4995,-0.0005000000000000004,1,1,9, [-0.154000 1表 1裏 1目 1～7局 2000試] [-0.054500 1表 1裏 2目 2～20局 2000試] [-0.043000 1表 1裏 3目 3～34局 2000試] [-0.014000 1表 1裏 4目 4～47局 2000試] [-0.011000 1表 1裏 6目 6～74局 2000試] [-0.002500 1表 1裏 7目 7～87局 2000試] [-0.000500 1表 1裏 9目 9～114局 2000試]
0.52,0.85,frozen,2000,0.5005,0.0004999999999999449,1,1,5,0.5005,0.0004999999999999449,1,1,5, [-0.157000 1表 1裏 1目 1～7局 2000試] [-0.043500 1表 1裏 2目 2～20局 2000試] [-0.016500 1表 1裏 3目 3～34局 2000試] [0.000500 1表 1裏 5目 5～60局 2000試]
0.53,0.85,frozen,2000,0.4995,-0.0005000000000000004,4,4,15,0.4995,-0.0005000000000000004,4,4,15, [-0.146500 1表 1裏 1目 1～7局 2000試] [-0.043500 1表 1裏 2目 2～20局 2000試] [0.016500 1表 1裏 3目 3～34局 2000試] [0.011000 1表 1裏 4目 4～47局 2000試] [0.006000 2表 2裏 5目 3～34局 2000試] [0.004000 3表 3裏 8目 3～34局 2000試] [-0.001000 5表 5裏 13目 3～34局 2000試] [-0.000500 4表 4裏 15目 4～47局 2000試]
0.54,0.85,frozen,2000,0.5,0.0,4,4,10,0.5,0.0,4,4,10, [-0.141000 1表 1裏 1目 1～7局 2000試] [-0.025000 1表 1裏 2目 2～20局 2000試] [0.011000 1表 1裏 3目 3～34局 2000試] [-0.004000 2表 2裏 5目 3～34局 2000試] [-0.002000 4表 4裏 7目 2～20局 2000試] [0.000000 4表 4裏 10目 3～34局 2000試]
0.55,0.85,frozen,2000,0.4995,-0.0005000000000000004,5,5,8,0.4995,-0.0005000000000000004,5,5,8, [-0.117000 1表 1裏 1目 1～7局 2000試] [-0.034000 1表 1裏 2目 2～20局 2000試] [-0.006000 2表 2裏 3目 2～20局 2000試] [-0.005500 4表 4裏 5目 1～20局 2000試] [0.001000 5表 5裏 6目 1～20局 2000試] [-0.000500 5表 5裏 8目 2～20局 2000試]
0.56,0.85,frozen,2000,0.5005,0.0004999999999999449,2,2,3,0.5005,0.0004999999999999449,2,2,3, [-0.123500 1表 1裏 1目 1～7局 2000試] [-0.019500 1表 1裏 2目 2～20局 2000試] [0.000500 2表 2裏 3目 2～20局 2000試]
0.57,0.85,frozen,2000,0.4995,-0.0005000000000000004,5,6,7,0.4995,-0.0005000000000000004,5,6,7, [-0.124500 1表 1裏 1目 1～7局 2000試] [0.009500 1表 1裏 2目 2～20局 2000試] [-0.002000 3表 4裏 6目 2～20局 2000試] [0.001500 4表 4裏 6目 2～20局 2000試] [0.001000 3表 5裏 6目 1～20局 2000試] [-0.000500 5表 6裏 7目 1～20局 2000試]
0.58,0.85,frozen,2000,0.5005,0.0004999999999999449,9,9,17,0.5005,0.0004999999999999449,9,9,17, [-0.115000 1表 1裏 1目 1～7局 2000試] [0.028000 1表 1裏 2目 2～20局 2000試] [0.015500 2表 2裏 3目 2～20局 2000試] [0.014000 3表 3裏 6目 2～20局 2000試] [0.011500 3表 4裏 6目 2～20局 2000試] [-0.006000 2表 3裏 10目 3～54局 2000試] [0.002000 5表 5裏 10目 2～20局 2000試] [0.001500 8表 8裏 11目 1～20局 2000試] [0.001000 12表 14裏 16目 1～20局 2000試] [0.000500 9表 9裏 17目 2～20局 2000試]
0.59,0.85,frozen,2000,0.4995,-0.0005000000000000004,2,3,6,0.4995,-0.0005000000000000004,2,3,6, [-0.101000 1表 1裏 1目 1～7局 2000試] [0.025000 1表 1裏 2目 2～20局 2000試] [0.024500 3表 3裏 5目 2～20局 2000試] [-0.000500 2表 3裏 6目 2～27局 2000試]
0.6,0.85,frozen,2000,0.4995,-0.0005000000000000004,7,10,15,0.4995,-0.0005000000000000004,7,10,15, [-0.092500 1表 1裏 1目 1～7局 2000試] [0.050500 1表 1裏 2目 2～20局 2000試] [0.035000 2表 2裏 4目 2～20局 2000試] [-0.005500 2表 3裏 5目 2～27局 2000試] [-0.002000 3表 5裏 9目 2～27局 2000試] [0.001500 4表 5裏 9目 2～27局 2000試] [-0.001000 4表 6裏 9目 2～27局 2000試] [-0.000500 7表 10裏 15目 2～27局 2000試]
0.61,0.85,frozen,2000,0.5,0.0,5,7,11,0.5,0.0,5,7,11, [-0.091000 1表 1裏 1目 1～7局 2000試] [0.042000 1表 1裏 2目 2～20局 2000試] [-0.001000 2表 3裏 5目 2～27局 2000試] [0.000000 5表 7裏 11目 2～27局 2000試]
0.62,0.85,frozen,2000,0.5,0.0,4,7,20,0.5,0.0,4,7,20, [-0.098000 1表 1裏 1目 1～7局 2000試] [0.083000 1表 1裏 2目 2～20局 2000試] [-0.062500 2表 2裏 2目 1～7局 2000試] [-0.060000 1表 2裏 3目 2～27局 2000試] [0.058000 3表 3裏 4目 1～20局 2000試] [0.025000 2表 3裏 5目 2～27局 2000試] [0.017500 3表 4裏 7目 2～27局 2000試] [0.013500 3表 5裏 7目 1～27局 2000試] [0.006500 3表 4裏 8目 2～27局 2000試] [0.003000 6表 10裏 13目 1～27局 2000試] [0.002500 3表 5裏 17目 3～60局 2000試] [0.000000 4表 7裏 20目 3～47局 2000試]
0.63,0.85,frozen,2000,0.4995,-0.0005000000000000004,3,5,14,0.4995,-0.0005000000000000004,3,5,14, [-0.073500 1表 1裏 1目 1～7局 2000試] [-0.052000 1表 2裏 3目 2～27局 2000試] [0.039500 2表 3裏 5目 2～27局 2000試] [-0.031500 2表 4裏 6目 2～27局 2000試] [-0.027000 3表 6裏 7目 1～27局 2000試] [0.013000 2表 3裏 9目 3～47局 2000試] [-0.007500 3表 5裏 13目 3～47局 2000試] [-0.000500 3表 5裏 14目 3～47局 2000試]
