p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_h_step,best_t_step,best_span,latest_p,latest_p_error,latest_h_step,latest_t_step,latest_span,candidates
0.5,0.7,alternating,2000,0.5,0.0,1,2,10,0.5,0.0,1,2,10, [-0.118500 1表 1裏 1目 1～4局 2000試] [-0.079500 1表 1裏 2目 2～10局 2000試] [-0.053000 1表 2裏 2目 1～10局 2000試] [-0.023500 1表 1裏 3目 3～17局 2000試] [-0.015000 1表 2裏 4目 3～24局 2000試] [-0.013500 1表 3裏 4目 2～24局 2000試] [0.002500 1表 3裏 6目 3～37局 2000試] [0.001500 1表 6裏 8目 3～50局 2000試] [0.001000 1表 4裏 9目 3～57局 2000試] [0.000000 1表 2裏 10目 7～64局 2000試]
0.51,0.7,alternating,2000,0.4995,-0.0005000000000000004,1,4,5,0.4995,-0.0005000000000000004,1,4,5, [-0.115500 1表 1裏 1目 1～4局 2000試] [-0.065000 1表 1裏 2目 2～10局 2000試] [-0.063500 1表 2裏 2目 1～10局 2000試] [-0.044500 1表 1裏 3目 3～17局 2000試] [-0.042500 1表 2裏 3目 2～17局 2000試] [-0.036500 2表 3裏 3目 1～10局 2000試] [-0.035000 1表 1裏 4目 4～24局 2000試] [-0.018500 1表 2裏 4目 3～24局 2000試] [-0.011000 1表 3裏 4目 2～24局 2000試] [-0.010500 2表 3裏 5目 2～17局 2000試] [-0.000500 1表 4裏 5目 2～30局 2000試]
0.52,0.7,alternating,2000,0.5,0.0,3,4,7,0.5,0.0,3,4,7, [-0.118000 1表 1裏 1目 1～4局 2000試] [-0.087000 1表 1裏 2目 2～10局 2000試] [-0.053500 1表 2裏 2目 1～10局 2000試] [-0.038000 1表 1裏 3目 3～17局 2000試] [-0.018500 1表 2裏 4目 3～24局 2000試] [0.009500 1表 3裏 4目 2～24局 2000試] [-0.007500 1表 5裏 6目 2～37局 2000試] [0.006500 1表 2裏 7目 5～44局 2000試] [0.005500 1表 3裏 7目 3～44局 2000試] [0.000000 3表 4裏 7目 2～17局 2000試]
0.53,0.7,alternating,2000,0.5005,0.0004999999999999449,1,9,10,0.5005,0.0004999999999999449,1,9,10, [-0.124500 1表 1裏 1目 1～4局 2000試] [-0.074000 1表 1裏 2目 2～10局 2000試] [-0.053500 1表 2裏 2目 1～10局 2000試] [-0.030500 1表 2裏 3目 2～17局 2000試] [-0.027000 1表 1裏 4目 4～24局 2000試] [-0.014500 1表 2裏 4目 3～24局 2000試] [-0.013500 1表 4裏 6目 3～37局 2000試] [0.004500 1表 5裏 6目 2～37局 2000試] [-0.001000 2表 3裏 7目 3～24局 2000試] [0.000500 1表 9裏 10目 2～64局 2000試]
0.54,0.7,alternating,2000,0.5,0.0,1,2,9,0.5,0.0,1,2,9, [-0.116500 1表 1裏 1目 1～4局 2000試] [-0.082000 1表 1裏 2目 2～10局 2000試] [-0.056000 1表 2裏 2目 1～10局 2000試] [-0.030500 1表 1裏 3目 3～17局 2000試] [-0.015000 1表 2裏 3目 2～17局 2000試] [-0.014500 1表 3裏 4目 2～24局 2000試] [-0.005500 1表 2裏 5目 3～30局 2000試] [0.001000 1表 2裏 7目 5～44局 2000試] [0.000000 1表 2裏 9目 6～57局 2000試]
0.55,0.7,alternating,2000,0.5005,0.0004999999999999449,1,4,5,0.5005,0.0004999999999999449,1,4,5, [-0.130000 1表 1裏 1目 1～4局 2000試] [-0.070500 1表 1裏 2目 2～10局 2000試] [-0.066500 1表 2裏 2目 1～10局 2000試] [-0.064500 1表 1裏 3目 3～17局 2000試] [-0.017500 1表 2裏 3目 2～17局 2000試] [-0.016500 1表 3裏 5目 3～30局 2000試] [0.000500 1表 4裏 5目 2～30局 2000試]
0.56,0.7,alternating,2000,0.4995,-0.0005000000000000004,2,2,5,0.4995,-0.0005000000000000004,2,2,5, [-0.115000 1表 1裏 1目 1～4局 2000試] [-0.057000 1表 1裏 2目 2～10局 2000試] [-0.014000 1表 1裏 3目 3～17局 2000試] [-0.004500 1表 2裏 4目 3～24局 2000試] [-0.000500 2表 2裏 5目 3～17局 2000試]
0.57,0.7,alternating,2000,0.4995,-0.0005000000000000004,2,4,9,0.4995,-0.0005000000000000004,2,4,9, [-0.115500 1表 1裏 1目 1～4局 2000試] [-0.059000 1表 1裏 2目 2～10局 2000試] [-0.041000 1表 1裏 3目 3～17局 2000試] [-0.016500 1表 2裏 3目 2～17局 2000試] [-0.001500 1表 2裏 5目 3～30局 2000試] [-0.000500 2表 4裏 9目 3～30局 2000試]
0.58,0.7,alternating,2000,0.5,0.0,1,4,5,0.5,0.0,1,4,5, [-0.116000 1表 1裏 1目 1～4局 2000試] [-0.073000 1表 1裏 2目 2～10局 2000試] [-0.065000 1表 2裏 2目 1～10局 2000試] [-0.039500 1表 1裏 3目 3～17局 2000試] [-0.018000 1表 2裏 3目 2～17局 2000試] [-0.010000 1表 3裏 4目 2～24局 2000試] [-0.008000 1表 2裏 5目 3～30局 2000試] [-0.003500 1表 3裏 5目 3～30局 2000試] [0.000000 1表 4裏 5目 2～30局 2000試]
0.59,0.7,alternating,2000,0.5005,0.0004999999999999449,1,4,6,0.5005,0.0004999999999999449,1,4,6, [-0.117000 1表 1裏 1目 1～4局 2000試] [-0.066500 1表 1裏 2目 2～10局 2000試] [-0.052500 1表 1裏 3目 3～17局 2000試] [-0.029000 1表 2裏 3目 2～17局 2000試] [-0.004000 1表 2裏 4目 3～24局 2000試] [-0.001500 1表 3裏 5目 3～30局 2000試] [0.000500 1表 4裏 6目 3～37局 2000試]
