p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_h_step,best_t_step,best_span,latest_p,latest_p_error,latest_h_step,latest_t_step,latest_span,candidates
0.5,0.95,frozen,2000,0.5005,0.0004999999999999449,1,1,29,0.5005,0.0004999999999999449,1,1,29, [-0.175000 1表 1裏 1目 1～20局 2000試] [-0.087000 1表 1裏 2目 2～60局 2000試] [-0.051000 1表 1裏 3目 3～100局 2000試] [-0.050500 1表 1裏 4目 4～140局 2000試] [-0.044000 1表 1裏 5目 5～180局 2000試] [-0.030000 1表 1裏 6目 6～220局 2000試] [-0.021000 3表 3裏 7目 2～100局 2000試] [-0.019000 1表 1裏 13目 13～500局 2000試] [-0.008500 1表 1裏 16目 16～620局 2000試] [0.006500 1表 1裏 19目 19～740局 2000試] [-0.005000 1表 1裏 27目 27～1060局 2000試] [0.000500 1表 1裏 29目 29～1140局 2000試]
0.51,0.95,frozen,2000,0.4995,-0.0005000000000000004,2,2,15,0.4995,-0.0005000000000000004,2,2,15, [-0.178500 1表 1裏 1目 1～20局 2000試] [-0.049500 1表 1裏 2目 2～60局 2000試] [-0.026000 1表 1裏 3目 3～100局 2000試] [-0.014500 1表 1裏 4目 4～140局 2000試] [-0.005500 1表 1裏 5目 5～180局 2000試] [0.002500 1表 1裏 10目 10～380局 2000試] [-0.000500 2表 2裏 15目 8～300局 2000試]
0.52,0.95,frozen,2000,0.5005,0.0004999999999999449,4,4,13,0.5005,0.0004999999999999449,4,4,13, [-0.175500 1表 1裏 1目 1～20局 2000試] [-0.055000 1表 1裏 2目 2～60局 2000試] [-0.019000 1表 1裏 3目 3～100局 2000試] [-0.001000 1表 1裏 4目 4～140局 2000試] [0.000500 4表 4裏 13目 3～140局 2000試]
0.53,0.95,frozen,2000,0.4995,-0.0005000000000000004,5,5,12,0.4995,-0.0005000000000000004,5,5,12, [-0.181000 1表 1裏 1目 1～20局 2000試] [-0.034000 1表 1裏 2目 2～60局 2000試] [0.011500 1表 1裏 3目 3～100局 2000試] [-0.007000 2表 2裏 5目 3～100局 2000試] [-0.001000 2表 2裏 6目 3～100局 2000試] [-0.000500 5表 5裏 12目 2～100局 2000試]
0.54,0.95,frozen,2000,0.5,0.0,5,5,14,0.5,0.0,5,5,14, [-0.149500 1表 1裏 1目 1～20局 2000試] [-0.041500 1表 1裏 2目 2～60局 2000試] [0.008500 1表 1裏 3目 3～100局 2000試] [-0.006000 5表 5裏 7目 1～60局 2000試] [-0.005000 4表 7裏 8目 1～60局 2000試] [0.003000 3表 3裏 9目 3～100局 2000試] [-0.002000 4表 5裏 12目 2～100局 2000試] [0.000000 5表 5裏 14目 3～100局 2000試]
0.55,0.95,frozen,2000,0.4995,-0.0005000000000000004,2,3,4,0.4995,-0.0005000000000000004,2,3,4, [-0.177000 1表 1裏 1目 1～20局 2000試] [-0.012000 1表 1裏 2目 2～60局 2000試] [0.002500 2表 2裏 3目 2～60局 2000試] [-0.000500 2表 3裏 4目 1～60局 2000試]
0.56,0.95,frozen,2000,0.5,0.0,7,10,12,0.5,0.0,7,10,12, [-0.132000 1表 1裏 1目 1～20局 2000試] [0.009500 1表 1裏 2目 2～60局 2000試] [0.001500 2表 2裏 3目 2～60局 2000試] [0.001000 5表 5裏 10目 2～60局 2000試] [0.000000 7表 10裏 12目 1～60局 2000試]
0.57,0.95,frozen,2000,0.5,0.0,3,4,5,0.5,0.0,3,4,5, [-0.128500 1表 1裏 1目 1～20局 2000試] [0.029500 1表 1裏 2目 2～60局 2000試] [0.008000 2表 2裏 3目 2～60局 2000試] [0.000000 3表 4裏 5目 1～60局 2000試]
0.58,0.95,frozen,2000,0.5,0.0,3,3,4,0.5,0.0,3,3,4, [-0.126000 1表 1裏 1目 1～20局 2000試] [0.036500 1表 1裏 2目 2～60局 2000試] [0.034500 2表 2裏 3目 2～60局 2000試] [0.012500 2表 2裏 4目 2～60局 2000試] [0.009500 2表 3裏 4目 1～60局 2000試] [0.000000 3表 3裏 4目 1～60局 2000試]
0.59,0.95,frozen,2000,0.5005,0.0004999999999999449,2,3,10,0.5005,0.0004999999999999449,2,3,10, [-0.127500 1表 1裏 1目 1～20局 2000試] [0.015000 1表 1裏 2目 2～60局 2000試] [-0.009000 2表 3裏 5目 2～80局 2000試] [0.008000 3表 4裏 7目 2～80局 2000試] [0.002500 8表 8裏 9目 1～60局 2000試] [0.000500 2表 3裏 10目 3～160局 2000試]
0.6,0.95,frozen,2000,0.5,0.0,4,6,12,0.5,0.0,4,6,12, [-0.126000 1表 1裏 1目 1～20局 2000試] [0.042500 1表 1裏 2目 2～60局 2000試] [0.035500 2表 2裏 3目 2～60局 2000試] [0.028000 2表 2裏 4目 2～60局 2000試] [-0.017500 2表 3裏 5目 2～80局 2000試] [-0.008500 2表 3裏 6目 2～80局 2000試] [-0.003500 2表 3裏 7目 2～120局 2000試] [-0.003000 3表 4裏 7目 2～80局 2000試] [-0.002000 4表 5裏 9目 2～80局 2000試] [-0.001500 3表 5裏 11目 2～120局 2000試] [0.000000 4表 6裏 12目 2～80局 2000試]
0.61,0.95,frozen,2000,0.4995,-0.0005000000000000004,4,7,11,0.4995,-0.0005000000000000004,4,7,11, [-0.108500 1表 1裏 1目 1～20局 2000試] [0.067500 1表 1裏 2目 2～60局 2000試] [0.052000 2表 2裏 3目 2～60局 2000試] [0.045500 2表 2裏 4目 2～60局 2000試] [0.045000 3表 3裏 4目 1～60局 2000試] [-0.011500 2表 3裏 5目 2～80局 2000試] [0.007500 2表 3裏 6目 2～80局 2000試] [0.007000 2表 3裏 7目 2～120局 2000試] [-0.002500 3表 5裏 7目 1～80局 2000試] [-0.000500 4表 7裏 11目 2～80局 2000試]
0.62,0.95,frozen,2000,0.5,0.0,4,7,11,0.5,0.0,4,7,11, [-0.093000 1表 1裏 1目 1～20局 2000試] [0.072000 1表 1裏 2目 2～60局 2000試] [-0.067000 1表 2裏 3目 2～80局 2000試] [0.059500 2表 3裏 4目 1～60局 2000試] [0.024500 2表 3裏 5目 2～80局 2000試] [0.020500 2表 3裏 6目 2～80局 2000試] [0.017000 3表 5裏 7目 1～80局 2000試] [0.008500 4表 6裏 9目 2～80局 2000試] [0.000000 4表 7裏 11目 2～80局 2000試]
0.63,0.95,frozen,2000,0.5005,0.0004999999999999449,3,5,14,0.5005,0.0004999999999999449,3,5,14, [-0.104000 1表 1裏 1目 1～20局 2000試] [0.101500 1表 1裏 2目 2～60局 2000試] [-0.098500 1表 2裏 2目 1～40局 2000試] [-0.097000 2表 2裏 2目 1～20局 2000試] [-0.063000 1表 2裏 3目 2～80局 2000試] [-0.049500 1表 2裏 5目 3～140局 2000試] [0.034500 2表 3裏 5目 2～80局 2000試] [0.003000 2表 3裏 9目 3～140局 2000試] [0.000500 3表 5裏 14目 3～140局 2000試]
0.64,0.95,frozen,2000,0.5,0.0,6,11,19,0.5,0.0,6,11,19, [-0.085000 1表 1裏 1目 1～20局 2000試] [-0.073500 2表 2裏 2目 1～20局 2000試] [-0.027500 1表 2裏 3目 2～80局 2000試] [-0.025500 2表 4裏 6目 2～80局 2000試] [-0.003500 2表 5裏 6目 1～80局 2000試] [0.000000 6表 11裏 19目 2～100局 2000試]
0.65,0.95,frozen,2000,0.5005,0.0004999999999999449,3,6,8,0.5005,0.0004999999999999449,3,6,8, [-0.067500 1表 1裏 1目 1～20局 2000試] [-0.059500 1表 2裏 2目 1～40局 2000試] [-0.018000 1表 2裏 3目 2～80局 2000試] [-0.010500 2表 5裏 6目 1～80局 2000試] [-0.009500 3表 6裏 7目 1～80局 2000試] [0.000500 3表 6裏 8目 1～80局 2000試]
0.66,0.95,frozen,2000,0.5,0.0,1,2,5,0.5,0.0,1,2,5, [-0.077500 1表 1裏 1目 1～20局 2000試] [-0.054000 1表 2裏 2目 1～40局 2000試] [-0.018500 1表 2裏 3目 2～80局 2000試] [0.000000 1表 2裏 5目 3～140局 2000試]
0.67,0.95,frozen,2000,0.5,0.0,7,14,16,0.5,0.0,7,14,16, [-0.086000 1表 1裏 1目 1～20局 2000試] [-0.044000 1表 2裏 2目 1～40局 2000試] [0.005500 1表 2裏 3目 2～80局 2000試] [-0.005000 2表 4裏 6目 2～80局 2000試] [0.004000 2表 4裏 9目 2～140局 2000試] [-0.001000 3表 6裏 9目 2～80局 2000試] [0.000000 7表 14裏 16目 1～80局 2000試]
0.68,0.95,frozen,2000,0.5005,0.0004999999999999449,4,9,14,0.5005,0.0004999999999999449,4,9,14, [-0.075000 1表 1裏 1目 1～20局 2000試] [-0.044000 1表 2裏 2目 1～40局 2000試] [0.016000 1表 2裏 3目 2～80局 2000試] [0.014000 2表 4裏 5目 1～80局 2000試] [0.013000 2表 4裏 6目 2～80局 2000試] [-0.005000 2表 5裏 7目 1～100局 2000試] [0.001500 3表 6裏 12目 2～100局 2000試] [0.000500 4表 9裏 14目 2～100局 2000試]
