p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_h_step,best_t_step,best_span,latest_p,latest_p_error,latest_h_step,latest_t_step,latest_span,candidates
0.5,0.65,frozen,2000,0.5005,0.0004999999999999449,6,6,46,0.5005,0.0004999999999999449,6,6,46, [-0.139000 1表 1裏 1目 1～3局 2000試] [-0.047500 1表 1裏 2目 2～9局 2000試] [-0.015500 1表 1裏 5目 5～26局 2000試] [-0.011000 1表 1裏 10目 10～55局 2000試] [-0.008500 1表 1裏 20目 20～112局 2000試] [-0.001000 1表 1裏 21目 21～118局 2000試] [0.000500 6表 6裏 46目 8～43局 2000試]
0.51,0.65,frozen,2000,0.4995,-0.0005000000000000004,4,4,19,0.4995,-0.0005000000000000004,4,4,19, [-0.141500 1表 1裏 1目 1～3局 2000試] [-0.046500 1表 1裏 2目 2～9局 2000試] [-0.026500 1表 1裏 3目 3～15局 2000試] [-0.004500 1表 1裏 4目 4～20局 2000試] [0.001000 1表 1裏 8目 8～43局 2000試] [-0.000500 4表 4裏 19目 5～26局 2000試]
0.52,0.65,frozen,2000,0.4995,-0.0005000000000000004,4,4,13,0.4995,-0.0005000000000000004,4,4,13, [-0.133000 1表 1裏 1目 1～3局 2000試] [-0.043500 1表 1裏 2目 2～9局 2000試] [-0.003000 1表 1裏 3目 3～15局 2000試] [0.001500 1表 1裏 5目 5～26局 2000試] [-0.000500 4表 4裏 13目 3～20局 2000試]
0.53,0.65,frozen,2000,0.5,0.0,4,5,16,0.5,0.0,4,5,16, [-0.109000 1表 1裏 1目 1～3局 2000試] [-0.029500 1表 1裏 2目 2～9局 2000試] [-0.009500 1表 1裏 3目 3～15局 2000試] [0.007000 2表 2裏 6目 3～15局 2000試] [-0.005500 3表 3裏 7目 2～15局 2000試] [0.003000 3表 4裏 9目 2～15局 2000試] [0.002500 4表 4裏 11目 3～15局 2000試] [-0.002000 5表 6裏 13目 2～15局 2000試] [0.001000 6表 6裏 14目 2～15局 2000試] [0.000000 4表 5裏 16目 3～20局 2000試]
0.54,0.65,frozen,2000,0.4995,-0.0005000000000000004,2,3,4,0.4995,-0.0005000000000000004,2,3,4, [-0.084000 1表 1裏 1目 1～3局 2000試] [-0.020500 1表 1裏 2目 2～9局 2000試] [-0.003000 2表 2裏 3目 2～9局 2000試] [-0.000500 2表 3裏 4目 1～9局 2000試]
0.55,0.65,frozen,2000,0.5,0.0,6,6,7,0.5,0.0,6,6,7, [-0.129500 1表 1裏 1目 1～3局 2000試] [-0.004000 1表 1裏 2目 2～9局 2000試] [-0.002000 2表 3裏 4目 1～9局 2000試] [0.000000 6表 6裏 7目 1～9局 2000試]
0.56,0.65,frozen,2000,0.4995,-0.0005000000000000004,2,2,4,0.4995,-0.0005000000000000004,2,2,4, [-0.082000 1表 1裏 1目 1～3局 2000試] [0.015000 1表 1裏 2目 2～9局 2000試] [-0.008500 2表 2裏 3目 2～9局 2000試] [-0.000500 2表 2裏 4目 2～9局 2000試]
0.57,0.65,frozen,2000,0.4995,-0.0005000000000000004,6,7,20,0.4995,-0.0005000000000000004,6,7,20, [-0.067000 1表 1裏 1目 1～3局 2000試] [0.065500 1表 1裏 2目 2～9局 2000試] [0.058000 1表 1裏 3目 3～15局 2000試] [0.018500 2表 2裏 3目 2～9局 2000試] [0.013500 3表 3裏 4目 1～9局 2000試] [0.011500 4表 4裏 6目 2～9局 2000試] [-0.001000 3表 4裏 10目 3～18局 2000試] [-0.000500 6表 7裏 20目 3～18局 2000試]
0.58,0.65,frozen,2000,0.5,0.0,3,4,20,0.5,0.0,3,4,20, [-0.075500 1表 1裏 1目 1～3局 2000試] [0.027500 1表 1裏 2目 2～9局 2000試] [0.024500 3表 3裏 4目 1～9局 2000試] [0.023500 4表 5裏 7目 1～9局 2000試] [0.017000 4表 6裏 7目 1～9局 2000試] [-0.011000 3表 4裏 8目 2～12局 2000試] [-0.009500 4表 6裏 10目 2～12局 2000試] [0.008000 3表 4裏 14目 4～23局 2000試] [-0.002000 14表 15裏 16目 1～9局 2000試] [0.000000 3表 4裏 20目 5～32局 2000試]
0.59,0.65,frozen,2000,0.5005,0.0004999999999999449,2,3,12,0.5005,0.0004999999999999449,2,3,12, [-0.085000 1表 1裏 1目 1～3局 2000試] [0.058000 1表 1裏 2目 2～9局 2000試] [-0.046500 2表 2裏 2目 1～3局 2000試] [-0.024500 2表 3裏 5目 2～12局 2000試] [-0.013500 2表 3裏 6目 2～12局 2000試] [-0.004000 2表 3裏 8目 3～18局 2000試] [0.000500 2表 3裏 12目 4～26局 2000試]
0.6,0.65,frozen,2000,0.5005,0.0004999999999999449,2,3,6,0.5005,0.0004999999999999449,2,3,6, [-0.054500 1表 1裏 1目 1～3局 2000試] [0.052000 3表 3裏 4目 1～9局 2000試] [-0.005000 2表 3裏 5目 2～12局 2000試] [0.000500 2表 3裏 6目 2～12局 2000試]
