p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_h_step,best_t_step,best_span,latest_p,latest_p_error,latest_h_step,latest_t_step,latest_span,candidates
0.5,0.6,alternating,2000,0.5,0.0,5,12,13,0.5,0.0,5,12,13, [-0.118500 1表 1裏 1目 1～3局 2000試] [-0.055500 1表 1裏 2目 2～8局 2000試] [-0.023500 1表 1裏 3目 3～13局 2000試] [-0.023000 1表 1裏 4目 4～18局 2000試] [-0.017000 1表 3裏 4目 2～18局 2000試] [-0.015000 1表 2裏 5目 3～23局 2000試] [-0.008500 1表 3裏 5目 3～23局 2000試] [0.005500 1表 5裏 6目 2～28局 2000試] [0.003000 2表 3裏 8目 3～18局 2000試] [-0.001500 1表 6裏 8目 3～38局 2000試] [-0.001000 2表 6裏 10目 3～23局 2000試] [0.000000 5表 12裏 13目 2～13局 2000試]
0.51,0.6,alternating,2000,0.5,0.0,2,3,9,0.5,0.0,2,3,9, [-0.126500 1表 1裏 1目 1～3局 2000試] [-0.058000 1表 1裏 2目 2～8局 2000試] [-0.055500 1表 2裏 2目 1～8局 2000試] [-0.053500 1表 1裏 3目 3～13局 2000試] [-0.026500 1表 2裏 3目 2～13局 2000試] [-0.003500 1表 3裏 4目 2～18局 2000試] [0.003000 3表 5裏 8目 2～13局 2000試] [-0.002000 1表 3裏 9目 5～43局 2000試] [0.000000 2表 3裏 9目 4～23局 2000試]
0.52,0.6,alternating,2000,0.5005,0.0004999999999999449,1,4,5,0.5005,0.0004999999999999449,1,4,5, [-0.115000 1表 1裏 1目 1～3局 2000試] [-0.063000 1表 1裏 2目 2～8局 2000試] [-0.059500 1表 2裏 2目 1～8局 2000試] [-0.028500 1表 1裏 3目 3～13局 2000試] [-0.011000 1表 2裏 4目 3～18局 2000試] [0.000500 1表 4裏 5目 2～23局 2000試]
0.53,0.6,alternating,2000,0.5,0.0,1,3,8,0.5,0.0,1,3,8, [-0.098000 1表 1裏 1目 1～3局 2000試] [-0.071000 1表 1裏 2目 2～8局 2000試] [-0.055000 1表 2裏 2目 1～8局 2000試] [-0.050000 1表 2裏 3目 2～13局 2000試] [-0.047000 1表 3裏 3目 1～13局 2000試] [-0.030000 1表 2裏 4目 3～18局 2000試] [-0.008000 1表 3裏 4目 2～18局 2000試] [-0.005000 1表 4裏 6目 3～28局 2000試] [0.004500 2表 5裏 6目 2～13局 2000試] [0.000000 1表 3裏 8目 4～38局 2000試]
0.54,0.6,alternating,2000,0.4995,-0.0005000000000000004,1,3,6,0.4995,-0.0005000000000000004,1,3,6, [-0.093500 1表 1裏 1目 1～3局 2000試] [-0.055500 1表 1裏 2目 2～8局 2000試] [-0.044000 1表 1裏 3目 3～13局 2000試] [-0.017000 1表 2裏 3目 2～13局 2000試] [-0.003000 1表 3裏 4目 2～18局 2000試] [-0.000500 1表 3裏 6目 3～28局 2000試]
0.55,0.6,alternating,2000,0.5005,0.0004999999999999449,3,5,11,0.5005,0.0004999999999999449,3,5,11, [-0.098500 1表 1裏 1目 1～3局 2000試] [-0.052000 1表 1裏 2目 2～8局 2000試] [-0.044000 1表 1裏 3目 3～13局 2000試] [-0.028500 1表 2裏 3目 2～13局 2000試] [-0.025000 1表 2裏 4目 3～18局 2000試] [-0.011500 1表 1裏 5目 5～23局 2000試] [-0.011000 1表 3裏 5目 3～23局 2000試] [-0.008500 2表 2裏 6目 3～13局 2000試] [-0.008000 2表 3裏 6目 3～13局 2000試] [0.007000 2表 3裏 7目 3～18局 2000試] [-0.005000 2表 5裏 7目 2～18局 2000試] [-0.001000 2表 6裏 7目 2～18局 2000試] [0.000500 3表 5裏 11目 3～18局 2000試]
0.56,0.6,alternating,2000,0.5,0.0,1,2,7,0.5,0.0,1,2,7, [-0.075500 1表 1裏 1目 1～3局 2000試] [-0.048500 1表 1裏 2目 2～8局 2000試] [-0.026500 1表 2裏 3目 2～13局 2000試] [-0.020500 1表 3裏 4目 2～18局 2000試] [0.005500 1表 2裏 5目 3～23局 2000試] [-0.004500 2表 3裏 5目 2～13局 2000試] [0.000000 1表 2裏 7目 5～33局 2000試]
0.57,0.6,alternating,2000,0.5,0.0,2,4,7,0.5,0.0,2,4,7, [-0.073000 1表 1裏 1目 1～3局 2000試] [-0.043500 1表 1裏 2目 2～8局 2000試] [-0.037500 1表 1裏 3目 3～13局 2000試] [-0.031000 1表 2裏 3目 2～13局 2000試] [-0.019500 1表 2裏 4目 3～18局 2000試] [-0.015000 1表 3裏 4目 2～18局 2000試] [-0.008500 1表 3裏 5目 3～23局 2000試] [0.001500 1表 2裏 6目 4～28局 2000試] [0.000000 2表 4裏 7目 3～18局 2000試]
0.58,0.6,alternating,2000,0.4995,-0.0005000000000000004,3,4,7,0.4995,-0.0005000000000000004,3,4,7, [-0.079500 1表 1裏 1目 1～3局 2000試] [-0.032000 1表 1裏 2目 2～8局 2000試] [-0.003000 1表 2裏 3目 2～13局 2000試] [-0.001000 1表 2裏 4目 3～18局 2000試] [-0.000500 3表 4裏 7目 2～13局 2000試]
0.59,0.6,alternating,2000,0.5005,0.0004999999999999449,2,4,7,0.5005,0.0004999999999999449,2,4,7, [-0.086000 1表 1裏 1目 1～3局 2000試] [-0.067500 1表 1裏 2目 2～8局 2000試] [-0.062000 1表 2裏 2目 1～8局 2000試] [-0.039500 1表 1裏 3目 3～13局 2000試] [-0.017000 1表 2裏 3目 2～13局 2000試] [-0.003000 1表 2裏 4目 3～18局 2000試] [0.002500 1表 2裏 5目 3～23局 2000試] [0.000500 2表 4裏 7目 3～18局 2000試]
