p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_h_step,best_t_step,best_span,latest_p,latest_p_error,latest_h_step,latest_t_step,latest_span,candidates
0.5,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.51,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.52,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.53,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.54,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.55,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.56,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.57,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.58,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.59,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.6,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.61,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.62,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.63,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.64,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.65,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.66,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.67,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.68,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.69,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.7,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.71,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.72,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.73,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.74,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.75,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.76,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.77,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.78,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.79,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.8,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.81,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.82,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.83,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.84,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.85,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.86,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.87,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.88,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.89,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.9,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.91,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.92,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.93,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.94,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
0.95,0.55,alternating,2000.0,0.0,0.51,0.0,1.0,1.0,0.0,0.51,0.0,1.0,1.0,
