p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_h_step,best_t_step,best_span,latest_p,latest_p_error,latest_h_step,latest_t_step,latest_span,candidates
0.5,0.2,alternating,2000,0.5,0.0,7,7,17,0.5,0.0,7,7,17, [-0.021000 1表 1裏 1目 1～2局 2000試] [-0.010000 1表 1裏 3目 3～7局 2000試] [-0.006000 3表 3裏 3目 1～2局 2000試] [-0.005000 1表 1裏 7目 7～17局 2000試] [-0.004500 1表 2裏 9目 6～22局 2000試] [-0.002500 2表 3裏 9目 4～12局 2000試] [-0.002000 5表 8裏 9目 2～4局 2000試] [0.001000 1表 1裏 10目 10～24局 2000試] [0.000000 7表 7裏 17目 3～7局 2000試]
0.51,0.2,alternating,2000,0.5,0.0,3,3,3,0.5,0.0,3,3,3, [-0.014500 1表 1裏 1目 1～2局 2000試] [0.003500 2表 2裏 2目 1～2局 2000試] [0.000000 3表 3裏 3目 1～2局 2000試]
0.52,0.2,alternating,2000,0.5,0.0,6,10,12,0.5,0.0,6,10,12, [-0.020000 1表 1裏 1目 1～2局 2000試] [0.015000 2表 2裏 2目 1～2局 2000試] [-0.011500 1表 1裏 3目 3～7局 2000試] [-0.011000 1表 1裏 4目 4～9局 2000試] [0.009000 4表 4裏 4目 1～2局 2000試] [-0.002500 5表 5裏 5目 1～2局 2000試] [-0.002000 4表 4裏 6目 2～4局 2000試] [0.001000 2表 3裏 7目 3～9局 2000試] [0.000000 6表 10裏 12目 2～4局 2000試]
0.53,0.2,alternating,2000,0.5,0.0,4,9,10,0.5,0.0,4,9,10, [-0.023000 1表 1裏 1目 1～2局 2000試] [-0.022000 2表 2裏 2目 1～2局 2000試] [-0.003500 1表 1裏 3目 3～7局 2000試] [0.002000 2表 3裏 7目 3～9局 2000試] [0.001000 3表 4裏 10目 3～9局 2000試] [0.000000 4表 9裏 10目 2～7局 2000試]
0.54,0.2,alternating,2000,0.5005,0.0004999999999999449,2,2,2,0.5005,0.0004999999999999449,2,2,2, [0.011500 1表 1裏 1目 1～2局 2000試] [0.000500 2表 2裏 2目 1～2局 2000試]
0.55,0.2,alternating,2000,0.5,0.0,3,3,7,0.5,0.0,3,3,7, [0.005500 1表 1裏 1目 1～2局 2000試] [0.004500 1表 1裏 3目 3～7局 2000試] [-0.001500 4表 5裏 6目 2～4局 2000試] [0.001000 2表 3裏 7目 3～9局 2000試] [0.000000 3表 3裏 7目 3～7局 2000試]
0.56,0.2,alternating,2000,0.5,0.0,2,3,4,0.5,0.0,2,3,4, [0.040000 1表 1裏 1目 1～2局 2000試] [-0.035500 1表 1裏 2目 2～4局 2000試] [0.008000 2表 2裏 2目 1～2局 2000試] [0.000000 2表 3裏 4目 2～4局 2000試]
0.57,0.2,alternating,2000,0.4995,-0.0005000000000000004,2,4,7,0.4995,-0.0005000000000000004,2,4,7, [0.022500 1表 1裏 1目 1～2局 2000試] [-0.010000 1表 1裏 2目 2～4局 2000試] [-0.003500 1表 1裏 3目 3～7局 2000試] [0.002500 1表 2裏 5目 3～12局 2000試] [-0.000500 2表 4裏 7目 3～9局 2000試]
0.58,0.2,alternating,2000,0.4995,-0.0005000000000000004,1,2,5,0.4995,-0.0005000000000000004,1,2,5, [0.035000 1表 1裏 1目 1～2局 2000試] [-0.004500 1表 1裏 3目 3～7局 2000試] [-0.003000 1表 2裏 4目 3～9局 2000試] [-0.000500 1表 2裏 5目 3～12局 2000試]
0.59,0.2,alternating,2000,0.4995,-0.0005000000000000004,2,4,7,0.4995,-0.0005000000000000004,2,4,7, [0.039000 1表 1裏 1目 1～2局 2000試] [-0.024000 1表 1裏 2目 2～4局 2000試] [-0.019500 1表 1裏 3目 3～7局 2000試] [-0.015500 1表 2裏 3目 2～7局 2000試] [-0.012500 1表 1裏 4目 4～9局 2000試] [0.004000 1表 2裏 4目 3～9局 2000試] [-0.003000 2表 2裏 5目 3～7局 2000試] [-0.002500 1表 2裏 6目 4～14局 2000試] [-0.001000 5表 5裏 6目 2～4局 2000試] [-0.000500 2表 4裏 7目 3～9局 2000試]
0.6,0.2,alternating,2000,0.5005,0.0004999999999999449,1,2,4,0.5005,0.0004999999999999449,1,2,4, [0.047000 1表 1裏 1目 1～2局 2000試] [-0.014000 1表 1裏 2目 2～4局 2000試] [-0.013000 1表 1裏 4目 4～9局 2000試] [0.000500 1表 2裏 4目 3～9局 2000試]
0.61,0.2,alternating,2000,0.5005,0.0004999999999999449,4,5,6,0.5005,0.0004999999999999449,4,5,6, [0.052000 1表 1裏 1目 1～2局 2000試] [-0.024000 1表 1裏 2目 2～4局 2000試] [0.002500 1表 1裏 3目 3～7局 2000試] [-0.001000 1表 1裏 4目 4～9局 2000試] [0.000500 4表 5裏 6目 2～4局 2000試]
0.62,0.2,alternating,2000,0.5005,0.0004999999999999449,1,2,3,0.5005,0.0004999999999999449,1,2,3, [0.064000 1表 1裏 1目 1～2局 2000試] [-0.012500 1表 1裏 2目 2～4局 2000試] [0.000500 1表 2裏 3目 2～7局 2000試]
0.63,0.2,alternating,2000,0.5005,0.0004999999999999449,2,2,5,0.5005,0.0004999999999999449,2,2,5, [0.056500 1表 1裏 1目 1～2局 2000試] [-0.015500 1表 1裏 2目 2～4局 2000試] [0.001500 1表 1裏 3目 3～7局 2000試] [-0.001000 2表 2裏 3目 2～4局 2000試] [0.000500 2表 2裏 5目 3～7局 2000試]
0.64,0.2,alternating,2000,0.5005,0.0004999999999999449,3,3,8,0.5005,0.0004999999999999449,3,3,8, [0.086500 1表 1裏 1目 1～2局 2000試] [-0.011500 1表 1裏 2目 2～4局 2000試] [0.003500 2表 2裏 3目 2～4局 2000試] [0.001500 2表 2裏 4目 2～4局 2000試] [0.001000 2表 3裏 4目 2～4局 2000試] [0.000500 3表 3裏 8目 3～7局 2000試]
0.65,0.2,alternating,2000,0.5005,0.0004999999999999449,4,4,9,0.5005,0.0004999999999999449,4,4,9, [0.072500 1表 1裏 1目 1～2局 2000試] [-0.008500 1表 1裏 2目 2～4局 2000試] [0.003000 2表 2裏 3目 2～4局 2000試] [0.001500 3表 4裏 5目 2～4局 2000試] [0.001000 4表 6裏 7目 2～4局 2000試] [0.000500 4表 4裏 9目 3～7局 2000試]
0.66,0.2,alternating,2000,0.5005,0.0004999999999999449,1,1,7,0.5005,0.0004999999999999449,1,1,7, [0.105500 1表 1裏 1目 1～2局 2000試] [0.004500 1表 1裏 2目 2～4局 2000試] [-0.004000 2表 2裏 3目 2～4局 2000試] [-0.003000 2表 2裏 4目 2～4局 2000試] [0.001000 1表 3裏 6目 3～14局 2000試] [0.000500 1表 1裏 7目 7～17局 2000試]
0.67,0.2,alternating,2000,0.5005,0.0004999999999999449,4,4,5,0.5005,0.0004999999999999449,4,4,5, [0.089000 1表 1裏 1目 1～2局 2000試] [-0.012000 1表 1裏 2目 2～4局 2000試] [0.004500 2表 2裏 3目 2～4局 2000試] [0.001500 1表 1裏 4目 4～9局 2000試] [0.000500 4表 4裏 5目 2～4局 2000試]
0.68,0.2,alternating,2000,0.5,0.0,1,1,5,0.5,0.0,1,1,5, [0.101000 1表 1裏 1目 1～2局 2000試] [0.012000 1表 1裏 2目 2～4局 2000試] [0.008000 2表 2裏 3目 2～4局 2000試] [-0.005000 2表 2裏 4目 2～4局 2000試] [0.000000 1表 1裏 5目 5～12局 2000試]
0.69,0.2,alternating,2000,0.5005,0.0004999999999999449,5,5,7,0.5005,0.0004999999999999449,5,5,7, [0.085500 1表 1裏 1目 1～2局 2000試] [0.003500 1表 1裏 2目 2～4局 2000試] [-0.003000 2表 2裏 3目 2～4局 2000試] [-0.002500 1表 1裏 4目 4～9局 2000試] [-0.001000 2表 3裏 4目 2～4局 2000試] [0.000500 5表 5裏 7目 2～4局 2000試]
0.7,0.2,alternating,2000,0.5005,0.0004999999999999449,1,2,4,0.5005,0.0004999999999999449,1,2,4, [0.095500 1表 1裏 1目 1～2局 2000試] [0.009000 1表 1裏 2目 2～4局 2000試] [0.000500 1表 2裏 4目 3～9局 2000試]
0.71,0.2,alternating,2000,0.4995,-0.0005000000000000004,3,3,4,0.4995,-0.0005000000000000004,3,3,4, [0.118500 1表 1裏 1目 1～2局 2000試] [0.031000 1表 1裏 2目 2～4局 2000試] [-0.026500 1表 2裏 2目 1～4局 2000試] [0.020000 1表 2裏 3目 2～7局 2000試] [-0.003500 2表 2裏 3目 2～4局 2000試] [-0.000500 3表 3裏 4目 2～4局 2000試]
0.72,0.2,alternating,2000,0.5,0.0,2,4,4,0.5,0.0,2,4,4, [0.129000 1表 1裏 1目 1～2局 2000試] [0.019500 1表 1裏 2目 2～4局 2000試] [-0.007000 1表 2裏 2目 1～4局 2000試] [0.006500 1表 2裏 3目 2～7局 2000試] [0.003500 2表 2裏 4目 2～4局 2000試] [0.000000 2表 4裏 4目 1～4局 2000試]
0.73,0.2,alternating,2000,0.5,0.0,1,2,5,0.5,0.0,1,2,5, [0.116500 1表 1裏 1目 1～2局 2000試] [0.022000 1表 1裏 2目 2～4局 2000試] [0.003500 1表 2裏 2目 1～4局 2000試] [0.002000 1表 2裏 3目 2～7局 2000試] [0.000000 1表 2裏 5目 3～12局 2000試]
0.74,0.2,alternating,2000,0.4995,-0.0005000000000000004,2,3,5,0.4995,-0.0005000000000000004,2,3,5, [0.142000 1表 1裏 1目 1～2局 2000試] [0.007500 1表 1裏 2目 2～4局 2000試] [0.001500 1表 3裏 3目 1～7局 2000試] [0.001000 1表 3裏 5目 3～12局 2000試] [-0.000500 2表 3裏 5目 2～7局 2000試]
0.75,0.2,alternating,2000,0.5,0.0,4,5,5,0.5,0.0,4,5,5, [0.120500 1表 1裏 1目 1～2局 2000試] [0.016500 1表 1裏 2目 2～4局 2000試] [-0.013000 1表 2裏 2目 1～4局 2000試] [0.001500 1表 2裏 3目 2～7局 2000試] [0.001000 3表 5裏 5目 1～4局 2000試] [0.000000 4表 5裏 5目 1～4局 2000試]
0.76,0.2,alternating,2000,0.4995,-0.0005000000000000004,1,6,11,0.4995,-0.0005000000000000004,1,6,11, [0.154500 1表 1裏 1目 1～2局 2000試] [0.011500 1表 1裏 2目 2～4局 2000試] [0.009500 1表 2裏 2目 1～4局 2000試] [0.004000 2表 2裏 3目 2～4局 2000試] [0.001000 1表 3裏 3目 1～7局 2000試] [-0.000500 1表 6裏 11目 3～27局 2000試]
0.77,0.2,alternating,2000,0.4995,-0.0005000000000000004,1,4,6,0.4995,-0.0005000000000000004,1,4,6, [0.146500 1表 1裏 1目 1～2局 2000試] [0.031500 1表 1裏 2目 2～4局 2000試] [0.013500 1表 2裏 2目 1～4局 2000試] [0.008500 1表 2裏 3目 2～7局 2000試] [-0.005500 1表 3裏 4目 2～9局 2000試] [-0.004500 2表 4裏 4目 1～4局 2000試] [-0.003000 1表 1裏 5目 5～12局 2000試] [-0.000500 1表 4裏 6目 3～14局 2000試]
