p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_h_step,best_t_step,best_span,latest_p,latest_p_error,latest_h_step,latest_t_step,latest_span,candidates
0.5,0.25,alternating,2000,0.5,0.0,2,2,7,0.5,0.0,2,2,7, [-0.031000 1表 1裏 1目 1～2局 2000試] [-0.021000 1表 2裏 3目 2～7局 2000試] [-0.020000 1表 2裏 5目 3～12局 2000試] [-0.008500 1表 2裏 6目 4～15局 2000試] [0.000000 2表 2裏 7目 4～10局 2000試]
0.51,0.25,alternating,2000,0.4995,-0.0005000000000000004,1,2,7,0.4995,-0.0005000000000000004,1,2,7, [-0.031500 1表 1裏 1目 1～2局 2000試] [-0.010000 1表 1裏 3目 3～7局 2000試] [-0.000500 1表 2裏 7目 5～18局 2000試]
0.52,0.25,alternating,2000,0.5,0.0,4,8,11,0.5,0.0,4,8,11, [-0.018000 1表 1裏 1目 1～2局 2000試] [-0.007000 2表 2裏 2目 1～2局 2000試] [0.002500 1表 2裏 5目 3～12局 2000試] [0.002000 1表 1裏 9目 9～23局 2000試] [0.000000 4表 8裏 11目 2～7局 2000試]
0.53,0.25,alternating,2000,0.5,0.0,1,4,16,0.5,0.0,1,4,16, [-0.028500 1表 1裏 1目 1～2局 2000試] [-0.008000 2表 2裏 2目 1～2局 2000試] [-0.006000 1表 1裏 4目 4～10局 2000試] [-0.003500 1表 2裏 6目 4～15局 2000試] [-0.003000 1表 8裏 9目 2～23局 2000試] [0.002000 3表 4裏 10目 3～10局 2000試] [0.001000 4表 9裏 14目 3～10局 2000試] [0.000000 1表 4裏 16目 7～42局 2000試]
0.54,0.25,alternating,2000,0.5005,0.0004999999999999449,2,2,2,0.5005,0.0004999999999999449,2,2,2, [-0.010500 1表 1裏 1目 1～2局 2000試] [0.000500 2表 2裏 2目 1～2局 2000試]
0.55,0.25,alternating,2000,0.5,0.0,1,2,9,0.5,0.0,1,2,9, [0.010500 1表 1裏 1目 1～2局 2000試] [0.003000 3表 3裏 3目 1～2局 2000試] [0.002000 1表 3裏 4目 2～10局 2000試] [-0.001500 4表 4裏 4目 1～2局 2000試] [0.001000 2表 5裏 6目 2～7局 2000試] [0.000000 1表 2裏 9目 6～23局 2000試]
0.56,0.25,alternating,2000,0.4995,-0.0005000000000000004,9,9,9,0.4995,-0.0005000000000000004,9,9,9, [-0.003500 1表 1裏 1目 1～2局 2000試] [0.003000 3表 3裏 3目 1～2局 2000試] [-0.002500 2表 3裏 5目 2～7局 2000試] [0.002000 2表 4裏 9目 3～12局 2000試] [-0.000500 9表 9裏 9目 1～2局 2000試]
0.57,0.25,alternating,2000,0.5005,0.0004999999999999449,1,2,3,0.5005,0.0004999999999999449,1,2,3, [0.013000 1表 1裏 1目 1～2局 2000試] [0.000500 1表 2裏 3目 2～7局 2000試]
0.58,0.25,alternating,2000,0.5005,0.0004999999999999449,2,2,5,0.5005,0.0004999999999999449,2,2,5, [0.012500 1表 1裏 1目 1～2局 2000試] [0.007500 2表 2裏 2目 1～2局 2000試] [0.000500 2表 2裏 5目 3～7局 2000試]
0.59,0.25,alternating,2000,0.4995,-0.0005000000000000004,1,1,12,0.4995,-0.0005000000000000004,1,1,12, [0.022000 1表 1裏 1目 1～2局 2000試] [-0.007000 1表 2裏 3目 2～7局 2000試] [-0.006000 1表 1裏 4目 4～10局 2000試] [-0.003500 2表 2裏 5目 3～7局 2000試] [-0.002000 2表 2裏 6目 3～7局 2000試] [0.001500 2表 5裏 8目 3～10局 2000試] [0.001000 3表 7裏 11目 3～10局 2000試] [-0.000500 1表 1裏 12目 12～31局 2000試]
