p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_h_step,best_t_step,best_span,latest_p,latest_p_error,latest_h_step,latest_t_step,latest_span,candidates
0.5,0.75,alternating,2000,0.5,0.0,2,9,11,0.5,0.0,2,9,11, [-0.160000 1表 1裏 1目 1～4局 2000試] [-0.076000 1表 1裏 2目 2～12局 2000試] [-0.061500 1表 2裏 2目 1～12局 2000試] [-0.044500 1表 1裏 3目 3～20局 2000試] [-0.018000 1表 2裏 3目 2～20局 2000試] [-0.012000 1表 2裏 5目 3～36局 2000試] [-0.006000 1表 3裏 5目 3～36局 2000試] [-0.004500 1表 5裏 6目 2～44局 2000試] [0.001000 2表 4裏 7目 3～28局 2000試] [0.000000 2表 9裏 11目 2～44局 2000試]
0.51,0.75,alternating,2000,0.5,0.0,1,5,11,0.5,0.0,1,5,11, [-0.157500 1表 1裏 1目 1～4局 2000試] [-0.059500 1表 1裏 2目 2～12局 2000試] [-0.036000 1表 2裏 3目 2～20局 2000試] [-0.030000 1表 3裏 3目 1～20局 2000試] [-0.008000 1表 2裏 4目 3～28局 2000試] [0.004500 1表 5裏 6目 2～44局 2000試] [-0.002500 1表 2裏 7目 5～52局 2000試] [0.002500 1表 2裏 8目 5～60局 2000試] [0.001500 2表 7裏 8目 2～28局 2000試] [0.000000 1表 5裏 11目 3～84局 2000試]
0.52,0.75,alternating,2000,0.4995,-0.0005000000000000004,4,9,11,0.4995,-0.0005000000000000004,4,9,11, [-0.155000 1表 1裏 1目 1～4局 2000試] [-0.076500 1表 1裏 2目 2～12局 2000試] [-0.046500 1表 2裏 2目 1～12局 2000試] [-0.033000 1表 2裏 3目 2～20局 2000試] [-0.025000 2表 3裏 3目 1～12局 2000試] [-0.021500 1表 2裏 4目 3～28局 2000試] [0.007000 1表 3裏 4目 2～28局 2000試] [0.006000 1表 2裏 6目 4～44局 2000試] [-0.003000 1表 3裏 6目 3～44局 2000試] [-0.001500 1表 6裏 7目 2～52局 2000試] [-0.001000 1表 8裏 11目 3～84局 2000試] [-0.000500 4表 9裏 11目 2～20局 2000試]
0.53,0.75,alternating,2000,0.4995,-0.0005000000000000004,1,8,9,0.4995,-0.0005000000000000004,1,8,9, [-0.164500 1表 1裏 1目 1～4局 2000試] [-0.083000 1表 1裏 2目 2～12局 2000試] [-0.045000 1表 2裏 2目 1～12局 2000試] [-0.044500 1表 1裏 3目 3～20局 2000試] [-0.029000 1表 2裏 3目 2～20局 2000試] [-0.026500 1表 3裏 3目 1～20局 2000試] [-0.025000 1表 2裏 4目 3～28局 2000試] [-0.021500 1表 3裏 4目 2～28局 2000試] [-0.020000 2表 3裏 5目 2～20局 2000試] [-0.008500 1表 4裏 5目 2～36局 2000試] [-0.004500 2表 5裏 6目 2～20局 2000試] [0.001000 1表 3裏 7目 3～52局 2000試] [-0.000500 1表 8裏 9目 2～68局 2000試]
0.54,0.75,alternating,2000,0.5,0.0,1,2,7,0.5,0.0,1,2,7, [-0.160500 1表 1裏 1目 1～4局 2000試] [-0.077500 1表 1裏 2目 2～12局 2000試] [-0.071500 1表 2裏 2目 1～12局 2000試] [-0.047500 1表 1裏 3目 3～20局 2000試] [-0.020000 1表 2裏 3目 2～20局 2000試] [-0.009500 1表 2裏 4目 3～28局 2000試] [0.002500 1表 3裏 4目 2～28局 2000試] [-0.002000 2表 4裏 5目 2～20局 2000試] [0.000000 1表 2裏 7目 5～52局 2000試]
0.55,0.75,alternating,2000,0.5,0.0,1,4,7,0.5,0.0,1,4,7, [-0.156000 1表 1裏 1目 1～4局 2000試] [-0.065000 1表 1裏 2目 2～12局 2000試] [-0.038500 1表 2裏 2目 1～12局 2000試] [-0.008500 1表 2裏 3目 2～20局 2000試] [-0.007000 1表 2裏 4目 3～28局 2000試] [0.002500 1表 3裏 6目 3～44局 2000試] [0.001500 1表 3裏 7目 3～52局 2000試] [0.000000 1表 4裏 7目 3～52局 2000試]
0.56,0.75,alternating,2000,0.5005,0.0004999999999999449,2,3,7,0.5005,0.0004999999999999449,2,3,7, [-0.153500 1表 1裏 1目 1～4局 2000試] [-0.065500 1表 1裏 2目 2～12局 2000試] [-0.042000 1表 2裏 2目 1～12局 2000試] [-0.013000 1表 2裏 3目 2～20局 2000試] [0.002000 1表 2裏 5目 3～36局 2000試] [0.001000 1表 2裏 7目 5～52局 2000試] [0.000500 2表 3裏 7目 3～28局 2000試]
0.57,0.75,alternating,2000,0.5005,0.0004999999999999449,1,6,8,0.5005,0.0004999999999999449,1,6,8, [-0.144500 1表 1裏 1目 1～4局 2000試] [-0.064500 1表 1裏 2目 2～12局 2000試] [-0.061500 1表 2裏 2目 1～12局 2000試] [-0.056500 1表 1裏 3目 3～20局 2000試] [-0.020500 1表 2裏 3目 2～20局 2000試] [-0.015500 1表 2裏 4目 3～28局 2000試] [0.006500 1表 2裏 5目 3～36局 2000試] [0.004000 1表 3裏 5目 3～36局 2000試] [-0.001500 1表 3裏 6目 3～44局 2000試] [-0.001000 2表 5裏 7目 2～28局 2000試] [0.000500 1表 6裏 8目 3～60局 2000試]
0.58,0.75,alternating,2000,0.4995,-0.0005000000000000004,1,5,8,0.4995,-0.0005000000000000004,1,5,8, [-0.156500 1表 1裏 1目 1～4局 2000試] [-0.047500 1表 1裏 2目 2～12局 2000試] [-0.027500 1表 2裏 3目 2～20局 2000試] [-0.027000 1表 3裏 3目 1～20局 2000試] [-0.019000 1表 2裏 4目 3～28局 2000試] [0.003500 1表 3裏 4目 2～28局 2000試] [0.002500 1表 5裏 7目 3～52局 2000試] [-0.000500 1表 5裏 8目 3～60局 2000試]
0.59,0.75,alternating,2000,0.4995,-0.0005000000000000004,1,2,8,0.4995,-0.0005000000000000004,1,2,8, [-0.128500 1表 1裏 1目 1～4局 2000試] [-0.067000 1表 1裏 2目 2～12局 2000試] [-0.045000 1表 2裏 2目 1～12局 2000試] [-0.020500 1表 2裏 3目 2～20局 2000試] [-0.015500 1表 2裏 4目 3～28局 2000試] [-0.008000 1表 3裏 4目 2～28局 2000試] [-0.001500 1表 3裏 5目 3～36局 2000試] [-0.000500 1表 2裏 8目 5～60局 2000試]
0.6,0.75,alternating,2000,0.4995,-0.0005000000000000004,1,4,5,0.4995,-0.0005000000000000004,1,4,5, [-0.162500 1表 1裏 1目 1～4局 2000試] [-0.082500 1表 1裏 2目 2～12局 2000試] [-0.061000 1表 2裏 2目 1～12局 2000試] [-0.051500 1表 1裏 3目 3～20局 2000試] [-0.043500 1表 2裏 3目 2～20局 2000試] [-0.038500 2表 3裏 3目 1～12局 2000試] [-0.017000 1表 1裏 4目 4～28局 2000試] [-0.014500 1表 2裏 4目 3～28局 2000試] [0.009000 1表 3裏 4目 2～28局 2000試] [0.002000 1表 2裏 5目 3～36局 2000試] [-0.000500 1表 4裏 5目 2～36局 2000試]
0.61,0.75,alternating,2000,0.5,0.0,1,3,7,0.5,0.0,1,3,7, [-0.171000 1表 1裏 1目 1～4局 2000試] [-0.053000 1表 1裏 2目 2～12局 2000試] [-0.051500 1表 2裏 2目 1～12局 2000試] [-0.043000 1表 1裏 3目 3～20局 2000試] [-0.031500 1表 2裏 3目 2～20局 2000試] [-0.024500 1表 3裏 3目 1～20局 2000試] [-0.013500 1表 2裏 4目 3～28局 2000試] [-0.010500 1表 3裏 4目 2～28局 2000試] [0.002000 1表 2裏 5目 3～36局 2000試] [0.000000 1表 3裏 7目 3～52局 2000試]
