p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_h_step,best_t_step,best_span,latest_p,latest_p_error,latest_h_step,latest_t_step,latest_span,candidates
0.5,0.15,frozen,2000,0.5005,0.0004999999999999449,17,17,17,0.5005,0.0004999999999999449,17,17,17, [-0.010500 1表 1裏 1目 1～2局 2000試] [-0.006000 3表 3裏 4目 1～4局 2000試] [-0.004500 4表 5裏 7目 1～4局 2000試] [0.004000 8表 8裏 8目 1～2局 2000試] [-0.001500 1表 1裏 11目 11～25局 2000試] [-0.001000 12表 13裏 17目 1～4局 2000試] [0.000500 17表 17裏 17目 1～2局 2000試]
0.51,0.15,frozen,2000,0.5005,0.0004999999999999449,4,4,4,0.5005,0.0004999999999999449,4,4,4, [-0.005500 1表 1裏 1目 1～2局 2000試] [0.005000 1表 1裏 3目 3～6局 2000試] [0.000500 4表 4裏 4目 1～2局 2000試]
0.52,0.15,frozen,2000,0.5005,0.0004999999999999449,5,5,6,0.5005,0.0004999999999999449,5,5,6, [0.013500 1表 1裏 1目 1～2局 2000試] [0.012000 1表 1裏 2目 2～4局 2000試] [-0.009500 1表 1裏 3目 3～6局 2000試] [0.004500 2表 2裏 3目 2～4局 2000試] [-0.001500 3表 3裏 3目 1～2局 2000試] [-0.001000 3表 3裏 4目 1～4局 2000試] [0.000500 5表 5裏 6目 1～4局 2000試]
0.53,0.15,frozen,2000,0.5005,0.0004999999999999449,8,8,8,0.5005,0.0004999999999999449,8,8,8, [0.004500 1表 1裏 1目 1～2局 2000試] [0.004000 1表 1裏 3目 3～6局 2000試] [0.001000 3表 3裏 6目 2～4局 2000試] [0.000500 8表 8裏 8目 1～2局 2000試]
0.54,0.15,frozen,2000,0.5005,0.0004999999999999449,5,6,40,0.5005,0.0004999999999999449,5,6,40, [0.021000 1表 1裏 1目 1～2局 2000試] [0.019500 3表 3裏 3目 1～2局 2000試] [0.018000 3表 3裏 6目 2～4局 2000試] [0.017000 5表 6裏 9目 2～4局 2000試] [0.013000 6表 8裏 9目 1～4局 2000試] [0.008500 7表 8裏 10目 1～4局 2000試] [0.008000 11表 11裏 11目 1～2局 2000試] [0.007000 8表 15裏 16目 1～4局 2000試] [0.003000 16表 17裏 20目 1～4局 2000試] [0.001000 17表 17裏 23目 1～4局 2000試] [0.000500 5表 6裏 40目 7～17局 2000試]
0.55,0.15,frozen,2000,0.5005,0.0004999999999999449,4,5,19,0.5005,0.0004999999999999449,4,5,19, [0.019000 1表 1裏 1目 1～2局 2000試] [0.009500 8表 9裏 10目 1～4局 2000試] [-0.005000 4表 5裏 17目 3～10局 2000試] [0.000500 4表 5裏 19目 4～10局 2000試]
0.56,0.15,frozen,2000,0.5,0.0,6,8,36,0.5,0.0,6,8,36, [0.043500 1表 1裏 1目 1～2局 2000試] [-0.039500 2表 3裏 5目 2～5局 2000試] [0.033000 6表 6裏 9目 2～4局 2000試] [-0.014500 2表 3裏 10目 3～10局 2000試] [-0.002500 3表 4裏 17目 4～12局 2000試] [0.001500 4表 5裏 34目 7～18局 2000試] [0.001000 11表 15裏 34目 2～8局 2000試] [0.000000 6表 8裏 36目 5～12局 2000試]
0.57,0.15,frozen,2000,0.5005,0.0004999999999999449,2,3,10,0.5005,0.0004999999999999449,2,3,10, [0.049000 1表 1裏 1目 1～2局 2000試] [0.034500 3表 3裏 3目 1～2局 2000試] [-0.020000 2表 3裏 8目 3～8局 2000試] [0.000500 2表 3裏 10目 3～10局 2000試]
0.58,0.15,frozen,2000,0.5005,0.0004999999999999449,4,5,15,0.5005,0.0004999999999999449,4,5,15, [0.056000 1表 1裏 1目 1～2局 2000試] [-0.047000 2表 3裏 5目 2～5局 2000試] [-0.015500 2表 3裏 6目 2～5局 2000試] [0.003000 2表 3裏 7目 2～8局 2000試] [-0.001500 2表 3裏 10目 3～10局 2000試] [0.000500 4表 5裏 15目 3～8局 2000試]
0.59,0.15,frozen,2000,0.4995,-0.0005000000000000004,3,5,7,0.4995,-0.0005000000000000004,3,5,7, [0.078000 1表 1裏 1目 1～2局 2000試] [0.069500 2表 2裏 2目 1～2局 2000試] [0.068000 3表 3裏 3目 1～2局 2000試] [-0.011000 2表 3裏 5目 2～5局 2000試] [0.008500 2表 3裏 7目 2～8局 2000試] [-0.000500 3表 5裏 7目 1～5局 2000試]
0.6,0.15,frozen,2000,0.5,0.0,4,7,12,0.5,0.0,4,7,12, [0.076000 1表 1裏 1目 1～2局 2000試] [-0.063500 1表 2裏 3目 2～5局 2000試] [0.001500 2表 3裏 5目 2～5局 2000試] [-0.001000 5表 7裏 11目 2～5局 2000試] [0.000000 4表 7裏 12目 2～5局 2000試]
0.61,0.15,frozen,2000,0.4995,-0.0005000000000000004,5,9,14,0.4995,-0.0005000000000000004,5,9,14, [0.099500 1表 1裏 1目 1～2局 2000試] [-0.053000 1表 2裏 3目 2～5局 2000試] [0.023000 2表 3裏 5目 2～5局 2000試] [0.010500 2表 3裏 6目 2～5局 2000試] [0.010000 2表 3裏 11目 4～11局 2000試] [0.006500 5表 8裏 11目 1～5局 2000試] [0.002000 4表 7裏 12目 2～5局 2000試] [-0.001500 6表 7裏 13目 2～5局 2000試] [-0.000500 5表 9裏 14目 2～5局 2000試]
0.62,0.15,frozen,2000,0.5,0.0,9,18,19,0.5,0.0,9,18,19, [0.112000 1表 1裏 1目 1～2局 2000試] [-0.092500 1表 2裏 2目 1～3局 2000試] [-0.018500 1表 2裏 3目 2～5局 2000試] [0.015500 3表 4裏 8目 2～5局 2000試] [0.013500 4表 5裏 9目 2～5局 2000試] [-0.003000 3表 6裏 9目 2～5局 2000試] [-0.001000 2表 3裏 15目 5～15局 2000試] [0.000000 9表 18裏 19目 1～5局 2000試]
0.63,0.15,frozen,2000,0.4995,-0.0005000000000000004,4,7,19,0.4995,-0.0005000000000000004,4,7,19, [0.118500 1表 1裏 1目 1～2局 2000試] [-0.079000 1表 2裏 2目 1～3局 2000試] [-0.006000 1表 2裏 3目 2～5局 2000試] [0.004000 3表 6裏 7目 1～5局 2000試] [0.002000 4表 9裏 11目 1～5局 2000試] [-0.001000 6表 12裏 18目 2～5局 2000試] [-0.000500 4表 7裏 19目 3～9局 2000試]
