p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_p_step,best_q_step,best_span,latest_p,latest_p_error,latest_p_step,latest_q_step,latest_span,candidates
0.5,0.0,frozen,1,0.5,0.0,1,1,1,0.5,0.0,1,1,1, [0.000000 1表 1裏 1目 1～1局 1試]
0.51,0.0,frozen,1,0.4932008039193119,-0.006799196080688075,11,12,253,0.0397552930287993,-0.4602447069712007,38,254,260, [0.010000 1表 1裏 1目 1～1局 1試] [-0.009416 11表 12裏 241目 20～42局 1試] [-0.006799 11表 12裏 253目 21～44局 1試]
0.52,0.0,frozen,1,0.4984898835372067,-0.0015101164627932,8,9,208,0.04482392623022081,-0.4551760737697792,43,240,263, [0.020000 1表 1裏 1目 1～1局 1試] [-0.016557 5表 6裏 55目 9～20局 1試] [-0.009016 6表 7裏 71目 10～22局 1試] [-0.002142 6表 7裏 78目 11～24局 1試] [-0.001510 8表 9裏 208目 23～49局 1試]
0.53,0.0,frozen,1,0.5000223242543498,2.232425434978147e-05,6,7,106,0.35879357,-0.14120643,131,240,263, [0.030000 1表 1裏 1目 1～1局 1試] [-0.029653 3表 4裏 21目 5～12局 1試] [-0.014777 4表 5裏 31目 6～14局 1試] [-0.001922 4表 5裏 36目 7～16局 1試] [0.000022 6表 7裏 106目 15～33局 1試]
0.54,0.0,frozen,1,0.4993348691014583,-0.0006651308985416,5,6,169,0.37476432000000004,-0.12523567999999996,127,240,263, [0.040000 1表 1裏 1目 1～1局 1試] [-0.021557 3表 4裏 17目 4～10局 1試] [-0.001395 3表 4裏 21目 5～12局 1試] [-0.000665 5表 6裏 169目 28～62局 1試]
0.55,0.0,frozen,1,0.5014158657703515,0.0014158657703514654,5,6,246,0.5747500000000001,0.0747500000000001,209,211,263, [0.050000 1表 1裏 1目 1～1局 1試] [-0.023044 2表 3裏 10目 3～8局 1試] [0.004405 3表 4裏 17目 4～10局 1試] [0.002476 4表 5裏 66目 13～30局 1試] [0.001907 4表 5裏 111目 22～50局 1試] [0.001608 4表 5裏 156目 31～70局 1試] [0.001416 5表 6裏 246目 41～90局 1試]
0.56,0.0,frozen,1,0.5000114388991501,1.1438899150117976e-05,4,5,185,0.4074291200000001,-0.09257087999999991,118,240,263, [0.060000 1表 1裏 1目 1～1局 1試] [-0.038172 2表 3裏 7目 2～6局 1試] [0.000364 2表 3裏 10目 3～8局 1試] [0.000045 3表 4裏 57目 14～33局 1試] [0.000020 4表 5裏 129目 26～58局 1試] [0.000011 4表 5裏 185目 37～83局 1試]
0.57,0.0,frozen,1,0.5003551519323137,0.0003551519323137,3,4,109,0.28712322719999994,-0.21287677280000006,87,240,263, [0.070000 1表 1裏 1目 1～1局 1試] [-0.017696 2表 3裏 7目 2～6局 1試] [-0.014588 2表 3裏 16目 5～13局 1試] [-0.013644 3表 4裏 34目 9～20局 1試] [0.010931 3表 4裏 37目 9～22局 1試] [0.008020 3表 4裏 49目 12～29局 1試] [0.005852 3表 4裏 61目 15～36局 1試] [0.004124 3表 4裏 73目 18～43局 1試] [0.002683 3表 4裏 85目 21～50局 1試] [0.001445 3表 4裏 97目 24～57局 1試] [0.000355 3表 4裏 109目 27～64局 1試]
0.58,0.0,frozen,1,0.5007469214501866,0.0007469214501866,5,7,162,0.4409531199999999,-0.05904688000000008,128,240,263, [0.080000 1表 1裏 1目 1～1局 1試] [-0.059047 1表 2裏 3目 2～4局 1試] [0.002905 2表 3裏 7目 2～6局 1試] [-0.001716 3表 4裏 64目 16～37局 1試] [0.000747 5表 7裏 162目 23～56局 1試]
0.59,0.0,frozen,1,0.5000697711987205,6.977119872053628e-05,2,3,40,0.45799516999999995,-0.04200483000000005,97,240,263, [0.090000 1表 1裏 1目 1～1局 1試] [-0.042005 1表 2裏 3目 2～4局 1試] [0.023591 2表 3裏 7目 2～6局 1試] [0.005203 2表 3裏 13目 4～11局 1試] [0.000070 2表 3裏 40目 13～33局 1試]
0.6,0.0,frozen,1,0.4962949264561776,-0.003705073543822379,2,3,257,0.4962949264561776,-0.003705073543822379,2,3,257, [0.100000 1表 1裏 1目 1～1局 1試] [-0.024800 1表 2裏 3目 2～4局 1試] [-0.017390 2表 3裏 11目 4～9局 1試] [-0.014145 2表 3裏 17目 6～14局 1試] [-0.012225 2表 3裏 23目 8～19局 1試] [-0.010920 2表 3裏 29目 10～24局 1試] [-0.009959 2表 3裏 35目 12～29局 1試] [-0.009215 2表 3裏 41目 14～34局 1試] [-0.008615 2表 3裏 47目 16～39局 1試] [-0.008119 2表 3裏 53目 18～44局 1試] [-0.007700 2表 3裏 59目 20～49局 1試] [-0.007340 2表 3裏 65目 22～54局 1試] [-0.007026 2表 3裏 71目 24～59局 1試] [-0.006749 2表 3裏 77目 26～64局 1試] [-0.006503 2表 3裏 83目 28～69局 1試] [-0.006281 2表 3裏 89目 30～74局 1試] [-0.006081 2表 3裏 95目 32～79局 1試] [-0.005899 2表 3裏 101目 34～84局 1試] [-0.005732 2表 3裏 107目 36～89局 1試] [-0.005579 2表 3裏 113目 38～94局 1試] [-0.005437 2表 3裏 119目 40～99局 1試] [-0.005306 2表 3裏 125目 42～104局 1試] [-0.005183 2表 3裏 131目 44～109局 1試] [-0.005069 2表 3裏 137目 46～114局 1試] [-0.004962 2表 3裏 143目 48～119局 1試] [-0.004862 2表 3裏 149目 50～124局 1試] [-0.004767 2表 3裏 155目 52～129局 1試] [-0.004678 2表 3裏 161目 54～134局 1試] [-0.004593 2表 3裏 167目 56～139局 1試] [-0.004513 2表 3裏 173目 58～144局 1試] [-0.004437 2表 3裏 179目 60～149局 1試] [-0.004365 2表 3裏 185目 62～154局 1試] [-0.004296 2表 3裏 191目 64～159局 1試] [-0.004230 2表 3裏 197目 66～164局 1試] [-0.004167 2表 3裏 203目 68～169局 1試] [-0.004107 2表 3裏 209目 70～174局 1試] [-0.004050 2表 3裏 215目 72～179局 1試] [-0.003995 2表 3裏 221目 74～184局 1試] [-0.003942 2表 3裏 227目 76～189局 1試] [-0.003891 2表 3裏 233目 78～194局 1試] [-0.003842 2表 3裏 239目 80～199局 1試] [-0.003794 2表 3裏 245目 82～204局 1試] [-0.003749 2表 3裏 251目 84～209局 1試] [-0.003705 2表 3裏 257目 86～214局 1試]
0.61,0.0,frozen,1,0.5011637731652024,0.0011637731652024,2,3,33,0.49254876999999997,-0.007451230000000031,102,240,263, [0.110000 1表 1裏 1目 1～1局 1試] [-0.007451 1表 2裏 3目 2～4局 1試] [-0.007370 2表 3裏 27目 9～22局 1試] [0.001164 2表 3裏 33目 11～27局 1試]
0.62,0.0,frozen,1,0.5000243539662751,2.4353966275092453e-05,3,5,156,0.1288910945872128,-0.3711089054127872,43,240,263, [0.120000 1表 1裏 1目 1～1局 1試] [-0.115600 1表 2裏 2目 1～2局 1試] [0.010022 1表 2裏 3目 2～4局 1試] [-0.004281 2表 3裏 15目 5～12局 1試] [0.000097 3表 5裏 61目 12～33局 1試] [0.000024 3表 5裏 156目 31～83局 1試]
0.63,0.0,frozen,1,0.5004982952846722,0.0004982952846721,3,5,79,0.20132567711298002,-0.29867432288702,44,240,263, [0.130000 1表 1裏 1目 1～1局 1試] [-0.103100 1表 2裏 2目 1～2局 1試] [0.027599 1表 2裏 3目 2～4局 1試] [-0.013359 1表 2裏 5目 3～7局 1試] [-0.001073 3表 5裏 28目 6～15局 1試] [0.000498 3表 5裏 79目 16～42局 1試]
0.64,0.0,frozen,1,0.4988934144725667,-0.0011065855274333125,4,7,245,0.5452595200000001,0.04525952000000011,122,231,262, [0.140000 1表 1裏 1目 1～1局 1試] [-0.090400 1表 2裏 2目 1～2局 1試] [0.045260 1表 2裏 3目 2～4局 1試] [0.009383 1表 2裏 5目 3～7局 1試] [-0.002182 3表 5裏 40目 8～21局 1試] [-0.001560 4表 7裏 117目 17～46局 1試] [-0.001277 4表 7裏 181目 26～71局 1試] [-0.001107 4表 7裏 245目 35～96局 1試]
0.65,0.0,frozen,1,0.5000625104647389,6.251046473892963e-05,5,9,171,0.71825,0.21825000000000006,211,239,263, [0.150000 1表 1裏 1目 1～1局 1試] [-0.077500 1表 2裏 2目 1～2局 1試] [0.062981 1表 2裏 3目 2～4局 1試] [0.032283 1表 2裏 5目 3～7局 1試] [0.013827 1表 2裏 7目 4～10局 1試] [0.000503 1表 2裏 9目 5～13局 1試] [0.000127 5表 9裏 106目 12～33局 1試] [0.000063 5表 9裏 171目 19～53局 1試]
0.66,0.0,frozen,1,0.4991710436276079,-0.000828956372392,1,2,23,0.58074192,0.08074192000000002,129,239,263, [0.160000 1表 1裏 1目 1～1局 1試] [-0.064400 1表 2裏 2目 1～2局 1試] [-0.052196 1表 2裏 4目 2～5局 1試] [-0.048081 1表 2裏 6目 3～8局 1試] [0.041061 1表 2裏 7目 4～10局 1試] [0.031382 1表 2裏 9目 5～13局 1試] [0.024088 1表 2裏 11目 6～16局 1試] [0.018242 1表 2裏 13目 7～19局 1試] [0.013359 1表 2裏 15目 8～22局 1試] [0.009158 1表 2裏 17目 9～25局 1試] [0.005465 1表 2裏 19目 10～28局 1試] [0.002163 1表 2裏 21目 11～31局 1試] [-0.000829 1表 2裏 23目 12～34局 1試]
0.67,0.0,frozen,1,0.4996577100431639,-0.0003422899568361,1,2,22,0.745174,0.245174,155,239,263, [0.170000 1表 1裏 1目 1～1局 1試] [-0.051100 1表 2裏 2目 1～2局 1試] [-0.032494 1表 2裏 4目 2～5局 1試] [-0.023565 1表 2裏 6目 3～8局 1試] [-0.017882 1表 2裏 8目 4～11局 1試] [-0.013758 1表 2裏 10目 5～14局 1試] [-0.010531 1表 2裏 12目 6～17局 1試] [-0.007878 1表 2裏 14目 7～20局 1試] [-0.005624 1表 2裏 16目 8～23局 1試] [-0.003659 1表 2裏 18目 9～26局 1試] [-0.001914 1表 2裏 20目 10～29局 1試] [-0.000342 1表 2裏 22目 11～32局 1試]
