p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_h_step,best_t_step,best_span,latest_p,latest_p_error,latest_h_step,latest_t_step,latest_span,candidates
0.5,0.45,frozen,2000,0.5,0.0,1,1,32,0.5,0.0,1,1,32, [-0.105000 1表 1裏 1目 1～2局 2000試] [-0.044000 1表 1裏 2目 2～6局 2000試] [-0.025000 1表 1裏 3目 3～10局 2000試] [-0.021000 3表 3裏 8目 3～10局 2000試] [-0.018500 1表 1裏 9目 9～31局 2000試] [-0.002500 1表 1裏 11目 11～39局 2000試] [0.002500 1表 1裏 19目 19～68局 2000試] [0.001000 2表 2裏 22目 11～39局 2000試] [0.000000 1表 1裏 32目 32～115局 2000試]
0.51,0.45,frozen,2000,0.5,0.0,5,5,12,0.5,0.0,5,5,12, [-0.101000 1表 1裏 1目 1～2局 2000試] [-0.034500 1表 1裏 2目 2～6局 2000試] [-0.016500 1表 1裏 3目 3～10局 2000試] [-0.002500 1表 1裏 4目 4～13局 2000試] [0.001500 1表 1裏 5目 5～17局 2000試] [0.001000 1表 1裏 6目 6～20局 2000試] [0.000000 5表 5裏 12目 2～10局 2000試]
0.52,0.45,frozen,2000,0.4995,-0.0005000000000000004,3,3,12,0.4995,-0.0005000000000000004,3,3,12, [-0.088500 1表 1裏 1目 1～2局 2000試] [-0.028000 1表 1裏 2目 2～6局 2000試] [-0.017500 1表 1裏 3目 3～10局 2000試] [-0.008500 1表 1裏 4目 4～13局 2000試] [-0.004500 2表 2裏 5目 3～10局 2000試] [0.002500 2表 2裏 7目 4～13局 2000試] [0.001000 3表 3裏 7目 2～10局 2000試] [-0.000500 3表 3裏 12目 4～13局 2000試]
0.53,0.45,frozen,2000,0.4995,-0.0005000000000000004,4,4,6,0.4995,-0.0005000000000000004,4,4,6, [-0.072500 1表 1裏 1目 1～2局 2000試] [-0.023000 1表 1裏 2目 2～6局 2000試] [0.014000 1表 1裏 3目 3～10局 2000試] [-0.001000 1表 1裏 4目 4～13局 2000試] [-0.000500 4表 4裏 6目 2～6局 2000試]
0.54,0.45,frozen,2000,0.5005,0.0004999999999999449,3,5,6,0.5005,0.0004999999999999449,3,5,6, [-0.066000 1表 1裏 1目 1～2局 2000試] [-0.002500 1表 1裏 2目 2～6局 2000試] [-0.001500 3表 4裏 6目 2～6局 2000試] [0.000500 3表 5裏 6目 1～6局 2000試]
0.55,0.45,frozen,2000,0.5,0.0,3,3,6,0.5,0.0,3,3,6, [-0.028000 1表 1裏 1目 1～2局 2000試] [0.012500 1表 1裏 2目 2～6局 2000試] [0.007500 2表 2裏 3目 2～6局 2000試] [0.006500 2表 2裏 4目 2～6局 2000試] [-0.002500 3表 3裏 5目 2～6局 2000試] [0.000000 3表 3裏 6目 2～6局 2000試]
0.56,0.45,frozen,2000,0.4995,-0.0005000000000000004,10,13,16,0.4995,-0.0005000000000000004,10,13,16, [-0.049000 1表 1裏 1目 1～2局 2000試] [0.019500 1表 1裏 2目 2～6局 2000試] [0.003500 3表 3裏 6目 2～6局 2000試] [0.002500 3表 4裏 12目 3～11局 2000試] [-0.001500 4表 5裏 14目 3～11局 2000試] [-0.000500 10表 13裏 16目 1～6局 2000試]
0.57,0.45,frozen,2000,0.4995,-0.0005000000000000004,7,9,23,0.4995,-0.0005000000000000004,7,9,23, [-0.040500 1表 1裏 1目 1～2局 2000試] [0.036500 2表 2裏 3目 2～6局 2000試] [-0.036000 3表 3裏 3目 1～2局 2000試] [0.035000 3表 3裏 6目 2～6局 2000試] [0.033000 3表 4裏 6目 2～6局 2000試] [-0.027500 7表 7裏 7目 1～2局 2000試] [-0.019000 8表 8裏 8目 1～2局 2000試] [-0.010000 3表 4裏 10目 3～11局 2000試] [0.002500 3表 4裏 11目 3～11局 2000試] [0.001000 4表 5裏 14目 3～11局 2000試] [-0.000500 7表 9裏 23目 3～11局 2000試]
0.58,0.45,frozen,2000,0.5005,0.0004999999999999449,7,9,23,0.5005,0.0004999999999999449,7,9,23, [-0.035500 1表 1裏 1目 1～2局 2000試] [-0.024000 5表 5裏 5目 1～2局 2000試] [-0.018500 8表 8裏 8目 1～2局 2000試] [-0.007500 2表 3裏 10目 3～15局 2000試] [-0.006500 3表 4裏 19目 5～20局 2000試] [0.001500 4表 6裏 19目 3～15局 2000試] [0.000500 7表 9裏 23目 3～11局 2000試]
0.59,0.45,frozen,2000,0.5005,0.0004999999999999449,4,6,12,0.5005,0.0004999999999999449,4,6,12, [-0.036500 1表 1裏 1目 1～2局 2000試] [-0.014000 2表 2裏 2目 1～2局 2000試] [-0.009500 2表 3裏 6目 2～8局 2000試] [-0.008000 2表 3裏 8目 3～11局 2000試] [-0.003500 3表 4裏 8目 2～8局 2000試] [0.000500 4表 6裏 12目 2～8局 2000試]
0.6,0.45,frozen,2000,0.5,0.0,2,3,12,0.5,0.0,2,3,12, [-0.036500 1表 1裏 1目 1～2局 2000試] [-0.017500 3表 3裏 3目 1～2局 2000試] [-0.002500 2表 3裏 5目 2～8局 2000試] [0.001000 3表 5裏 7目 1～8局 2000試] [0.000000 2表 3裏 12目 4～17局 2000試]
0.61,0.45,frozen,2000,0.5,0.0,5,8,15,0.5,0.0,5,8,15, [-0.031000 1表 1裏 1目 1～2局 2000試] [-0.009500 2表 2裏 2目 1～2局 2000試] [-0.008000 2表 3裏 5目 2～8局 2000試] [0.001500 6表 6裏 6目 1～2局 2000試] [0.001000 4表 7裏 11目 2～8局 2000試] [0.000000 5表 8裏 15目 2～8局 2000試]
0.62,0.45,frozen,2000,0.5,0.0,8,12,33,0.5,0.0,8,12,33, [-0.001000 1表 1裏 1目 1～2局 2000試] [0.000000 8表 12裏 33目 3～13局 2000試]
0.63,0.45,frozen,2000,0.5,0.0,6,6,6,0.5,0.0,6,6,6, [0.015500 1表 1裏 1目 1～2局 2000試] [0.007000 2表 2裏 2目 1～2局 2000試] [0.003500 3表 3裏 3目 1～2局 2000試] [-0.001000 5表 5裏 5目 1～2局 2000試] [0.000000 6表 6裏 6目 1～2局 2000試]
0.64,0.45,frozen,2000,0.5,0.0,13,13,13,0.5,0.0,13,13,13, [-0.024000 1表 1裏 1目 1～2局 2000試] [0.005000 2表 2裏 2目 1～2局 2000試] [0.003500 5表 5裏 5目 1～2局 2000試] [0.001500 2表 4裏 6目 2～8局 2000試] [-0.001000 5表 10裏 11目 1～8局 2000試] [0.000000 13表 13裏 13目 1～2局 2000試]
0.65,0.45,frozen,2000,0.4995,-0.0005000000000000004,3,6,7,0.4995,-0.0005000000000000004,3,6,7, [0.007000 1表 1裏 1目 1～2局 2000試] [0.005500 2表 2裏 2目 1～2局 2000試] [0.002000 2表 4裏 6目 2～8局 2000試] [-0.000500 3表 6裏 7目 1～8局 2000試]
0.66,0.45,frozen,2000,0.5,0.0,2,4,9,0.5,0.0,2,4,9, [0.040000 1表 1裏 1目 1～2局 2000試] [0.019000 2表 2裏 2目 1～2局 2000試] [0.014000 3表 3裏 3目 1～2局 2000試] [0.009500 1表 2裏 5目 3～13局 2000試] [-0.008000 4表 5裏 5目 1～4局 2000試] [-0.003000 3表 6裏 7目 1～8局 2000試] [-0.002000 3表 7裏 8目 1～8局 2000試] [0.000000 2表 4裏 9目 2～13局 2000試]
0.67,0.45,frozen,2000,0.4995,-0.0005000000000000004,4,9,15,0.4995,-0.0005000000000000004,4,9,15, [0.044500 1表 1裏 1目 1～2局 2000試] [-0.032000 1表 2裏 2目 1～4局 2000試] [0.022000 1表 2裏 3目 2～8局 2000試] [0.020500 3表 3裏 3目 1～2局 2000試] [-0.015500 1表 2裏 4目 2～10局 2000試] [-0.014500 3表 5裏 5目 1～4局 2000試] [-0.011000 1表 2裏 6目 3～15局 2000試] [0.001500 5表 7裏 7目 1～4局 2000試] [0.001000 5表 11裏 14目 1～8局 2000試] [-0.000500 4表 9裏 15目 2～10局 2000試]
