p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_h_step,best_t_step,best_span,latest_p,latest_p_error,latest_h_step,latest_t_step,latest_span,candidates
0.5,0.8,frozen,2000,0.5,0.0,2,2,42,0.5,0.0,2,2,42, [-0.156500 1表 1裏 1目 1～6局 2000試] [-0.084500 1表 1裏 2目 2～16局 2000試] [-0.055500 1表 1裏 3目 3～26局 2000試] [-0.040000 1表 1裏 4目 4～36局 2000試] [-0.032000 1表 1裏 7目 7～66局 2000試] [-0.019000 1表 1裏 8目 8～76局 2000試] [-0.013000 1表 1裏 12目 12～116局 2000試] [-0.009500 1表 1裏 14目 14～136局 2000試] [0.005500 1表 1裏 16目 16～156局 2000試] [-0.004500 1表 1裏 26目 26～256局 2000試] [0.003000 1表 1裏 27目 27～266局 2000試] [-0.001500 1表 1裏 29目 29～286局 2000試] [0.000000 2表 2裏 42目 21～206局 2000試]
0.51,0.8,frozen,2000,0.4995,-0.0005000000000000004,2,2,9,0.4995,-0.0005000000000000004,2,2,9, [-0.112000 1表 1裏 1目 1～6局 2000試] [-0.059500 1表 1裏 2目 2～16局 2000試] [-0.025000 1表 1裏 3目 3～26局 2000試] [-0.019500 1表 1裏 5目 5～46局 2000試] [-0.018000 1表 1裏 6目 6～56局 2000試] [-0.014000 1表 1裏 7目 7～66局 2000試] [-0.011000 2表 2裏 7目 4～36局 2000試] [0.010000 1表 1裏 9目 9～86局 2000試] [-0.000500 2表 2裏 9目 5～46局 2000試]
0.52,0.8,frozen,2000,0.5005,0.0004999999999999449,4,4,9,0.5005,0.0004999999999999449,4,4,9, [-0.102000 1表 1裏 1目 1～6局 2000試] [-0.020500 1表 1裏 2目 2～16局 2000試] [-0.018500 1表 1裏 3目 3～26局 2000試] [-0.010500 1表 1裏 4目 4～36局 2000試] [-0.006500 2表 2裏 5目 3～26局 2000試] [-0.001000 2表 2裏 8目 4～36局 2000試] [0.000500 4表 4裏 9目 2～26局 2000試]
0.53,0.8,frozen,2000,0.5005,0.0004999999999999449,1,1,3,0.5005,0.0004999999999999449,1,1,3, [-0.094500 1表 1裏 1目 1～6局 2000試] [-0.038500 1表 1裏 2目 2～16局 2000試] [0.000500 1表 1裏 3目 3～26局 2000試]
0.54,0.8,frozen,2000,0.5005,0.0004999999999999449,9,9,10,0.5005,0.0004999999999999449,9,9,10, [-0.113500 1表 1裏 1目 1～6局 2000試] [-0.023500 1表 1裏 2目 2～16局 2000試] [0.011500 1表 1裏 3目 3～26局 2000試] [-0.005500 2表 3裏 4目 1～16局 2000試] [-0.003000 4表 5裏 6目 1～16局 2000試] [0.002500 4表 6裏 7目 1～16局 2000試] [-0.001000 3表 4裏 9目 2～26局 2000試] [0.000500 9表 9裏 10目 1～16局 2000試]
0.55,0.8,frozen,2000,0.5005,0.0004999999999999449,3,4,5,0.5005,0.0004999999999999449,3,4,5, [-0.095500 1表 1裏 1目 1～6局 2000試] [-0.044000 1表 1裏 2目 2～16局 2000試] [-0.017000 2表 2裏 3目 2～16局 2000試] [-0.006000 2表 2裏 4目 2～16局 2000試] [0.000500 3表 4裏 5目 1～16局 2000試]
0.56,0.8,frozen,2000,0.4995,-0.0005000000000000004,5,5,8,0.4995,-0.0005000000000000004,5,5,8, [-0.060500 1表 1裏 1目 1～6局 2000試] [0.006000 1表 1裏 2目 2～16局 2000試] [0.001500 3表 4裏 5目 1～16局 2000試] [-0.000500 5表 5裏 8目 2～16局 2000試]
0.57,0.8,frozen,2000,0.5005,0.0004999999999999449,11,15,20,0.5005,0.0004999999999999449,11,15,20, [-0.079500 1表 1裏 1目 1～6局 2000試] [0.030000 1表 1裏 2目 2～16局 2000試] [0.009000 2表 2裏 4目 2～16局 2000試] [0.007000 6表 7裏 8目 1～16局 2000試] [-0.006500 2表 3裏 10目 3～41局 2000試] [0.005000 5表 5裏 10目 2～16局 2000試] [0.004500 4表 5裏 13目 3～31局 2000試] [0.003500 7表 10裏 13目 1～16局 2000試] [0.002500 11表 12裏 13目 1～16局 2000試] [0.001000 3表 4裏 15目 4～41局 2000試] [0.000500 11表 15裏 20目 1～16局 2000試]
0.58,0.8,frozen,2000,0.5005,0.0004999999999999449,5,6,18,0.5005,0.0004999999999999449,5,6,18, [-0.061500 1表 1裏 1目 1～6局 2000試] [0.034500 1表 1裏 2目 2～16局 2000試] [0.029000 2表 2裏 4目 2～16局 2000試] [0.022000 3表 4裏 6目 2～16局 2000試] [-0.019500 3表 5裏 9目 2～21局 2000試] [0.017000 3表 4裏 10目 3～31局 2000試] [-0.016000 5表 9裏 11目 1～21局 2000試] [0.014000 3表 4裏 13目 3～41局 2000試] [0.013000 4表 5裏 14目 3～31局 2000試] [0.008500 4表 5裏 15目 3～31局 2000試] [0.007500 5表 7裏 16目 2～31局 2000試] [0.000500 5表 6裏 18目 3～31局 2000試]
0.59,0.8,frozen,2000,0.4995,-0.0005000000000000004,2,3,7,0.4995,-0.0005000000000000004,2,3,7, [-0.066000 1表 1裏 1目 1～6局 2000試] [0.033500 1表 1裏 2目 2～16局 2000試] [0.004000 2表 3裏 5目 2～21局 2000試] [-0.000500 2表 3裏 7目 2～31局 2000試]
0.6,0.8,frozen,2000,0.5005,0.0004999999999999449,7,10,16,0.5005,0.0004999999999999449,7,10,16, [-0.074500 1表 1裏 1目 1～6局 2000試] [0.058000 1表 1裏 2目 2～16局 2000試] [-0.053500 2表 2裏 2目 1～6局 2000試] [-0.050000 3表 3裏 3目 1～6局 2000試] [-0.016500 2表 3裏 5目 2～21局 2000試] [0.002500 2表 3裏 6目 2～21局 2000試] [0.002000 4表 6裏 10目 2～21局 2000試] [0.001500 5表 8裏 11目 1～21局 2000試] [0.001000 4表 6裏 12目 2～21局 2000試] [0.000500 7表 10裏 16目 2～21局 2000試]
0.61,0.8,frozen,2000,0.5,0.0,4,6,15,0.5,0.0,4,6,15, [-0.041500 1表 1裏 1目 1～6局 2000試] [-0.031000 2表 2裏 2目 1～6局 2000試] [0.003000 2表 3裏 5目 2～21局 2000試] [0.001500 6表 10裏 14目 1～21局 2000試] [0.000000 4表 6裏 15目 3～31局 2000試]
0.62,0.8,frozen,2000,0.4995,-0.0005000000000000004,4,7,18,0.4995,-0.0005000000000000004,4,7,18, [-0.040000 1表 1裏 1目 1～6局 2000試] [-0.030000 4表 4裏 4目 1～6局 2000試] [0.026500 2表 3裏 6目 2～21局 2000試] [0.020000 3表 4裏 7目 2～21局 2000試] [0.014500 3表 5裏 7目 1～21局 2000試] [0.004500 4表 7裏 9目 1～21局 2000試] [-0.002500 3表 5裏 14目 3～36局 2000試] [0.001500 6表 7裏 14目 2～21局 2000試] [-0.000500 4表 7裏 18目 3～36局 2000試]
0.63,0.8,frozen,2000,0.5,0.0,7,13,33,0.5,0.0,7,13,33, [-0.011500 1表 1裏 1目 1～6局 2000試] [-0.008000 3表 3裏 3目 1～6局 2000試] [0.007000 2表 3裏 9目 3～36局 2000試] [-0.004500 4表 10裏 11目 1～21局 2000試] [-0.002000 3表 5裏 17目 3～46局 2000試] [0.001000 6表 9裏 26目 3～36局 2000試] [0.000000 7表 13裏 33目 3～36局 2000試]
0.64,0.8,frozen,2000,0.4995,-0.0005000000000000004,4,9,12,0.4995,-0.0005000000000000004,4,9,12, [-0.015500 1表 1裏 1目 1～6局 2000試] [-0.004500 2表 4裏 6目 2～21局 2000試] [-0.000500 4表 9裏 12目 1～21局 2000試]
0.65,0.8,frozen,2000,0.4995,-0.0005000000000000004,1,2,3,0.4995,-0.0005000000000000004,1,2,3, [-0.033500 1表 1裏 1目 1～6局 2000試] [-0.019500 2表 2裏 2目 1～6局 2000試] [-0.000500 1表 2裏 3目 2～21局 2000試]
0.66,0.8,frozen,2000,0.5005,0.0004999999999999449,3,6,7,0.5005,0.0004999999999999449,3,6,7, [-0.010500 1表 1裏 1目 1～6局 2000試] [-0.003000 2表 4裏 6目 2～21局 2000試] [-0.001500 2表 5裏 6目 1～21局 2000試] [0.000500 3表 6裏 7目 1～21局 2000試]
0.67,0.8,frozen,2000,0.5,0.0,8,8,8,0.5,0.0,8,8,8, [-0.015000 1表 1裏 1目 1～6局 2000試] [0.003500 2表 2裏 2目 1～6局 2000試] [0.001000 5表 5裏 5目 1～6局 2000試] [0.000000 8表 8裏 8目 1～6局 2000試]
0.68,0.8,frozen,2000,0.4995,-0.0005000000000000004,4,11,13,0.4995,-0.0005000000000000004,4,11,13, [0.008500 1表 1裏 1目 1～6局 2000試] [-0.006000 2表 2裏 2目 1～6局 2000試] [-0.002500 5表 5裏 5目 1～6局 2000試] [0.002000 8表 8裏 8目 1～6局 2000試] [-0.000500 4表 11裏 13目 1～26局 2000試]
0.69,0.8,frozen,2000,0.5005,0.0004999999999999449,5,7,7,0.5005,0.0004999999999999449,5,7,7, [0.023000 1表 1裏 1目 1～6局 2000試] [0.016500 2表 2裏 2目 1～6局 2000試] [-0.007500 2表 3裏 3目 1～11局 2000試] [0.003000 3表 3裏 3目 1～6局 2000試] [0.000500 5表 7裏 7目 1～11局 2000試]
0.7,0.8,frozen,2000,0.5,0.0,5,7,7,0.5,0.0,5,7,7, [0.001500 1表 1裏 1目 1～6局 2000試] [0.000000 5表 7裏 7目 1～11局 2000試]
0.71,0.8,frozen,2000,0.4995,-0.0005000000000000004,5,9,9,0.4995,-0.0005000000000000004,5,9,9, [0.033000 1表 1裏 1目 1～6局 2000試] [0.019500 1表 2裏 2目 1～11局 2000試] [0.002500 2表 3裏 3目 1～11局 2000試] [-0.000500 5表 9裏 9目 1～11局 2000試]
0.72,0.8,frozen,2000,0.5005,0.0004999999999999449,3,8,19,0.5005,0.0004999999999999449,3,8,19, [0.030000 1表 1裏 1目 1～6局 2000試] [0.006500 1表 2裏 2目 1～11局 2000試] [0.005000 2表 6裏 7目 1～26局 2000試] [-0.002500 6表 8裏 8目 1～11局 2000試] [0.001000 6表 9裏 9目 1～11局 2000試] [0.000500 3表 8裏 19目 2～46局 2000試]
0.73,0.8,frozen,2000,0.5,0.0,3,9,11,0.5,0.0,3,9,11, [0.055000 1表 1裏 1目 1～6局 2000試] [0.050000 1表 2裏 2目 1～11局 2000試] [0.044000 2表 2裏 2目 1～6局 2000試] [-0.044000 1表 3裏 3目 1～16局 2000試] [0.030500 2表 3裏 3目 1～11局 2000試] [0.023000 1表 3裏 4目 1～26局 2000試] [0.017000 2表 4裏 4目 1～11局 2000試] [0.002500 2表 6裏 7目 1～26局 2000試] [0.000000 3表 9裏 11目 1～26局 2000試]
